T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
62354, 607, 811, 31, -52290, -62090, 16170
62374, 600, 786, 26, -57330, -78330, 38010
62394, 583, 758, 41, -74550, -78120, 36190
62414, 583, 781, 44, -88340, -85470, -770
62434, 611, 828, 26, -79520, -116900, -37590
62454, 630, 856, 13, -71960, -142590, -41160
62474, 629, 855, 17, -88760, -136150, -15050
62494, 611, 818, 30, -110110, -119350, 21910
62514, 610, 800, 21, -110110, -124040, 37660
62534, 607, 798, 12, -99400, -141890, 17010
62554, 591, 783, 21, -103880, -140840, -10360
62574, 581, 779, 24, -112000, -134400, -21700
62594, 588, 784, 14, -109620, -139440, -18480
62614, 600, 794, 11, -105350, -143360, -4340
62634, 596, 784, 20, -107940, -135310, 15470
62654, 607, 788, 15, -107240, -129850, 23940
62674, 633, 821, 3, -96460, -135450, 6370
62694, 642, 848, 3, -90580, -131740, -23170
62714, 623, 840, 18, -95760, -110530, -34790
62734, 601, 806, 20, -94080, -95830, -16870
62754, 590, 767, 8, -75810, -101430, 15400
62774, 589, 739, 4, -58590, -104930, 37660
62794, 592, 741, 8, -55160, -90300, 34370
62814, 607, 775, 11, -56910, -68040, 5810
62834, 626, 821, 10, -53690, -52010, -28420
62854, 633, 845, 18, -46760, -39970, -39830
62874, 636, 842, 18, -35140, -32130, -21630
62894, 643, 834, 7, -14490, -33810, 6720
62914, 638, 814, -1, 4900, -33110, 25550
62934, 613, 777, 6, 8050, -12530, 29050
62954, 588, 750, 17, 1540, 19250, 17220
62974, 579, 752, 22, 3430, 38710, -3710
62994, 591, 775, 19, 18900, 38920, -18270
63014, 607, 793, 11, 39200, 31640, -14350
63034, 614, 791, 10, 51310, 34160, 6930
63054, 618, 794, 10, 52430, 49210, 23450
63074, 629, 815, 14, 50960, 66570, 16450
63094, 635, 842, 19, 52990, 79100, -6930
63114, 626, 841, 22, 58940, 85050, -24430
63134, 612, 814, 18, 69300, 83160, -18480
63154, 593, 774, 14, 80150, 78050, 7000
63174, 572, 737, 16, 82110, 81480, 31990
63194, 562, 721, 25, 74970, 93310, 38710
63214, 538, 755, 72, 69020, 100590, 23590
63234, 622, 823, 23, 66640, 83440, -10710
63254, 657, 883, 15, 60970, 47460, -44870
63274, 660, 895, 23, 56350, 45430, -39550
63294, 570, 856, 88, 45780, 57400, -6790
63314, 553, 808, 62, 40530, 57610, 25060
63334, 612, 814, 20, 26530, 17570, 23870
63354, 598, 791, 33, -5110, -19950, 2940
63374, 598, 780, 29, -22470, -18830, 3080
63394, 613, 797, 13, -18760, -30100, 3990
63414, 604, 796, 25, -13860, -39550, -1050
63434, 590, 775, 41, -27930, -24430, 2800
63454, 607, 791, 25, -35980, -19460, 10010
63474, 633, 815, 4, -19460, -44520, 2590
63494, 622, 822, 19, -12040, -54460, -12110
63514, 602, 806, 35, -30660, -29050, -16380
63534, 606, 791, 25, -40110, -15120, -3290
63554, 617, 794, 8, -24920, -32970, 12390
63574, 596, 772, 22, -14210, -44170, 15330
63594, 588, 769, 31, -24640, -25900, 11200
63614, 598, 781, 20, -28000, -16450, 840
63634, 618, 804, 10, -16730, -27510, -7770
63654, 624, 815, 19, -12040, -29750, -7070
63674, 621, 821, 30, -18900, -13930, -1960
63694, 627, 823, 20, -18690, -5740, 910
63714, 615, 797, 14, -5390, -15330, 3080
63734, 595, 766, 22, 420, -15890, 12390
63754, 587, 760, 23, -3150, 4340, 7210
63774, 596, 775, 21, 3430, 3220, -700
63794, 607, 788, 21, 4130, 7840, 2940
63814, 617, 800, 25, 4200, 12950, 6440
63834, 636, 832, 18, 13510, 8190, -2310
63854, 647, 857, 13, 20230, 7840, -10780
63874, 642, 850, 18, 16380, 19880, -4690
63894, 624, 820, 22, 15190, 27720, 10360
63914, 608, 790, 20, 20650, 26460, 19600
63934, 595, 772, 20, 24080, 26460, 16660
63954, 582, 757, 25, 23800, 29540, 10850
63974, 579, 747, 24, 26110, 27580, 6720
63994, 586, 758, 20, 28560, 23520, 2310
64014, 599, 779, 23, 26320, 25480, -1960
64034, 616, 811, 25, 23940, 28350, -6440
64054, 630, 831, 23, 23940, 27860, -5810
64074, 636, 838, 22, 24360, 25900, 2380
64094, 644, 846, 23, 25970, 22400, 7560
64114, 643, 848, 19, 27930, 19320, 3710
64134, 624, 823, 21, 24920, 22540, 490
64154, 591, 779, 30, 17500, 29260, 7770
64174, 570, 744, 32, 15890, 26040, 17780
64194, 573, 737, 25, 20930, 12880, 18130
64214, 585, 753, 21, 22050, 4690, 8330
64234, 599, 776, 27, 14070, 7910, -3850
64254, 616, 812, 28, 5530, 11340, -13440
64274, 641, 850, 21, 5110, 5460, -20090
64294, 648, 865, 25, 4620, 1400, -16940
64314, 641, 856, 27, 560, 2450, -3360
64334, 626, 823, 23, 1890, -3570, 11270
64354, 611, 789, 16, 4480, -11200, 17920
64374, 590, 765, 27, -1820, -7770, 12530
64394, 581, 759, 33, -10150, -2660, -700
64414, 585, 767, 24, -9240, -10010, -11270
64434, 588, 767, 23, -7350, -19180, -9660
64454, 591, 772, 28, -12670, -19180, -210
64474, 611, 797, 25, -15470, -20930, 3080
64494, 635, 833, 17, -12530, -28280, -3010
64514, 645, 849, 21, -15330, -27370, -10360
64534, 637, 843, 28, -23870, -18480, -12530
64554, 630, 837, 25, -23450, -19600, -11270
64574, 621, 816, 17, -15050, -29610, -6020
64594, 600, 782, 21, -15610, -28070, 8680
64614, 589, 758, 26, -22540, -18900, 22050
64634, 596, 765, 19, -22050, -19320, 17290
64654, 605, 784, 20, -19040, -22050, -1190
64674, 603, 795, 27, -22610, -15750, -15260
64694, 604, 797, 27, -23660, -12390, -14840
64714, 614, 798, 17, -14420, -21560, -3850
64734, 618, 801, 11, -5460, -29120, 7350
64754, 614, 796, 20, -7840, -20580, 13090
64774, 617, 800, 23, -13440, -7490, 10360
64794, 618, 806, 19, -10010, -6370, -1330
64814, 611, 801, 20, -4060, -8610, -10080
64834, 600, 791, 23, -1540, -5670, -7910
64854, 596, 776, 20, 2450, -4340, 3150
64874, 595, 766, 14, 7980, -5670, 16870
64894, 596, 761, 20, 7700, -350, 24150
64914, 609, 785, 23, 3360, 10010, 16310
64934, 631, 828, 22, 6090, 11550, -5810
64954, 646, 860, 17, 14490, 6020, -23170
64974, 640, 854, 16, 19600, 4830, -20370
64994, 619, 814, 19, 20300, 9660, -280
65014, 596, 772, 21, 19950, 16170, 22400
65034, 577, 741, 23, 19810, 20580, 31850
65054, 571, 728, 24, 19460, 23100, 27020
65074, 584, 752, 25, 20650, 22050, 12110
65094, 615, 805, 19, 24290, 16520, -8400
65114, 644, 856, 15, 27370, 12180, -22470
65134, 654, 873, 22, 24710, 17010, -18830
65154, 642, 857, 27, 17710, 27790, 630
65174, 632, 827, 21, 17010, 30030, 19740
65194, 610, 793, 18, 25340, 20230, 23240
65214, 579, 752, 25, 29330, 15050, 15890
65234, 557, 722, 27, 24220, 19250, 9450
65254, 554, 710, 26, 19950, 20160, 7700
65274, 561, 722, 27, 17570, 17360, 9730
65294, 588, 761, 30, 12250, 17570, 10290
65314, 627, 822, 25, 9380, 14420, 1750
65334, 659, 874, 17, 13440, 3710, -14140
65354, 660, 884, 23, 15470, -2590, -25200
65374, 644, 861, 23, 8260, 3710, -21700
65394, 619, 820, 22, 3220, 8470, -5110
65414, 596, 774, 25, 3220, 7490, 18200
65434, 582, 746, 30, -280, 8750, 34720
65454, 591, 758, 27, -3710, 8050, 31010
65474, 613, 799, 19, -70, -1820, 6300
65494, 622, 825, 18, 3360, -11130, -24640
65514, 611, 820, 29, -2940, -7140, -35070
65534, 615, 813, 31, -13230, 2730, -15120
65554, 630, 820, 17, -11620, -2800, 11480
65574, 627, 814, 15, -4130, -15890, 16870
65594, 606, 794, 29, -15400, -3220, 420
65614, 598, 785, 27, -15610, -5460, -15960
65634, 596, 783, 19, -9170, -15190, -16940
65654, 589, 775, 25, -12810, -12320, -350
65674, 590, 772, 30, -16940, -9240, 17710
65694, 615, 790, 21, -10010, -19320, 19600
65714, 639, 824, 13, -5880, -24920, 1470
65734, 645, 849, 19, -13720, -14210, -23590
65754, 636, 854, 26, -18130, -5810, -33110
65774, 623, 833, 23, -11620, -11270, -16800
65794, 599, 788, 20, -5040, -17920, 15190
65814, 575, 735, 20, -5040, -15960, 39690
65834, 571, 719, 21, -7490, -11270, 37240
65854, 588, 745, 21, -8540, -9800, 8120
65874, 611, 793, 20, -8890, -9520, -27440
65894, 631, 840, 23, -9940, -6580, -45360
65914, 647, 875, 23, -8190, -5390, -35630
65934, 648, 868, 18, -1610, -9240, -3150
65954, 636, 829, 15, 5390, -12880, 30800
65974, 607, 774, 16, 4130, -6510, 41790
65994, 582, 740, 26, -1680, 4760, 24990
66014, 575, 745, 26, -420, 5810, -5740
66034, 585, 768, 22, 5740, -840, -24430
66054, 600, 792, 23, 8960, -4480, -18270
66074, 619, 810, 21, 9170, -3430, 1190
66094, 639, 833, 17, 9380, -980, 15330
66114, 654, 854, 18, 9870, 2100, 13230
66134, 648, 854, 23, 8470, 7630, 70
66154, 626, 833, 24, 8750, 10570, -10780
66174, 602, 795, 21, 13790, 7070, -8540
66194, 577, 753, 21, 17010, 5040, 9800
66214, 564, 723, 25, 14280, 8610, 31570
66234, 572, 723, 26, 11830, 10150, 37100
66254, 601, 766, 19, 13090, 6370, 16730
66274, 629, 827, 21, 11760, 6650, -17570
66294, 642, 862, 28, 6510, 13020, -38990
66314, 641, 865, 24, 7840, 11480, -32200
66334, 630, 833, 16, 15610, 2310, -490
66354, 602, 778, 20, 16450, 1960, 35280
66374, 575, 734, 25, 8680, 11900, 49070
66394, 567, 719, 29, 4130, 15820, 33110
66414, 575, 741, 24, 6510, 9100, -70
66434, 593, 778, 25, 8050, 2520, -27230
66454, 614, 814, 24, 6790, 490, -32060
66474, 632, 839, 21, 6230, -1050, -14840
66494, 647, 848, 19, 5110, -980, 11340
66514, 650, 849, 20, 2240, 2240, 25340
66534, 646, 845, 22, 0, 5250, 15050
66554, 629, 833, 21, 1960, 3150, -9590
66574, 599, 795, 24, 3290, 1610, -19670
66594, 573, 752, 27, 700, 3920, -2520
66614, 562, 722, 25, -490, 3080, 22890
66634, 569, 720, 23, 280, -980, 35700
66654, 593, 758, 24, -770, -3010, 25270
66674, 629, 819, 26, -3850, -2870, -5320
66694, 665, 893, 18, -3990, -4970, -38920
66714, 679, 927, 18, -1120, -8470, -53200
66734, 651, 881, 21, -2380, -4760, -31220
66754, 607, 800, 27, -4970, 1260, 16660
66774, 575, 727, 23, -3360, 630, 55090
66794, 558, 696, 21, -210, -3920, 55230
66814, 551, 698, 25, -490, -5460, 21140
66834, 558, 724, 29, -5600, -1750, -17430
66854, 585, 771, 30, -9800, -420, -37030
66874, 623, 822, 22, -7840, -7070, -32480
66894, 649, 855, 17, -3710, -14070, -12040
66914, 655, 862, 25, -4410, -11830, 9310
66934, 660, 863, 21, -6790, -6300, 16240
66954, 647, 848, 15, -3570, -8050, 4060
66974, 619, 816, 22, -630, -8820, -11410
66994, 592, 784, 29, -4900, -140, -11830
67014, 582, 760, 25, -6300, 3850, 2660
67034, 584, 748, 17, 1190, -5040, 20510
67054, 589, 746, 20, 5530, -10500, 28770
67074, 595, 768, 26, -210, -3220, 18550
67094, 615, 807, 23, -4130, 2100, -7350
67114, 625, 831, 22, 280, -2590, -30100
67134, 616, 818, 25, 3080, -5250, -29190
67154, 603, 792, 27, 1470, -1680, -4830
67174, 602, 770, 21, 3850, -2450, 22470
67194, 605, 771, 17, 8750, -6930, 31850
67214, 610, 785, 23, 7000, -3500, 20720
67234, 620, 817, 24, 1820, 4270, -3850
67254, 626, 837, 20, 2800, 4480, -28070
67274, 621, 830, 22, 7140, 700, -29960
67294, 609, 799, 26, 8750, 630, -4620
67314, 605, 778, 21, 9240, 1680, 27440
67334, 606, 772, 18, 11410, 140, 38640
67354, 605, 782, 22, 11830, 840, 21280
67374, 612, 805, 28, 7420, 7280, -7840
67394, 620, 823, 26, 9660, 4480, -22750
67414, 627, 832, 18, 14630, -1470, -2030
67434, 618, 809, 21, 11970, 2870, 22260
67454, 605, 781, 24, 7420, 9030, 31710
67474, 597, 766, 23, 7700, 8120, 19950
67494, 593, 767, 21, 7770, 6720, -1540
67514, 596, 780, 27, 5670, 7840, -17010
67534, 607, 805, 27, 7070, 4340, -17150
67554, 626, 826, 15, 11830, -3150, -4130
67574, 625, 814, 16, 8190, 840, 14350
67594, 606, 791, 26, -630, 11340, 22540
67614, 595, 772, 27, -140, 9800, 12880
67634, 591, 768, 22, 5670, 700, -1680
67654, 591, 771, 22, 5880, -2100, -8120
67674, 597, 780, 23, 2240, 140, -4340
67694, 616, 803, 20, 2520, -1960, 770
67714, 629, 820, 17, 1960, -2240, 2590
67734, 626, 820, 26, -4550, 5670, 3220
67754, 620, 817, 27, -5670, 6790, -420
67774, 625, 820, 16, 3150, -4550, -6160
67794, 619, 810, 15, 6790, -8890, -3710
67814, 603, 785, 24, -1120, 1470, 7420
67834, 598, 780, 25, -5670, 7070, 14210
67854, 613, 790, 18, -910, 700, 9590
67874, 626, 815, 21, 840, -1750, -490
67894, 630, 831, 26, -2100, 2030, -9380
67914, 633, 837, 19, 700, -770, -12740
67934, 623, 819, 17, 4200, -3990, -4900
67954, 606, 796, 22, 840, 1330, 10150
67974, 598, 775, 23, -1680, 5390, 20580
67994, 596, 768, 22, 420, 3080, 19740
68014, 599, 775, 20, 2030, 140, 7630
68034, 605, 789, 22, 1470, 0, -7280
68054, 614, 809, 23, 1330, 210, -14350
68074, 624, 822, 18, 2380, -1190, -10710
68094, 625, 819, 20, 2730, -1400, 2100
68114, 616, 804, 23, 1190, 1680, 14770
68134, 606, 787, 23, 980, 2590, 15050
68154, 596, 774, 20, 3850, -980, 5320
68174, 584, 759, 20, 5320, -3010, -2730
68194, 578, 753, 23, 2660, -910, -4760
68214, 575, 749, 22, 490, 350, -980
68234, 589, 762, 25, -560, 560, 6790
68254, 618, 805, 22, -1190, -420, 7770
68274, 656, 860, 15, 2030, -5250, -4200
68294, 673, 894, 15, 4410, -6160, -18130
68314, 659, 884, 25, 560, 1540, -21700
68334, 634, 844, 22, 70, 4900, -10010
68354, 605, 788, 17, 7210, -840, 12950
68374, 572, 735, 22, 9310, -1400, 32340
68394, 555, 703, 28, 4410, 4410, 35420
68414, 561, 713, 25, 3500, 4060, 20580
68434, 587, 759, 18, 7140, -3360, -6160
68454, 614, 809, 20, 6650, -5810, -29120
68474, 635, 850, 26, 1820, -630, -32480
68494, 654, 871, 19, 1610, -70, -18970
68514, 658, 866, 13, 7140, -5880, 280
68534, 637, 831, 19, 7420, -3850, 17640
68554, 611, 792, 24, 1610, 5880, 22330
68574, 596, 775, 21, 1680, 6930, 10570
68594, 585, 763, 20, 6090, 1890, -2380
68614, 582, 761, 27, 5110, 2310, -4130
68634, 599, 782, 24, 2100, 4340, 2520
68654, 633, 823, 16, 5390, -1330, 6370
68674, 649, 852, 15, 9100, -6580, 840
68694, 639, 848, 25, 2940, 1890, -6510
68714, 622, 824, 26, -2940, 10430, -8960
68734, 598, 784, 21, 3640, 2660, -4130
68754, 574, 743, 20, 10850, -6650, 10710
68774, 565, 719, 28, 7980, -4270, 26600
68794, 582, 740, 21, 3010, -420, 28560
68814, 612, 790, 17, 3920, -4620, 10710
68834, 636, 838, 24, 2170, -4900, -15470
68854, 653, 881, 27, -3990, 1330, -32480
68874, 657, 883, 15, -1050, -2380, -32620
68894, 627, 827, 11, 7770, -12320, -11130
68914, 575, 741, 25, 4970, -7000, 24920
68934, 542, 682, 33, -7070, 8400, 50960
68954, 545, 683, 24, -9100, 8750, 44870
68974, 562, 715, 19, -1260, -4760, 11270
68994, 587, 762, 28, -1400, -8400, -21070
69014, 629, 836, 25, -9100, -1750, -34160
69034, 677, 901, 10, -7910, -5250, -32060
69054, 684, 913, 10, 490, -14560, -19110
69074, 656, 874, 27, -2660, -6300, 3080
69094, 632, 830, 25, -11270, 8960, 20720
69114, 621, 803, 11, -3640, 2730, 19810
69134, 601, 781, 16, 8470, -8960, 8260
69154, 587, 770, 28, 3850, -280, 1750
69174, 602, 787, 26, -5040, 12740, 4340
69194, 633, 821, 14, 630, 6160, 7280
69214, 646, 842, 16, 6370, 980, -1680
69234, 640, 850, 28, 2030, 9310, -6510
69254, 633, 841, 19, 9730, 1610, -8610
69274, 609, 798, 11, 13580, -1820, 2660
69294, 563, 729, 23, 3150, 12250, 23940
69314, 528, 678, 36, -3990, 19530, 34860
69334, 529, 666, 30, 2380, 7140, 27720
69354, 550, 690, 19, 8820, -6300, 8540
69374, 574, 731, 21, 2870, -3150, -13160
69394, 603, 788, 28, -6580, 6300, -28840
69414, 637, 851, 25, -5740, 4690, -31920
69434, 666, 892, 20, 630, -2450, -18900
69454, 675, 896, 23, 2520, -2380, 3500
69474, 670, 882, 22, 5110, -1680, 17360
69494, 661, 866, 12, 11760, -5810, 12320
69514, 637, 835, 18, 10780, -980, 2030
69534, 612, 805, 32, 3920, 10290, -1120
69554, 608, 799, 28, 7140, 7070, -1050
69574, 617, 805, 20, 17220, -5670, 2030
69594, 613, 798, 16, 17150, -5880, 8400
69614, 594, 770, 23, 8330, 4480, 10920
69634, 567, 735, 28, 3500, 8960, 7700
69654, 545, 706, 26, 3710, 5530, 4200
69674, 530, 683, 27, 2380, 2240, 5950
69694, 533, 679, 32, -280, 70, 12180
69714, 564, 717, 26, -560, -5040, 13790
69734, 613, 785, 21, -280, -10430, 2590
69754, 665, 875, 21, -2450, -9870, -17920
69774, 716, 965, 25, -4620, -5670, -36540
69794, 757, 1046, 16, 980, -9030, -42910
69814, 761, 1050, 7, 12740, -18340, -27510
69834, 702, 943, 6, 15260, -14490, 9240
69854, 619, 812, 22, 5950, 3150, 43190
69874, 552, 705, 30, -1610, 15120, 53760
69894, 528, 657, 22, 140, 10780, 41650
69914, 479, 596, 34, 1050, 3780, 22540
69934, 466, 574, 37, -7210, 5530, 11200
69954, 469, 582, 46, -15050, 4690, 4970
69974, 519, 648, 38, -14000, -7420, -1400
69994, 601, 763, 26, -8680, -23450, -13720
70014, 695, 919, 29, -11200, -24850, -29680
70034, 793, 1096, 33, -15050, -18480, -48790
70054, 863, 1235, 11, -4480, -25340, -68110
70074, 802, 1142, 3, 10430, -36540, -61810
70094, 649, 895, 20, 210, -15680, 3570
70114, 522, 675, 43, -18620, 13160, 81690
70134, 448, 549, 39, -21560, 15610, 109270
70154, 424, 493, 37, -12530, -980, 87990
70174, 424, 491, 43, -11410, -8470, 45500
70194, 462, 558, 50, -18550, -7630, -2940
70214, 547, 698, 43, -20720, -15610, -51310
70234, 684, 922, 23, -14420, -31360, -88060
70254, 812, 1155, 19, -8610, -39060, -101150
70274, 841, 1226, 30, -13160, -25480, -74900
70294, 749, 1055, 26, -13790, -15260, -10430
70314, 631, 825, 14, -2660, -21840, 59990
70334, 530, 655, 25, -1330, -15890, 93240
70354, 467, 573, 45, -16800, 9310, 77350
70374, 453, 561, 54, -24430, 20230, 37870
70394, 481, 602, 43, -14140, 3220, 4200
70414, 547, 687, 37, -1890, -20440, -16170
70434, 637, 829, 31, 560, -31500, -32480
70454, 751, 1029, 22, -490, -29820, -51940
70474, 815, 1164, 15, 3990, -25830, -68880
70494, 751, 1069, 30, 210, -11060, -52780
70514, 635, 863, 37, -10500, 8050, 10360
70534, 552, 699, 28, -2450, 4970, 69440
70554, 496, 609, 28, 10150, -3990, 81060
70574, 468, 573, 39, 7140, 3010, 59500
70594, 482, 589, 49, -2870, 15260, 35420
70614, 554, 694, 40, -5320, 14350, 8050
70634, 652, 866, 23, 3500, -1820, -37450
70654, 726, 1016, 28, 10990, -10570, -78680
70674, 739, 1054, 42, 8400, 350, -77350
70694, 692, 958, 27, 7350, 8540, -30450
70714, 623, 809, 16, 17430, -840, 34300
70734, 549, 684, 31, 18760, 3290, 78540
70754, 504, 631, 53, 3010, 28490, 74340
70774, 513, 655, 46, -3710, 38360, 30870
70794, 548, 705, 33, 13230, 14770, -15540
70814, 582, 759, 27, 26460, -6510, -35490
70834, 616, 821, 41, 17920, -980, -32830
70854, 661, 887, 36, 7070, 11620, -21980
70874, 694, 935, 26, 11550, 8890, -9240
70894, 684, 916, 34, 15890, 5320, 2170
70914, 655, 871, 37, 10080, 13790, 8260
70934, 616, 826, 33, 12110, 14910, 1330
