T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
143981, 600, 834, -48, 17500, 6090, 5530
144001, 575, 846, -15, 18480, 26810, 6790
144021, 638, 883, -61, 3570, 14840, 2310
144041, 582, 762, 5, -19810, -210, 3850
144061, 573, 772, 37, -37030, -20090, -3220
144081, 587, 844, -41, -48020, -66500, -23940
144101, 617, 873, -106, -57330, -90790, -36260
144121, 558, 782, -53, -49490, -60410, -23030
144141, 565, 824, 17, -34510, -18620, -5390
144161, 555, 830, 13, -26250, -22750, -4060
144181, 509, 785, 48, -19740, -34790, -7420
144201, 607, 889, -135, -11760, -52080, -4690
144221, 560, 793, -78, -13230, -52010, -5740
144241, 561, 813, -68, -23310, -40950, -7840
144261, 558, 837, -48, -23520, -37730, -5320
144281, 512, 914, -33, -23590, -30940, -9800
144301, 566, 852, -31, -35840, -50120, -13860
144321, 590, 833, -63, -49280, -59360, -10850
144341, 553, 804, -48, -45990, -43120, -5460
144361, 548, 822, -44, -36330, -17990, 3080
144381, 551, 849, 3, -36680, -15750, 5740
144401, 558, 867, 12, -33880, -4690, 9520
144421, 563, 849, -1, -35700, -7840, 8120
144441, 578, 855, 24, -39970, -7280, 9310
144461, 570, 823, 90, -37800, -2450, 7280
144481, 547, 803, 72, -38710, -4270, 9730
144501, 573, 800, 45, -37030, -13720, 6230
144521, 557, 785, 90, -31920, -15960, 7490
144541, 581, 849, 123, -18410, -5110, 10220
144561, 570, 861, 134, -14910, -2450, 4060
144581, 557, 857, 123, -15400, -1260, 1540
144601, 552, 812, 135, -11830, -4480, 1540
144621, 550, 813, 114, -4200, -6230, 1330
144641, 563, 823, 38, -3080, -11410, -2380
144661, 549, 828, 40, -980, -12180, -5320
144681, 523, 867, 102, 8330, -3640, -3500
144701, 507, 954, 103, 8260, -1190, -3220
144721, 541, 887, 56, -11550, -28770, -7350
144741, 577, 805, -22, -43190, -84420, -9380
144761, 599, 775, -76, -61180, -110110, -6510
144781, 549, 805, 7, -35980, -68880, 980
144801, 519, 756, 11, 1750, -17430, 17010
144821, 563, 761, -42, 10710, -11550, 18830
144841, 476, 574, -35, 24360, -4200, 5530
144861, 575, 818, -42, 47180, 60480, -7280
144881, 604, 915, 4, 108850, 127050, -43120
144901, 589, 940, 54, 154070, 184660, -44240
144921, 544, 845, 88, 162960, 208530, -22120
144941, 515, 884, 121, 151200, 181020, 13230
144961, 519, 909, 128, 122920, 125160, 21140
144981, 574, 948, 82, 70140, 49000, 35070
145001, 594, 944, 59, 11410, -18060, 39760
145021, 562, 884, 20, -32970, -52570, 31220
145041, 550, 861, -15, -44170, -69300, 27720
145061, 600, 976, 10, -37730, -48300, 5110
145081, 559, 841, 27, -38150, 13020, -36960
145101, 534, 775, 41, -44030, 54950, -2590
145121, 512, 745, 37, -44030, 70910, 19040
145141, 493, 695, 62, -28350, 51380, 12390
145161, 594, 866, 28, -28840, 33460, 14070
145181, 528, 782, 49, -12110, -5460, -2380
145201, 531, 780, 58, -23100, -27300, 7910
145221, 532, 785, 70, -17920, -58800, 22540
145241, 578, 844, 45, -2170, -102830, 38850
145261, 618, 865, 25, 13510, -139440, 35490
145281, 636, 879, 2, 16310, -145180, 28070
145301, 621, 869, 21, -9940, -104440, 23030
145321, 624, 870, 18, -39340, -45430, 12740
145341, 616, 857, 15, -25620, 8750, -4760
145361, 611, 879, 17, -21070, 41370, -6300
145381, 558, 738, 18, -21700, 67900, 6790
145401, 508, 746, 47, -34160, 85960, -3710
145421, 537, 761, 37, -46970, 86170, -28910
145441, 557, 833, 70, -49770, 56630, -20090
145461, 559, 834, 72, -48650, 14560, -19530
145481, 548, 790, 59, 2100, -73360, -20160
145501, 551, 757, 21, 27720, -123130, -19110
145521, 567, 779, 18, 27650, -128240, -20440
145541, 614, 876, 18, 28420, -117810, -20300
145561, 633, 926, 15, 21350, -88410, 770
145581, 663, 895, -18, 14350, -51590, 67270
145601, 584, 820, 67, -16030, 23170, 80430
145621, 570, 831, 76, -8610, 55580, 26110
145641, 591, 845, 28, 49490, 6510, -17780
145661, 606, 851, -10, 57400, 15400, -24710
145681, 496, 762, 90, 11970, 90160, -28140
145701, 606, 859, 15, -37170, 159110, -40810
145721, 517, 806, 100, 1750, 118300, -48090
145741, 567, 802, 49, 10430, 83440, -30870
145761, 559, 780, 47, 30940, 27510, -8190
145781, 568, 810, 43, 37170, -1610, -10990
145801, 579, 858, 56, 38710, -16940, -13090
145821, 599, 866, 35, 34090, -33390, -3990
145841, 601, 843, 27, 21770, -40530, 38010
145861, 588, 828, 41, -5110, -16100, 55090
145881, 593, 831, 45, -7350, -3010, 45290
145901, 625, 864, 19, 23520, -14840, 16030
145921, 638, 894, 11, 49770, -17500, -15120
145941, 619, 885, 25, 32200, 25900, -25970
145961, 572, 820, 40, 12320, 68180, -16800
145981, 545, 783, 42, 11130, 83790, -5530
146001, 520, 735, 45, 22750, 80500, 8260
146021, 519, 715, 37, 39830, 70350, 22890
146041, 544, 746, 32, 57680, 62580, 20370
146061, 575, 818, 38, 66360, 66640, 3080
146081, 602, 884, 46, 65170, 77420, -10780
146101, 633, 924, 28, 60970, 82950, -1400
146121, 592, 842, 40, 49350, 89810, 24080
146141, 595, 861, 36, 24710, 115920, 27020
146161, 567, 842, 49, 24920, 130900, 770
146181, 577, 807, 16, 70140, 107240, 13860
146201, 584, 800, 4, 102690, 97440, 49910
146221, 528, 738, 43, 88480, 132440, 52990
146241, 568, 798, 28, 76720, 161070, 15050
146261, 586, 891, 36, 100520, 151620, -34860
146281, 601, 880, 23, 145810, 115290, -31990
146301, 601, 857, 11, 148400, 119350, 16380
146321, 550, 803, 40, 94920, 174370, 31640
146341, 505, 748, 75, 59850, 211400, 18340
146361, 536, 779, 52, 84000, 184030, 5180
146381, 551, 798, 48, 128380, 126140, -4550
146401, 593, 844, 19, 142520, 96740, -2940
146421, 589, 853, 32, 127330, 99750, -4550
146441, 561, 834, 66, 85750, 137620, 1120
146461, 579, 847, 54, 68950, 143640, 8190
146481, 600, 858, 39, 85890, 107380, 10780
146501, 596, 879, 52, 84840, 88830, 3080
146521, 557, 839, 84, 57540, 97650, -5740
146541, 562, 826, 68, 47530, 85820, 4620
146561, 577, 813, 34, 72870, 28770, 19460
146581, 562, 777, 31, 79030, -4200, 29330
146601, 535, 760, 58, 40950, 19320, 25970
146621, 542, 791, 77, -910, 48860, 6860
146641, 582, 847, 55, -5600, 32200, -14210
146661, 598, 869, 44, 12250, -13230, -21770
146681, 567, 830, 59, 5250, -28980, -11410
146701, 543, 793, 67, -21630, -22680, 5950
146721, 547, 781, 51, -28210, -39410, 19390
146741, 562, 785, 32, -17990, -74060, 24220
146761, 568, 796, 38, -21630, -88620, 16870
146781, 567, 821, 53, -48440, -72170, -2800
146801, 575, 855, 61, -73570, -56560, -24640
146821, 604, 889, 48, -75040, -67620, -28630
146841, 621, 901, 36, -60690, -96390, -11970
146861, 625, 902, 32, -54670, -112420, 6160
146881, 600, 868, 40, -62230, -107590, 12670
146901, 576, 828, 38, -70980, -96110, 15540
146921, 572, 808, 33, -70910, -93730, 18970
146941, 566, 799, 33, -67830, -94430, 18620
146961, 562, 804, 44, -72660, -84980, 13580
146981, 579, 836, 45, -78890, -72800, 7140
147001, 608, 871, 36, -70910, -76300, 5110
147021, 628, 893, 25, -52850, -90860, 7980
147041, 612, 873, 29, -45360, -91070, 8820
147061, 579, 827, 40, -52150, -71750, 5810
147081, 547, 777, 41, -56280, -53480, 7280
147101, 532, 742, 31, -47180, -51240, 14840
147121, 532, 713, 18, -28140, -59220, 22820
147141, 523, 677, 11, -4200, -67270, 29330
147161, 547, 755, 26, -17920, 7910, -25480
147181, 574, 854, 47, -14140, 40250, -35700
147201, 612, 896, 41, 17570, 36400, 4480
147221, 645, 890, 9, 54320, 23100, 53410
147241, 636, 866, 0, 62790, 43820, 47950
147261, 576, 819, 28, 40250, 99890, 12110
147281, 534, 791, 57, 29750, 133560, 140
147301, 516, 732, 57, 53760, 116270, 18550
147321, 520, 660, 17, 87080, 86590, 12810
147341, 576, 806, 8, 86170, 101290, -75950
147361, 570, 894, 42, 92050, 121660, -132020
147381, 647, 1003, 3, 119070, 121380, -67690
147401, 600, 859, 24, 97650, 153370, 75670
147421, 566, 763, 55, 63000, 183400, 128450
147441, 582, 826, 26, 90860, 161700, 16170
147461, 624, 949, 0, 147140, 127960, -77350
147481, 587, 885, 11, 147000, 157710, -24150
147501, 534, 755, 30, 105700, 212800, 71820
147521, 526, 728, 41, 92470, 233520, 75600
147541, 568, 813, 15, 130970, 204050, 700
147561, 569, 882, 30, 138950, 207620, -52290
147581, 573, 878, 43, 116130, 232610, -26670
147601, 574, 830, 36, 122990, 214830, 37730
147621, 554, 772, 33, 137480, 191030, 58730
147641, 523, 772, 61, 130970, 188370, 14140
147661, 516, 799, 83, 120400, 176050, -30730
147681, 540, 812, 67, 125090, 130900, -22960
147701, 571, 813, 43, 133980, 75460, 19250
147721, 558, 797, 72, 110180, 60550, 34160
147741, 577, 871, 81, 68040, 65940, 1400
147761, 583, 903, 89, 55580, 31780, -19390
147781, 616, 889, 54, 60760, -24570, 18130
147801, 636, 875, 39, 56000, -65520, 41510
147821, 612, 929, 64, 13650, -63350, -20790
147841, 565, 925, 98, -31150, -65660, -72030
147861, 504, 785, 88, -49000, -101640, -7280
147881, 516, 725, 39, -38010, -178990, 78330
147901, 521, 703, 34, -48720, -224210, 84700
147921, 524, 789, 59, -103040, -209370, 7910
147941, 505, 850, 76, -155540, -195090, -83160
147961, 504, 852, 66, -165690, -235130, -73220
147981, 585, 882, -3, -144970, -310100, 19320
148001, 589, 867, 4, -145950, -344540, 78120
148021, 585, 898, 21, -201740, -296660, 56280
148041, 576, 904, 27, -220360, -284200, 16310
148061, 556, 848, 9, -207480, -298900, 14070
148081, 554, 852, 2, -208040, -306740, 14630
148101, 499, 772, 36, -226170, -289170, 14910
148121, 526, 793, 13, -217770, -285460, 32200
148141, 552, 843, 2, -175280, -316820, 26530
148161, 579, 848, -10, -158900, -320670, 24430
148181, 591, 845, -1, -164360, -293020, 48020
148201, 596, 852, 14, -173950, -247590, 52150
148221, 601, 896, 27, -169750, -216090, 17500
148241, 614, 922, 19, -140210, -212100, -12950
148261, 629, 893, -7, -92820, -226800, 5320
148281, 616, 852, -6, -62790, -219100, 41300
148301, 592, 817, 0, -65030, -168980, 50050
148321, 564, 788, 21, -69300, -112140, 44030
148341, 558, 765, 24, -60410, -72240, 43260
148361, 571, 768, 16, -34300, -56700, 42630
148381, 597, 823, 5, 2520, -49630, 24220
148401, 602, 852, 5, 33530, -31220, -5110
148421, 588, 829, 9, 44730, 7490, 980
148441, 575, 788, 8, 45080, 52780, 42490
148461, 568, 770, 9, 51870, 89040, 70000
148481, 569, 800, 16, 65730, 119630, 52920
148501, 576, 830, 21, 84980, 143220, 16800
148521, 601, 861, 8, 111230, 155190, 6300
148541, 619, 889, -4, 136150, 162680, 13230
148561, 604, 888, -1, 143080, 188090, 13860
148581, 564, 851, 19, 131880, 233310, 10710
148601, 528, 794, 40, 120120, 274120, 17570
148621, 528, 777, 31, 131320, 279510, 27160
148641, 537, 783, 7, 167370, 249900, 19040
148661, 530, 777, 8, 193620, 229880, 2450
148681, 525, 782, 26, 185500, 246890, -7280
148701, 537, 812, 39, 164150, 273840, -16590
148721, 574, 875, 34, 160090, 274820, -29260
148741, 602, 926, 34, 171360, 254170, -39340
148761, 601, 931, 47, 176330, 239050, -37520
148781, 589, 892, 45, 174090, 228270, -20230
148801, 569, 834, 36, 174370, 207550, 1400
148821, 531, 777, 49, 167580, 189420, 11200
148841, 503, 754, 69, 145740, 187040, 1260
148861, 506, 762, 73, 126560, 179200, -17920
148881, 538, 790, 63, 125580, 143850, -24360
148901, 572, 825, 53, 128940, 96950, -11060
148921, 600, 869, 56, 115360, 67970, 2310
148941, 618, 917, 65, 86800, 59990, -3990
148961, 622, 938, 71, 60060, 53270, -21000
148981, 608, 911, 70, 42420, 34160, -25130
149001, 572, 844, 66, 20790, -27020, 13860
149021, 552, 804, 60, 8610, -53970, 26180
149041, 546, 784, 54, -8400, -74200, 24920
149061, 543, 779, 54, -32760, -84910, 17360
149081, 552, 803, 58, -57540, -93660, 2240
149101, 571, 848, 61, -71750, -112420, -18690
149121, 592, 895, 56, -73850, -142240, -28630
149141, 601, 906, 45, -75110, -170450, -15260
149161, 586, 871, 39, -84350, -186200, 12460
149181, 567, 825, 32, -97300, -191100, 31780
149201, 547, 789, 34, -112560, -187390, 30520
149221, 535, 779, 39, -125930, -183540, 13580
149241, 536, 792, 37, -129430, -190260, -5670
149261, 550, 812, 31, -124670, -204190, -14140
149281, 565, 832, 27, -120540, -213360, -10710
149301, 571, 839, 25, -120120, -213010, -140
149321, 579, 843, 20, -120050, -206850, 13860
149341, 584, 842, 20, -119700, -196630, 24710
149361, 583, 833, 21, -120260, -182070, 25620
149381, 580, 830, 27, -117460, -167580, 16870
149401, 588, 846, 26, -105980, -159740, 4550
149421, 600, 865, 20, -88760, -156100, -1400
149441, 600, 862, 18, -74900, -146930, 9800
149461, 589, 830, 16, -67340, -127960, 33460
149481, 583, 806, 18, -61880, -104230, 48440
149501, 580, 801, 19, -53410, -81480, 42210
149521, 580, 813, 21, -40460, -62230, 23730
149541, 582, 818, 22, -25340, -45360, 13510
149561, 589, 825, 20, -8610, -31080, 17990
149581, 601, 839, 14, 8540, -16450, 26460
149601, 602, 842, 15, 20510, 5320, 34230
149621, 590, 826, 22, 24850, 35560, 42910
149641, 575, 801, 25, 30800, 62020, 47530
149661, 569, 794, 22, 46550, 75670, 39200
149681, 574, 804, 16, 65100, 85050, 22820
149701, 576, 819, 20, 75250, 102340, 15120
149721, 581, 830, 23, 78400, 124460, 20510
149741, 582, 834, 22, 82880, 141330, 28840
149761, 574, 825, 23, 89040, 153370, 31710
149781, 564, 812, 32, 93660, 164640, 28070
149801, 569, 821, 34, 101220, 169470, 18410
149821, 580, 843, 25, 114450, 164150, 5390
149841, 577, 838, 23, 120540, 163660, -1400
149861, 553, 810, 35, 110530, 178500, 3010
149881, 534, 780, 46, 97930, 192360, 10710
149901, 538, 783, 46, 100100, 184450, 11620
149921, 564, 812, 39, 112560, 160930, 3500
149941, 580, 842, 41, 117110, 144480, -8890
149961, 591, 869, 44, 108990, 141400, -20160
149981, 604, 890, 47, 98000, 139790, -26530
150001, 605, 893, 48, 90090, 132160, -25270
150021, 588, 869, 56, 82320, 122150, -16240
150041, 564, 828, 62, 74550, 109270, -4340
150061, 550, 794, 58, 72660, 85960, 3710
150081, 546, 775, 51, 72590, 58030, 4620
150101, 543, 773, 53, 63000, 40530, -3220
150121, 545, 789, 62, 44590, 33530, -18130
150141, 560, 824, 66, 27720, 23660, -29400
150161, 586, 861, 63, 19670, 1470, -28420
150181, 608, 886, 54, 17360, -28420, -19110
150201, 608, 882, 50, 11480, -51940, -10290
150221, 583, 848, 53, -3150, -62160, -6510
150241, 556, 806, 54, -21210, -67410, -5950
150261, 538, 776, 54, -34580, -77840, -5460
150281, 531, 768, 53, -43400, -92750, -5460
150301, 541, 786, 49, -50400, -108920, -8470
150321, 580, 882, -18, -49210, -118230, -11550
150341, 575, 861, 19, 194180, 140630, 20300
150361, 590, 949, 36, 252140, 341460, 10290
150381, 622, 963, 96, 218960, 367780, -35840
150401, 647, 997, 41, 237300, 281680, -65100
150421, 603, 920, 72, 191030, 182140, -49910
150441, 536, 833, 70, 99750, 207760, 49140
150461, 518, 747, 73, 61460, 177030, 95690
150481, 510, 721, 79, 38640, 146860, 119070
150501, 518, 741, 80, 34090, 95200, 77070
150521, 560, 839, 77, 23730, 49210, 910
150541, 607, 924, 62, 20370, -3290, -60340
150561, 641, 976, 37, 8400, -46200, -69300
150581, 607, 921, 54, -23730, -62370, -19670
150601, 533, 806, 87, -83020, -43190, 55440
150621, 523, 754, 66, -122640, -47530, 94990
150641, 520, 744, 48, -109270, -108710, 73150
150661, 542, 797, 35, -93590, -166460, 14070
150681, 539, 928, 50, -110880, -184940, -44450
150701, 487, 703, 70, -168350, -155750, -21490
150721, 592, 898, -15, -215600, -131110, 100800
150741, 561, 843, 22, -155960, -211260, 54250
150761, 541, 794, 39, -161700, -201180, 32480
150781, 589, 859, -23, -168140, -187110, 12670
150801, 596, 852, -1, -133490, -206570, -52010
150821, 560, 850, 55, -117880, -145950, -91770
150841, 543, 843, 59, -113330, -146930, -58310
150861, 572, 827, 21, -86940, -186060, 1680
150881, 593, 796, -4, -83300, -191240, 39830
150901, 591, 825, 19, -118370, -138390, 8190
150921, 575, 854, 53, -142520, -92890, -35630
150941, 577, 861, 54, -121730, -105210, -32970
150961, 603, 862, 15, -84000, -145040, -11830
150981, 600, 767, 81, -85120, -155610, 5670
151001, 583, 824, 18, -169120, -200620, 38850
151021, 576, 680, -247, -167720, -214690, -15610
151041, 545, 858, 10, -213780, -73010, -84980
151061, 586, 857, -68, -148330, -75950, -59570
151081, 591, 861, -33, -61250, -121730, -8750
151101, 613, 847, -19, 15890, -161560, 3010
151121, 659, 913, -27, 73360, -166390, 26180
151141, 640, 855, -36, 66640, -108360, 52850
151161, 554, 728, 11, -14630, 14770, 62860
151181, 519, 702, 34, -56420, 92190, 16660
151201, 497, 727, 70, -36470, 102970, -40180
151221, 524, 786, 62, 20440, 61740, -50820
151241, 578, 824, 28, 90160, -2870, -8120
151261, 658, 883, -25, 132580, -31360, 36400
151281, 664, 909, -27, 106260, 23100, 30170
151301, 596, 864, 30, 23100, 146370, -980
151321, 533, 812, 88, -12460, 210980, -21560
151341, 542, 813, 67, 44170, 162750, -24220
151361, 726, 500, 147, 133770, 61250, -11410
151381, 600, 833, 2, 59150, -77910, 27510
151401, 614, 827, 1, -22610, -116760, 53340
151421, 599, 821, 23, -63630, -54180, 30030
151441, 570, 817, 56, -99680, 2100, -16310
151461, 568, 839, 60, -75530, -2800, -46410
151481, 586, 863, 36, -12530, -53480, -52290
151501, 597, 849, 9, 29610, -86870, -19320
151521, 633, 651, -157, 32550, -71890, 36470
151541, 517, 767, 91, -12670, 14560, 51240
151561, 532, 776, 78, -67480, 87850, 70
151581, 584, 834, 47, -50470, 12110, -19600
151601, 612, 870, 20, 2170, -52850, -27090
151621, 657, 864, -19, -6860, -19250, -36470
151641, 618, 817, -4, 700, -8960, -21350
151661, 620, 863, 2, 20230, -12530, 8890
151681, 611, 822, 8, 32270, -4620, 39690
151701, 547, 759, 66, 28910, 31500, 54460
151721, 533, 753, 80, 24010, 50750, 22120
151741, 576, 798, 20, 20020, 6440, -6580
151761, 601, 810, 1, 28210, -34720, -3570
151781, 583, 797, 26, 9590, -5180, 5810
151801, 563, 821, 60, -18830, 50190, -7210
151821, 592, 881, 42, -420, 54950, -33460
151841, 577, 867, 81, 45710, 17780, -20580
151861, 586, 799, 23, 40460, -2660, 30660
151881, 575, 787, 29, -12320, -20720, 43120
151901, 581, 823, 29, -15540, -8890, 5460
151921, 573, 831, 40, -13160, 5040, -30380
151941, 567, 804, 41, -10780, 16030, -18130
151961, 576, 802, 30, 6650, 11480, 8680
151981, 591, 835, 21, 27790, 3290, 6090
152001, 594, 841, 23, 33950, 14140, -4340
152021, 574, 811, 38, 22470, 44170, 4550
152041, 570, 806, 43, 12180, 68250, 10780
152061, 585, 827, 31, 25830, 63840, -6160
152081, 588, 853, 34, 47740, 52500, -26810
152101, 580, 846, 39, 52990, 57610, -25830
152121, 578, 821, 33, 50260, 66990, 490
152141, 573, 800, 31, 52150, 68810, 25200
152161, 560, 792, 40, 48090, 77560, 21350
152181, 555, 805, 55, 40530, 90860, -3500
152201, 569, 825, 45, 46480, 86870, -21280
152221, 585, 836, 32, 63210, 65100, -17990
152241, 579, 827, 30, 68180, 54250, -2590
152261, 564, 811, 47, 53130, 68460, 12180
152281, 561, 812, 55, 34650, 86800, 16310
152301, 574, 824, 49, 32060, 83230, 9870
152321, 584, 838, 43, 41720, 63000, 3500
152341, 593, 857, 43, 47390, 47390, -2590
152361, 593, 862, 41, 43890, 42910, -8330
152381, 583, 842, 44, 35280, 44100, -3290
152401, 563, 809, 52, 22050, 48370, 14140
152421, 556, 795, 56, 9030, 50470, 27790
152441, 567, 813, 49, 9100, 38150, 21700
152461, 573, 825, 43, 19460, 14630, 3010
152481, 567, 815, 41, 20930, 70, -7140
152501, 553, 792, 46, 8120, 1190, -700
152521, 548, 784, 52, -7140, 6230, 11060
152541, 560, 802, 53, -15120, 3780, 16240
152561, 584, 836, 51, -15120, -7560, 13720
152581, 606, 869, 42, -9800, -24710, 5600
152601, 608, 876, 38, -6370, -37800, -4690
152621, 589, 854, 44, -13090, -36960, -9870
152641, 568, 821, 48, -25480, -28210, 9100
152661, 565, 804, 49, -26600, -38010, 19880
152681, 577, 817, 38, -17360, -52920, 13930
152701, 588, 834, 32, -15330, -56210, -1680
152721, 577, 825, 40, -27160, -42770, -5740
152741, 567, 816, 49, -36890, -32690, 1260
152761, 580, 828, 40, -29540, -41020, 4270
152781, 588, 838, 36, -19810, -49490, 4060
152801, 585, 840, 39, -19180, -46480, 4130
152821, 582, 831, 38, -18550, -43190, 4060
152841, 583, 824, 32, -15190, -41790, 2730
152861, 577, 817, 35, -19320, -30590, 70
152881, 566, 808, 46, -24780, -17570, -840
152901, 574, 817, 41, -14980, -21980, -2100
152921, 585, 827, 32, 770, -33600, -2170
152941, 586, 825, 31, 2870, -28700, 2660
152961, 578, 818, 37, -4270, -11410, 4970
152981, 572, 813, 39, -5250, -910, -70
153001, 573, 813, 37, 1050, 420, -5250
153021, 563, 798, 41, 6090, 2310, -1610
153041, 559, 791, 39, 10990, 3990, 3780
153061, 567, 798, 36, 18270, 2870, 4270
153081, 574, 806, 32, 19110, 8680, 5600
153101, 578, 814, 41, 12950, 21910, 5250
153121, 583, 830, 44, 11270, 30170, -2590
153141, 595, 857, 40, 19880, 26600, -13440
153161, 603, 869, 37, 28770, 21840, -14630
153181, 594, 852, 41, 29610, 24920, -1470
153201, 587, 833, 39, 26670, 31500, 12040
153221, 584, 829, 39, 25340, 36050, 11270
153241, 585, 839, 41, 24780, 39480, -350
153261, 583, 841, 46, 24570, 41160, -9030
153281, 583, 837, 44, 27230, 37170, -8750
153301, 580, 830, 37, 32760, 28490, -4620
153321, 573, 818, 38, 32060, 27230, 1470
153341, 560, 800, 47, 22820, 35000, 8330
153361, 556, 795, 47, 15540, 38850, 11340
153381, 565, 800, 45, 16590, 31990, 7490
153401, 579, 826, 44, 20230, 21910, -2800
153421, 584, 846, 44, 20090, 16380, -11340
153441, 588, 849, 44, 15960, 15190, -7980
153461, 585, 839, 43, 10640, 14350, 4480
153481, 579, 825, 44, 4340, 14700, 15190
153501, 574, 819, 46, -140, 14000, 14700
153521, 572, 820, 48, -630, 8960, 6020
153541, 574, 822, 45, 770, 700, -210
153561, 577, 822, 39, 420, -5880, -980
153581, 575, 822, 43, -3710, -7000, -420
153601, 573, 821, 46, -10990, -3500, 1960
153621, 573, 820, 46, -15610, -3150, 6020
153641, 574, 816, 44, -14770, -9380, 8820
153661, 578, 821, 40, -12040, -16870, 5810
153681, 584, 834, 40, -12180, -19460, -2520
153701, 592, 853, 41, -13930, -19250, -10570
153721, 600, 864, 38, -14490, -19740, -11550
153741, 596, 857, 42, -17500, -17080, -1470
153761, 588, 841, 44, -20650, -13790, 10640
153781, 583, 826, 40, -15890, -18270, 11340
153801, 564, 799, 37, -8610, -24710, 4480
153821, 542, 766, 36, -9450, -22120, 1400
153841, 527, 741, 40, -15820, -14210, 4550
153861, 526, 737, 41, -18270, -10990, 7070
153881, 534, 752, 42, -15610, -13370, 4970
153901, 554, 781, 44, -12600, -15960, 630
153921, 584, 826, 38, -8120, -19740, -6510
153941, 605, 864, 31, -420, -25760, -17220
153961, 600, 863, 33, 1750, -23800, -21490
153981, 576, 829, 40, -6440, -9520, -10360
154001, 563, 798, 41, -11830, 1190, 7560
154021, 564, 791, 37, -4340, -2590, 15330
154041, 572, 803, 34, 7140, -10360, 8190
154061, 576, 816, 38, 11410, -9380, -4200
154081, 591, 840, 37, 10220, -2450, -11900
154101, 610, 875, 34, 11130, 1540, -15960
154121, 618, 898, 38, 13090, 5110, -15120
154141, 621, 899, 43, 13090, 11900, -5600
154161, 612, 880, 41, 16030, 14700, 8960
154181, 607, 859, 31, 24990, 9520, 17780
154201, 597, 850, 33, 32060, 6930, 13090
154221, 589, 847, 40, 29050, 16660, 1680
154241, 580, 839, 42, 23450, 28280, -4270
154261, 561, 801, 40, 24080, 30240, 4620
154281, 538, 757, 40, 27160, 27020, 23380
154301, 522, 724, 43, 27510, 26110, 35350
154321, 523, 727, 42, 26880, 26250, 31080
154341, 539, 758, 37, 28420, 23380, 13370
154361, 552, 785, 40, 27300, 22680, -4480
154381, 560, 805, 49, 19040, 29260, -9100
