T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],LabelX,LabelY,LabelZ
144001,575,846,-15,18480,26810,6790,0,0,1
144021,638,883,-61,3570,14840,2310,0,0,1
144041,582,762,5,-19810,-210,3850,0,0,1
144061,573,772,37,-37030,-20090,-3220,0,0,1
144081,587,844,-41,-48020,-66500,-23940,0,0,1
144101,617,873,-106,-57330,-90790,-36260,0,0,1
144121,558,782,-53,-49490,-60410,-23030,0,0,1
144141,565,824,17,-34510,-18620,-5390,0,0,1
144161,555,830,13,-26250,-22750,-4060,0,0,1
144181,509,785,48,-19740,-34790,-7420,0,0,1
144201,607,889,-135,-11760,-52080,-4690,0,0,1
144221,560,793,-78,-13230,-52010,-5740,0,0,1
144241,561,813,-68,-23310,-40950,-7840,0,0,1
144261,558,837,-48,-23520,-37730,-5320,0,0,1
174881,832,1284,32,143920,148470,-150360,1,1,1
174901,857,1244,-29,169400,103250,-177800,1,1,1
174921,703,1093,71,175910,75880,-198380,1,1,1
174941,668,1001,40,190400,71400,-225470,1,1,1
174961,83,256,7,277620,-7630,-304850,1,1,1
174981,1546,1997,-1021,642110,-354830,-860370,1,1,1
175001,1559,1997,-188,583310,-266630,-1277570,1,1,1
175021,-231,-1025,535,583730,199290,-638400,1,1,1
175041,1339,1997,-690,863240,447440,-650300,1,1,1
175061,139,958,-728,695310,1002680,-476770,1,1,1
175081,-1658,388,-119,669060,1527750,-239120,1,1,1
175101,-138,1486,-599,809760,1612660,-771190,1,1,1
175121,846,1997,-298,909860,1072680,-1356600,1,1,1
175141,755,1991,-391,892080,899500,-1074780,1,1,1
175161,706,1997,-92,705180,873460,-709870,1,1,1
175181,889,1924,1679,890750,488110,-503230,1,1,1
175201,560,167,561,582190,357490,116760,1,1,1
175221,596,477,-424,-523180,-32760,338380,1,1,1
175241,383,676,-142,-834260,-286650,313530,1,1,1
175261,641,1154,-201,-744170,-315140,444710,1,1,1
175281,215,1449,-594,-613760,-194250,206290,1,1,1
175301,-1403,1719,404,-591500,-421400,232050,1,1,1
206597,297,774,-44,-515970,-351260,211050,1,1,1
206617,747,1215,-265,-268450,-632170,280490,1,1,1
206637,420,747,-98,-168140,-633500,290850,1,1,1
206657,383,391,-136,-137480,-493080,265580,1,1,1
206677,584,627,-193,28560,-434630,196420,1,1,1
206697,673,885,-157,155890,-280350,15890,1,1,1
206717,556,653,-150,218190,-52850,-65450,1,1,1
206737,515,731,-120,276570,163800,-91910,1,1,1
206757,524,884,-83,339150,336980,-171360,1,1,1
206777,477,858,-19,369110,462770,-206640,1,1,1
206797,488,911,38,371210,517510,-230020,1,1,1
206817,500,914,107,351890,495950,-266490,1,1,1
206837,640,1341,332,299600,418740,-271180,1,1,1
206857,675,1139,529,177170,186130,-356440,1,1,1
206877,737,1010,7,-53620,-165410,-182490,1,1,1
206897,571,958,13,-286580,-346010,22820,1,1,1
206917,471,886,2,-413070,-284340,59220,1,1,1
206937,621,1011,-99,-378840,-344820,119140,1,1,1
206957,514,873,-68,-306530,-390600,183050,1,1,1
206977,537,725,-103,-256060,-358120,206010,1,1,1
206997,570,780,-91,-156520,-331240,214830,1,1,1
207017,569,701,-107,-65520,-254380,140140,1,1,1
207037,542,687,-87,17850,-153440,80710,1,1,1
221457,869,535,55,-44660,25690,75670,1,1,1
221477,852,484,72,-48790,51590,76230,1,1,1
221497,851,472,117,-46830,69230,82950,1,1,1
221517,863,449,152,-42770,74410,99750,1,1,1
221537,864,424,196,-43400,79940,120960,1,1,1
221557,899,368,216,-47880,82530,136920,1,1,1
221577,1191,478,395,-59570,85890,140350,1,1,1
221597,917,167,321,-54880,110670,144760,1,1,1
221617,904,102,406,-11620,137550,143850,1,1,1
221637,932,69,426,63630,134400,133070,1,1,1
221657,946,121,436,133000,112070,114310,1,1,1
221677,874,152,403,200900,84280,92540,1,1,1
221697,905,240,415,251370,66220,98980,1,1,1
221717,843,197,383,267400,65800,114940,1,1,1
221737,867,203,414,262920,79170,121940,1,1,1
221757,930,218,447,253050,99820,134120,1,1,1
221777,911,184,435,252630,108150,151970,1,1,1
221797,948,213,468,259280,123690,166390,1,1,1
221817,862,153,459,263970,151480,177450,1,1,1
221837,867,230,555,263620,189420,187180,1,1,1
221857,697,159,647,254170,235760,193620,1,1,1
221877,683,154,741,212380,256900,206570,1,1,1
221897,589,111,814,163380,239750,189070,1,1,1
221917,558,91,821,115430,227920,151690,1,1,1
221937,489,137,905,74830,193830,135730,1,1,1
221957,494,8,810,58590,177170,121030,1,1,1
221977,449,29,948,24500,156800,90510,1,1,1
221997,367,37,978,16730,179550,70350,1,1,1
222017,316,35,1003,14490,158060,58800,1,1,1
222037,279,46,1031,8190,131670,42490,1,1,1
222057,270,60,1048,2380,101500,23800,1,1,1
222077,279,52,1030,-1890,67970,6020,1,1,1
222097,289,65,997,-490,31150,1120,1,1,1
222117,322,60,968,2100,-560,2030,1,1,1
222137,351,64,940,3290,-16590,3010,1,1,1
222157,346,53,945,3780,-15750,2870,1,1,1
222177,347,60,933,3010,-3080,2800,1,1,1
222197,317,69,937,1470,14280,1470,1,1,1
222217,301,44,963,-700,36680,490,1,1,1
222237,256,58,985,-2590,61320,1120,1,1,1
222257,206,76,1039,-3640,76720,70,1,1,1
222277,162,101,1076,-3780,82250,-1540,1,1,1
222297,189,75,1051,1120,68950,4760,1,1,1
222317,197,69,979,7000,27230,28910,1,1,1
222337,211,31,971,13020,-7350,52570,1,1,1
222357,200,27,998,14420,-4340,57890,1,1,1
222377,202,24,997,12040,19810,49630,1,1,1
222397,101,49,1054,7000,31920,28630,1,1,1
222417,177,56,1011,8610,32480,10360,1,1,1
222437,205,38,990,4340,5740,1960,1,1,1
222457,188,49,1004,-210,-6090,2310,1,1,1
222477,165,66,1018,2590,5670,-420,1,1,1
222497,172,59,1017,2870,10990,-1470,1,1,1
222517,175,55,1009,2310,2590,910,1,1,1
222537,170,58,1003,2380,1470,1330,1,1,1
222557,167,69,1006,2800,3850,770,1,1,1
222577,166,71,1003,3010,6580,2240,1,1,1
222597,160,46,1023,2660,6720,4410,1,1,1
222617,176,67,999,2520,4970,2520,1,1,1
222637,173,54,998,2660,5740,2100,1,1,1
222657,155,52,1021,3850,11480,2170,1,1,1
222677,149,60,1012,4620,12670,420,1,1,1
222697,145,57,1001,4900,13300,980,1,1,1
222717,134,54,1019,4480,13790,140,1,1,1
222737,143,71,1007,5950,15540,-210,1,1,1
222757,151,59,995,4480,15190,-1820,1,1,1
222777,139,43,1006,8120,26600,-210,1,1,1
222797,127,39,996,16030,43610,-1820,1,1,1
222817,116,69,963,25900,68110,-7140,1,1,1
222837,64,94,999,38990,103950,-10640,1,1,1
222857,104,100,831,34020,103390,-13020,1,1,1
222877,-231,134,1357,-12880,5250,-5180,1,1,1
222897,9,92,1012,-4340,2940,2240,1,1,1
222917,8,100,1009,-560,-350,1190,1,1,1
222937,-10,83,1036,-3010,-490,-2660,1,1,1
222957,8,91,1026,-2940,-490,-3010,1,1,1
222977,38,76,1011,840,-70,910,1,1,1
222997,84,68,1013,-5110,-770,-3500,1,1,1
223017,35,140,929,-22890,-2730,-30170,1,1,1
223037,-85,60,989,-10290,-2240,-30520,1,1,1
223057,14,7,1027,1400,-140,-5740,1,1,1
223077,-59,70,1028,2590,-420,3990,1,1,1
223097,30,65,991,2310,140,2730,1,1,1
223117,111,85,1003,2450,-210,-2730,1,1,1
223137,-9,79,1025,2520,560,490,1,1,1
223157,-3,82,1023,2380,140,1820,1,1,1
223177,4,77,1022,2380,-210,1680,1,1,1
223197,54,71,1011,2100,-140,1330,1,1,1
223217,-156,58,1039,910,-1050,-3780,1,1,1
223237,358,109,975,910,-2520,-28630,1,1,1
223257,-45,69,1022,2030,-2310,-33250,1,1,1
223277,94,106,1015,1330,3080,31780,1,1,1
223297,7,101,1030,840,4270,46900,1,1,1
223317,40,106,1038,1190,3990,52220,1,1,1
223337,-24,23,992,1400,4970,56560,1,1,1
223357,-14,-5,1080,1400,4480,60130,1,1,1
223377,-70,22,1033,840,4130,53130,1,1,1
223397,13,28,1024,700,4060,50190,1,1,1
223417,-56,109,1012,630,3150,38640,1,1,1
223437,14,50,1021,1820,3570,43750,1,1,1
223457,-10,56,1031,2030,2660,32690,1,1,1
223477,21,66,1026,1680,1820,23520,1,1,1
223497,11,69,1023,700,1330,17850,1,1,1
223517,1,69,1023,210,630,8120,1,1,1
223537,20,65,1026,700,350,4270,1,1,1
223557,22,59,1027,420,350,5950,1,1,1
223577,14,60,1027,630,490,6160,1,1,1
223597,4,60,1026,560,700,9100,1,1,1
223617,9,60,1026,1050,420,5880,1,1,1
223637,25,48,1027,1680,280,3500,1,1,1
223657,-29,61,1027,1540,2030,27510,1,1,1
223677,-16,49,1028,2310,2870,39410,1,1,1
223697,-38,46,1028,2170,2170,30940,1,1,1
223717,2,64,1024,1960,1260,18270,1,1,1
223737,4,64,1024,1960,420,5670,1,1,1
223757,1,64,1025,2170,70,1190,1,1,1
223777,3,65,1025,2170,0,1260,1,1,1
223797,4,62,1027,2240,-70,1750,1,1,1
223817,5,61,1024,2170,-70,1960,1,1,1
223837,7,59,1024,2240,0,1960,1,1,1
223857,6,59,1024,2240,-140,1960,1,1,1
223877,4,60,1023,2240,-140,1960,1,1,1
223897,1,64,1025,2310,-70,1890,1,1,1
223917,3,62,1024,2380,70,1820,1,1,1
223937,7,61,1026,2450,140,1820,1,1,1
223957,8,61,1026,2450,-70,1960,1,1,1
223977,184,213,819,2450,-140,2030,1,1,1
223997,4,55,1032,-11270,490,10150,1,1,1
224017,6,55,1026,-1820,770,12180,1,1,1
224037,8,55,1021,2940,280,1820,1,1,1
224057,6,52,1005,3640,-70,2030,1,1,1
224077,7,53,1010,2870,-70,2030,1,1,1
224097,7,57,1018,2730,70,1960,1,1,1
224117,6,58,1029,2800,0,2030,1,1,1
224137,63,-430,-124,2730,0,1960,1,1,1
