T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],LabelX,LabelY
5593,-2,86,1026,2590,-140,4340,1,1
5613,-1,67,1028,2590,-70,1120,1,1
5633,1,70,1026,2590,0,2170,1,1
5653,2,68,1029,2590,-210,140,1,1
5673,4,69,1027,2590,-140,700,1,1
5693,2,68,1026,2660,140,1820,1,1
5713,33,31,1029,2730,560,1540,1,1
5733,-15,85,1028,2590,0,-770,1,1
5753,-15,83,1027,2520,-140,-490,1,1
5773,0,72,1027,2520,-210,-70,1,1
5793,-4,69,1029,2520,-350,1190,1,1
5813,0,71,1029,2590,-280,1750,1,1
5833,-21,78,1028,2660,-420,-1190,1,1
5853,-27,71,1029,2520,-490,-6510,1,1
5873,12,62,1027,2590,-70,-980,1,1
5893,3,69,1028,2590,-280,2030,1,1
5913,-1,59,1027,2590,-350,2100,1,1
5933,-7,73,1033,2730,140,840,1,1
5953,5,71,1027,2660,-140,-3780,1,1
5973,11,49,1025,2800,-140,-2590,1,1
5993,-4,72,1025,3080,420,2660,1,1
6013,19,58,1022,3430,910,6300,1,1
6033,7,97,1000,3570,2450,11620,1,1
6053,-16,85,1023,4270,4900,12250,1,1
6073,-18,57,1027,3360,3290,6440,1,1
6093,-2,67,1031,2450,630,1960,1,1
6113,-16,62,1029,2590,-560,3500,1,1
6133,31,111,1022,2590,-2310,4060,1,1
6153,-28,73,1030,2520,-3500,3780,1,1
6173,10,78,1029,2590,-3080,1120,1,1
6193,5,72,1029,2520,-1190,420,1,1
6213,0,66,1029,2520,-630,1400,1,1
6233,6,61,1027,2590,-280,1890,1,1
6253,-1,64,1030,2450,-490,1960,1,1
6273,-3,78,1026,2450,-420,2870,1,1
6293,-3,78,1029,2660,-70,6720,1,1
6313,3,77,1026,2800,280,5950,1,1
6333,-20,87,1026,2870,420,6300,1,1
6353,-3,66,1029,3080,700,6650,1,1
6373,18,78,1026,3080,630,5460,1,1
6393,-18,64,1030,2940,4340,4270,1,1
6413,-44,49,1039,2730,12180,4900,1,1
6433,-25,88,1029,2310,15820,4060,1,1
6453,33,113,1036,2660,17220,3430,1,1
6473,8,74,1051,4130,18550,910,1,1
6493,-58,92,1137,8960,28350,-6650,1,1
6513,-70,91,1061,12040,6510,-140,1,1
6533,-27,123,1110,25410,-14350,12320,1,1
6553,-40,58,1108,32270,-21980,17640,1,1
6573,-68,35,868,43330,-30030,21980,1,1
6593,79,160,1153,45220,-31850,21210,1,1
6613,19,150,1071,23940,-5670,14140,1,1
6633,26,82,1049,49210,-9800,11900,1,1
6653,9,199,1094,37100,-16940,23310,1,1
6673,58,162,979,39830,-11760,24570,1,1
6693,123,180,990,39410,-23730,32760,1,1
6713,63,199,1044,42490,-12880,25410,1,1
6733,49,180,1007,48790,1820,14140,1,1
6753,62,233,1038,50330,-5110,17080,1,1
6773,-2,238,980,53200,-5880,18340,1,1
6793,96,297,929,62090,-3500,17430,1,1
6813,95,292,860,73010,-10990,29820,1,1
6833,79,310,784,79240,-19040,45990,1,1
6853,77,327,818,97790,-15750,34090,1,1
6873,53,406,815,134330,-3430,980,1,1
6893,49,480,870,164430,17080,-19110,1,1
6913,53,580,979,157290,42000,-31570,1,1
6933,22,584,952,165620,54600,-27790,1,1
6953,12,693,796,214830,45780,-17220,1,1
6973,-95,669,708,273560,26740,-560,1,1
6993,-66,859,494,310100,23170,8470,1,1
7013,34,823,666,243950,9940,11620,1,1
7033,-26,820,610,76160,280,3990,1,1
7053,64,898,717,-8260,-14560,-10780,1,1
7073,-41,798,661,8960,-29750,-5320,1,1
7093,-97,729,370,31010,-30450,10850,1,1
7113,96,788,509,32830,-8890,21070,1,1
7133,62,817,564,-9940,28210,20440,1,1
7153,-7,850,603,-22820,50470,-5600,1,1
7173,-50,880,692,-26950,44800,-12810,1,1
7193,-93,826,690,-18130,28630,-9030,1,1
7213,-72,858,610,15680,14140,-2660,1,1
7233,-14,729,582,45290,-5040,20230,1,1
7253,66,783,513,65380,-14700,29050,1,1
7273,72,992,431,124670,-22610,24710,1,1
7293,16,961,456,173320,-19390,8400,1,1
7313,-52,804,428,88900,-5320,-3080,1,1
7333,-86,773,421,-21280,6090,-1330,1,1
7353,-6,905,550,-21980,17150,-14000,1,1
7373,104,968,466,-31920,23870,-19600,1,1
7393,-4,846,534,-8190,6370,140,1,1
7413,-77,1036,610,-27650,-4550,-28140,1,1
7433,-104,839,623,35280,-27790,17080,1,1
7453,44,664,686,156660,-51730,63140,1,1
7473,142,968,152,427140,-59010,62020,1,1
7493,150,1310,-280,487550,-54110,66500,1,1
7513,85,1091,124,190190,-15680,70560,1,1
7533,186,906,144,-48300,1610,70910,1,1
7553,221,870,59,21840,-3080,80780,1,1
7573,134,896,116,2170,3360,43120,1,1
7593,167,919,113,2310,630,28140,1,1
7613,198,970,113,-3850,-2030,24290,1,1
7633,177,1030,122,-3430,-1400,5740,1,1
7653,163,975,114,-70,4130,6510,1,1
7673,203,886,97,4200,9170,21280,1,1
7693,229,897,81,1190,11200,22470,1,1
7713,194,973,103,-1610,7350,8120,1,1
7733,220,1052,128,-7700,1190,-2170,1,1
7753,224,1048,117,-2660,-6160,3710,1,1
7773,146,999,150,-1750,-2240,12530,1,1
7793,162,925,135,-560,8400,18410,1,1
7813,234,939,107,1610,9310,29680,1,1
7833,312,958,89,2170,6160,32760,1,1
7853,341,1002,92,980,1890,23240,1,1
7873,228,1015,150,-1750,-3780,11690,1,1
7893,128,928,177,-4200,420,2870,1,1
7913,198,978,127,-6930,3360,1470,1,1
7933,256,934,113,-5600,9660,17780,1,1
7953,238,931,112,-2590,10920,20160,1,1
7973,303,912,156,1750,-8610,-3500,1,1
7993,172,911,163,-4550,-12950,-17080,1,1
8013,261,860,129,-20510,-23380,-42210,1,1
8033,253,1094,106,-23870,-32760,-84490,1,1
8053,105,1183,168,-31150,-11550,-98210,1,1
8073,230,1005,161,-14210,9870,-12180,1,1
8093,171,979,171,70,14700,30030,1,1
8113,183,1017,158,-280,10430,-3220,1,1
8133,193,969,148,3780,7560,-350,1,1
8153,143,1021,166,5810,3850,-6300,1,1
8173,150,891,153,5110,-1470,-23450,1,1
8193,144,965,173,-3360,-3010,-22190,1,1
8213,113,968,205,-9940,-3220,-27580,1,1
8233,189,1138,135,-8400,-4970,-22400,1,1
8253,66,1033,212,-770,-6440,-28350,1,1
8273,105,984,182,6790,-1890,-3010,1,1
8293,104,953,184,8890,70,11480,1,1
8313,127,962,130,6440,-2310,6090,1,1
8333,124,954,176,4830,-5250,-3430,1,1
8353,206,1106,87,1890,-11060,-4970,1,1
8373,98,1195,211,2310,-9660,-5880,1,1
8393,58,771,214,980,-6090,-700,1,1
8413,140,841,215,14140,-630,29120,1,1
8433,195,1287,87,4270,4620,22400,1,1
8453,65,641,174,4550,-3010,2800,1,1
8473,211,1053,127,2870,-3290,5040,1,1
8493,128,915,212,-280,-4550,-17640,1,1
8513,133,863,204,-2030,-2520,-8330,1,1
8533,165,1128,160,4270,-1610,-5600,1,1
8553,96,884,236,2170,490,-280,1,1
8573,194,954,111,6790,3010,23450,1,1
8593,169,955,157,10080,2870,26880,1,1
8613,115,1022,173,3990,1400,16100,1,1
8633,64,706,228,7280,-4200,140,1,1
8653,194,1063,142,3710,-4550,10990,1,1
8673,73,858,204,6930,-6580,-1330,1,1
8693,243,955,27,8190,-5180,13650,1,1
8713,176,916,148,14560,-280,21210,1,1
8733,205,1234,92,-1680,2730,-840,1,1
8753,141,790,215,-490,-2590,-8610,1,1
8773,158,1108,125,1750,-4200,-7980,1,1
8793,68,908,289,-2940,-3010,-6230,1,1
8813,103,920,160,0,-5600,-9450,1,1
8833,157,1117,94,2310,-2310,9030,1,1
8853,127,1102,138,9520,-3710,7840,1,1
8873,202,976,115,8050,-3360,13020,1,1
8893,142,896,169,11690,-2660,18550,1,1
8913,227,1005,124,10570,-1540,6720,1,1
8933,149,905,201,6160,1890,11130,1,1
8953,150,997,231,5880,-3080,-840,1,1
8973,158,1076,127,6230,-6510,-4130,1,1
8993,115,1013,132,14070,-7840,10290,1,1
9013,131,874,101,17430,-5600,17640,1,1
9033,233,998,113,14280,-560,20230,1,1
9053,189,953,156,15330,1400,15260,1,1
9073,180,982,97,5040,1330,10640,1,1
9093,180,949,114,9450,210,7560,1,1
9113,201,935,110,10780,5320,10010,1,1
9133,220,972,85,10010,10150,13580,1,1
9153,253,969,100,11130,14420,12040,1,1
9173,230,977,105,8400,15750,19040,1,1
9193,182,966,112,8330,12880,21560,1,1
9213,174,962,116,11060,7700,17220,1,1
9233,213,1001,118,9030,4970,16520,1,1
9253,251,980,98,10920,5530,8540,1,1
9273,285,975,83,10920,10430,8750,1,1
9293,228,984,105,7770,6440,-4900,1,1
9313,168,982,126,3150,3850,-12810,1,1
9333,195,976,107,3710,3290,-3290,1,1
9353,226,978,102,6160,1610,8190,1,1
9373,239,976,91,6020,4060,21700,1,1
9393,289,988,77,5180,6230,36960,1,1
9413,280,990,91,5250,8330,42420,1,1
9433,252,990,116,5250,16030,52010,1,1
9453,254,922,112,5530,19390,51310,1,1
9473,287,942,66,5320,17150,26250,1,1
9493,305,877,71,7280,9870,13090,1,1
9513,329,946,81,910,8260,23310,1,1
9533,297,963,105,-1890,5670,17640,1,1
9553,322,990,111,-2660,5600,12460,1,1
9573,318,984,103,350,6650,12250,1,1
9593,312,953,101,3780,4900,10220,1,1
9613,346,950,80,5320,5180,17500,1,1
9633,368,929,82,6020,8750,40250,1,1
9653,354,941,110,3920,11760,44380,1,1
9673,377,942,115,1820,16940,55020,1,1
9693,391,910,129,2520,18060,70490,1,1
9713,374,910,139,2870,13440,60760,1,1
9733,387,921,143,1680,7700,38220,1,1
9753,409,916,130,3990,2310,27510,1,1
9773,465,901,97,9870,-2030,24430,1,1
9793,441,869,99,11480,-280,31220,1,1
9813,441,839,106,9380,7280,48020,1,1
9833,473,847,121,5810,10990,47740,1,1
9853,494,884,137,770,11200,36820,1,1
9873,440,891,142,280,7840,27860,1,1
9893,432,852,133,3080,490,12810,1,1
9913,503,820,103,6370,-2170,17010,1,1
9933,478,863,119,5320,-2520,16450,1,1
9953,531,911,111,2590,-9380,-420,1,1
9973,506,897,118,3360,-11760,9380,1,1
9993,481,870,102,5880,-10290,14980,1,1
10013,516,858,80,7980,-14840,11760,1,1
10033,527,873,92,2030,-13580,10570,1,1
10053,501,871,102,-10430,-8820,7770,1,1
10073,539,859,111,-18270,-5530,3920,1,1
16393,486,706,91,180320,210140,-5110,0,1
16413,483,703,89,183050,172550,-20020,0,1
16433,521,757,78,190120,123200,-53130,0,1
16453,576,842,68,192220,73500,-82390,0,1
16473,605,899,74,168630,47740,-95690,0,1
16493,597,906,112,57470,62580,-57400,0,1
16513,582,889,129,32900,29960,-21560,0,1
16533,592,878,101,43540,-48370,210,0,1
16553,583,831,67,42770,-113470,-3220,0,1
16573,530,764,69,-6090,-119070,-18270,0,1
16593,475,706,91,-72030,-104790,-23030,0,1
16613,450,685,98,-114170,-121590,-10990,0,1
16633,477,717,77,-131320,-170730,6930,0,1
16653,527,775,58,-150990,-212380,12670,0,1
16673,564,848,60,-185990,-223720,-3290,0,1
16693,580,924,91,-216720,-229600,-25200,0,1
16713,632,1054,81,-209160,-278110,-33950,0,1
16733,734,1221,16,-179270,-351330,-12040,0,1
16753,726,1185,15,-196770,-360430,63000,0,1
16773,646,1042,56,-247380,-318150,139930,0,1
16793,607,960,63,-246260,-322420,139930,0,1
16813,635,1010,36,-195720,-375830,84630,0,1
16833,676,1078,28,-168840,-402570,44940,0,1
16853,689,1104,41,-173600,-390460,45710,0,1
16873,655,1064,51,-172200,-376950,56210,0,1
16893,607,948,46,-148330,-383810,78960,0,1
16913,593,873,30,-109130,-402080,88760,0,1
16933,618,899,16,-76650,-406000,47880,0,1
16953,651,980,32,-73080,-375760,-13300,0,1
16973,659,1013,54,-82250,-335020,-38150,0,1
16993,665,1000,49,-65660,-322280,-20440,0,1
17013,690,982,16,-15610,-339780,-1260,0,1
17033,698,981,5,20230,-333200,-17920,0,1
17053,676,968,23,12950,-275380,-59500,0,1
17073,637,921,44,-3430,-208110,-76720,0,1
17093,608,866,44,5390,-171570,-60830,0,1
17113,595,819,30,39900,-164220,-42000,0,1
17133,594,802,20,73080,-152670,-41160,0,1
17153,597,803,11,88270,-119210,-52290,0,1
17173,585,800,23,85540,-65030,-61950,0,1
17193,564,792,35,78610,-6720,-62930,0,1
17213,549,765,30,89880,29120,-43470,0,1
17233,530,721,23,111650,50400,-8610,0,1
17253,498,666,21,128030,77210,20300,0,1
17273,470,627,19,138250,112000,31780,0,1
17293,454,605,12,146440,146580,26390,1,1
17313,441,594,8,149450,182070,17010,1,1
17333,425,584,12,144620,222250,13510,1,1
17353,413,583,26,138180,260960,15890,1,1
17373,418,600,33,136780,289520,23310,1,1
17393,453,631,25,146020,298410,34020,1,1
17413,512,695,5,158830,297920,29750,1,1
17433,567,801,-5,157570,316680,-10220,1,1
17453,630,953,4,143850,356860,-77350,1,1
17473,688,1111,33,131810,400260,-133630,1,1
17493,745,1208,34,138460,417480,-146650,1,1
17513,760,1207,24,165480,399700,-123410,1,1
17533,714,1099,25,184800,381850,-98350,1,1
17553,652,1015,57,181720,385070,-101360,1,1
17573,651,1050,74,183540,381150,-151620,1,1
17593,736,1199,57,219940,333550,-213220,1,1
17613,837,1363,44,258090,274120,-240380,1,1
17633,912,1498,65,257320,252140,-225890,1,1
17653,909,1499,84,235970,251230,-200410,1,1
17673,818,1344,101,229250,229180,-181790,1,1
17693,738,1185,105,236740,180950,-159460,1,1
17713,716,1108,86,246890,116760,-131530,1,1
17733,727,1099,78,246890,54530,-110810,1,1
17753,733,1130,104,210630,28210,-106890,1,1
17773,743,1195,126,148960,26600,-126840,1,1
17793,720,1173,122,108920,-5040,-150080,1,1
17813,667,1055,104,95130,-75880,-133350,1,1
17833,600,920,87,73570,-147140,-82180,1,1
17853,540,805,84,24220,-186760,-35980,1,1
17873,484,720,84,-38710,-202790,-18060,1,1
17893,444,683,85,-99190,-216160,-31570,1,1
17913,408,666,89,-154070,-236530,-62510,1,1
17933,373,646,87,-202580,-267610,-86660,1,1
17953,352,637,70,-239820,-314230,-89040,1,1
17973,351,650,47,-262500,-376390,-75110,1,1
17993,359,671,26,-279440,-437080,-54460,1,1
18013,354,671,19,-302960,-476560,-28560,1,1
18033,341,655,21,-333270,-493080,5810,1,1
18053,351,656,17,-355670,-505120,38010,1,1
18073,399,714,9,-353710,-533400,44100,1,1
18093,481,855,8,-333480,-568260,9590,1,1
18113,573,1037,9,-310590,-592830,-55090,1,1
18133,666,1239,0,-286020,-612430,-122220,1,1
18153,732,1345,-30,-252210,-639660,-168980,1,1
18173,759,1276,-61,-213290,-669480,-173180,1,1
18193,769,1189,-62,-192150,-666610,-127890,1,1
18213,757,1157,-25,-210840,-599340,-104510,1,1
18233,741,1192,19,-255850,-490210,-154350,1,1
18253,797,1274,-3,-276010,-406070,-234780,1,1
18273,887,1398,-23,-238210,-388780,-283570,1,1
18293,964,1544,-5,-202230,-369670,-300020,1,1
18313,1037,1637,-19,-189980,-248010,-257600,1,1
18333,1055,1553,-64,-172480,-189700,-175630,1,1
18353,898,1261,-14,-183400,-83510,-131460,1,1
18373,786,1116,11,-174650,6510,-175560,1,1
18393,781,1138,1,-117250,37450,-233310,1,1
18413,793,1169,-5,-63840,69090,-231140,1,1
18433,779,1133,9,-25830,120050,-172410,1,1
18453,778,1106,-13,26320,157290,-127680,1,1
18473,741,1056,-30,77420,198870,-129360,1,1
18493,649,968,-15,101570,273210,-146790,1,1
18513,551,855,14,131600,336070,-135030,1,1
18533,496,774,5,194110,347340,-94500,1,1
18553,445,674,-14,257740,342860,-40530,1,1
18573,393,600,-20,289730,365820,-840,1,1
18593,341,544,-12,301770,405930,15750,1,1
18613,310,522,-8,316610,435120,24150,1,1
18633,292,502,-5,343700,439320,37800,1,1
18653,288,490,-22,371770,433720,60760,1,1
18673,270,472,-31,385070,442820,83650,1,1
18693,254,451,-34,379750,472570,97720,1,1
18713,247,439,-30,367360,504490,94780,1,1
18733,248,432,-18,355180,528150,71890,1,1
18753,273,467,-11,350910,537880,25900,1,1
18773,341,573,-14,362040,530110,-38430,1,1
18793,452,754,-33,383320,515270,-108360,1,1
18813,597,1030,-39,396830,515900,-170940,1,1
18833,767,1379,-25,396550,539000,-213990,1,1
18853,898,1643,-28,398650,558250,-228130,1,1
18873,815,1511,-7,410410,556710,-199780,1,1
18893,644,1203,48,414260,552860,-120400,1,1
18913,562,1020,93,429730,515060,-34650,1,1
18933,621,1024,69,477960,413840,1260,1,1
18953,758,1211,37,526820,303030,-24010,1,1
18973,980,1666,21,532560,247170,-110880,1,1
18993,1204,1997,-3,507780,230020,-202160,1,1
19013,1066,1918,50,459900,233170,-138040,1,1
19033,798,1403,158,360850,278250,101920,1,1
19053,745,1168,162,301420,254590,267470,1,1
19073,802,1177,96,342510,113960,251300,1,1
19093,865,1312,67,369250,-5390,120820,1,1
19113,883,1446,101,294700,-23730,-4340,1,1
19133,832,1436,157,170030,280,1540,1,1
19153,770,1271,159,82810,-29050,138460,1,1
19173,699,1038,124,55720,-129500,252350,1,1
19193,636,926,85,50330,-239190,212380,1,1
19213,574,892,72,19390,-308630,78050,1,1
19233,475,808,88,-60270,-327390,-4060,1,1
19253,379,691,101,-159110,-333620,19950,1,1
19273,315,593,76,-233240,-376600,86310,1,1
19293,307,551,27,-270200,-459690,114310,1,1
19313,329,579,-12,-297150,-535500,70770,1,1
19333,339,640,-15,-350630,-557830,-23800,1,1
19353,305,683,11,-435680,-531370,-112280,1,1
19373,237,683,28,-518210,-510440,-140350,1,1
19393,166,644,12,-559510,-549010,-97510,1,1
19413,164,628,-44,-546630,-657090,-20790,1,1
19433,236,678,-98,-507360,-777980,30730,1,1
19453,345,811,-104,-485940,-840630,23100,1,1
19473,404,949,-62,-499030,-829430,-33250,1,1
19493,441,1072,-32,-514990,-799330,-88410,1,1
19513,530,1200,-85,-487480,-822920,-108920,1,1
19533,711,1387,-185,-412860,-903630,-120820,1,1
19553,801,1521,-165,-360010,-944650,-186620,1,1
19573,675,1373,-64,-414610,-848330,-281750,1,1
19593,611,1189,-95,-497630,-715540,-282310,1,1
19613,721,1191,-172,-479850,-699930,-207340,1,1
19633,868,1348,-153,-455490,-681170,-186340,1,1
19653,970,1625,-26,-522340,-532770,-241500,1,1
19673,1158,1997,-64,-577920,-378280,-304710,1,1
19693,1200,1992,-161,-488460,-381710,-307510,1,1
19713,970,1491,-132,-382830,-393750,-161210,1,1
19733,877,1234,-113,-394520,-263130,46340,1,1
19753,853,1179,-68,-415520,-122780,119140,1,1
19773,816,1146,-3,-404250,-16520,62510,1,1
19793,860,1234,-23,-338030,38360,-17500,1,1
19813,937,1390,-82,-211610,26670,-81550,1,1
19833,864,1306,-88,-112560,44660,-74690,1,1
19853,701,986,-43,-101500,161980,52010,1,1
19873,584,729,-8,-108080,288610,181160,1,1
19893,518,669,-11,-57400,338380,150500,1,1
19913,468,676,-21,39200,335860,11130,1,1
19933,417,628,-21,122220,340830,-76650,1,1
19953,350,538,-10,166180,369950,-51520,1,1
19973,297,448,3,185430,406420,29400,1,1
19993,267,398,15,202440,430920,89390,1,1
20013,258,393,19,235200,430220,98140,1,1
20033,258,409,17,280840,410270,74060,1,1
20053,263,430,21,324660,384160,48020,1,1
20073,264,440,24,351750,364420,44030,1,1
20093,282,455,14,361830,349510,68810,1,1
20113,311,470,-12,360990,337820,112000,1,1
20133,353,501,-49,325290,383250,175000,1,1
20153,399,574,-60,291970,457870,149520,1,1
20173,507,795,-38,274820,533820,77000,1,1
20193,764,1318,-50,302750,566510,-6230,1,1
20213,1095,1894,-152,352730,571200,-20580,1,1
20233,1036,1770,-200,334040,643090,29610,1,1
20253,673,1268,-118,241220,785890,6650,1,1
20273,475,982,-38,209300,844690,-53760,1,1
20293,447,889,10,257880,786240,-71680,1,1
20313,564,991,-6,349020,662760,-92120,1,1
20333,803,1331,-60,425180,558880,-161000,1,1
20353,1080,1934,-90,444640,532630,-296310,1,1
20373,1142,1997,-87,440580,550620,-414610,1,1
20393,880,1720,-10,444570,561540,-333410,1,1
20413,694,1291,62,437360,559720,-98910,1,1
20433,633,1091,105,447860,489790,49420,1,1
20453,705,1134,70,490770,360360,41020,1,1
20473,809,1336,48,526260,236040,-64540,1,1
20493,971,1613,-4,515410,154910,-161420,1,1
20513,921,1534,43,417480,168280,-122990,1,1
20533,749,1259,129,269990,233380,32480,1,1
20553,610,998,189,178780,210910,151130,1,1
20573,543,815,164,175140,72170,185290,1,1
20593,512,686,96,197120,-90160,158690,1,1
20613,478,632,69,160930,-173110,93590,1,1
20633,448,609,72,62650,-172760,25480,1,1
20653,396,590,107,-55930,-144200,-11550,1,1
20673,334,557,131,-160930,-140420,-7910,1,1
20693,290,523,123,-228340,-200410,21770,1,1
20713,267,493,82,-264600,-305900,45990,1,1
20733,280,499,29,-293510,-410200,41370,1,1
20753,319,552,-1,-338380,-470260,770,1,1
20773,353,646,-4,-407610,-473970,-57540,1,1
20793,356,740,15,-482930,-453460,-90510,1,1
20813,311,796,45,-532980,-459130,-57470,1,1
20833,304,811,21,-527170,-540050,39760,1,1
20853,427,894,-54,-464030,-683340,136150,1,1
20873,663,1192,-107,-392630,-796250,138460,1,1
20893,810,1563,-45,-383390,-799400,33110,1,1
20913,765,1652,14,-415450,-746200,-57400,1,1
20933,696,1348,-98,-362460,-794500,-9380,1,1
20953,709,1132,-181,-235480,-902440,79380,1,1
20973,675,1059,-110,-213570,-856520,19810,1,1
20993,634,1105,-1,-297850,-685720,-128800,1,1
21013,740,1305,-8,-330750,-591430,-233940,1,1
21033,1009,1694,-93,-273490,-619640,-274330,1,1
21053,1129,1922,-84,-230650,-627550,-318990,1,1
21073,1025,1701,-83,-249690,-546490,-345800,1,1
21093,912,1379,-98,-269360,-462770,-277900,1,1
21113,800,1115,-58,-299600,-359170,-159110,1,1
21133,713,953,8,-339290,-228200,-95480,1,1
21153,759,1054,-8,-315140,-160090,-132720,1,1
21173,869,1281,-39,-225680,-166390,-248850,1,1
21193,888,1343,-30,-172200,-132720,-312060,1,1
21213,789,1159,2,-165970,-39690,-227360,1,1
21233,706,941,-18,-137760,30240,-61950,1,1
21253,612,745,-23,-78260,60900,37310,1,1
21273,491,581,5,-46970,120470,31850,1,1
21293,417,514,28,-19880,183890,-28630,1,1
21313,383,504,29,33950,209230,-86380,1,1
21333,380,511,9,100870,205660,-103320,1,1
21353,364,491,5,152880,205590,-70700,1,1
21373,332,461,12,171010,234290,-4410,1,1
21393,297,417,31,171640,273070,63980,1,1
21413,284,389,39,179550,293230,114450,1,1
21433,307,400,26,207060,283850,137410,1,1
21453,340,442,5,245070,263830,132930,1,1
21473,378,508,-9,274610,263550,113120,1,1
21493,442,612,-17,287560,292670,91630,1,1
21513,549,815,-46,289940,337610,77490,1,1
21533,706,1073,-82,286510,390180,76510,1,1
21553,866,1401,-85,268380,466060,79170,1,1
21573,941,1646,-77,236600,563430,54040,1,1
21593,819,1453,-89,225400,631890,16520,1,1
21613,635,1096,-77,236600,661290,48650,1,1
21633,522,884,-25,225750,695240,95410,1,1
21653,556,947,-14,214060,709660,39270,1,1
21673,696,1179,-30,248710,663740,-86240,1,1
21693,889,1530,-40,297360,604590,-183890,1,1
21713,1043,1868,-50,322980,579950,-244930,1,1
21733,943,1687,-35,344750,566930,-283710,1,1
21753,729,1327,59,349020,564480,-247240,1,1
21773,670,1189,78,333270,569730,-169540,1,1
21793,712,1166,35,385000,479710,-135660,1,1
21813,731,1170,53,450800,349440,-118650,1,1
21833,793,1303,70,433300,298270,-113540,1,1
21853,853,1407,65,391090,268660,-149590,1,1
21873,819,1336,90,367220,217420,-162960,1,1
21893,714,1146,119,322140,179480,-101220,1,1
21913,620,941,128,254310,148470,-5670,1,1
21933,554,773,110,211050,83720,70980,1,1
21953,504,674,92,142800,-57540,52220,1,1
21973,462,640,100,71050,-82250,-9240,1,1
21993,419,620,117,-6510,-102550,-45570,1,1
22013,385,594,116,-70070,-146510,-40180,1,1
22033,362,565,96,-123200,-209440,-7910,1,1
22053,346,539,76,-178710,-266700,24220,1,1
22073,334,527,55,-238350,-307650,37800,1,1
22093,333,538,44,-295400,-336280,27160,1,1
22113,353,585,32,-343910,-360640,770,1,1
22133,378,663,33,-384090,-383810,-21210,1,1
22153,403,754,36,-414820,-412160,-19320,1,1
22173,425,841,45,-425040,-461790,12810,1,1
22193,479,945,30,-400120,-543900,58940,1,1
22213,595,1095,-17,-340480,-647290,84840,1,1
22233,738,1321,-47,-294560,-708330,76930,1,1
22253,784,1403,-37,-290220,-703710,65030,1,1
22273,709,1242,-19,-295610,-676060,78610,1,1
22293,634,1048,-32,-267610,-672210,77140,1,1
22313,610,963,-45,-219030,-679070,20650,1,1
22333,654,1055,-41,-188090,-662060,-87640,1,1
22353,773,1270,-32,-178080,-626640,-185990,1,1
22373,950,1584,-26,-173040,-590450,-236040,1,1
22393,1108,1812,-70,-155890,-563710,-244440,1,1
22413,1031,1601,-64,-146020,-516250,-224000,1,1
22433,861,1264,-40,-166530,-424200,-196560,1,1
22453,741,1057,-13,-187600,-328510,-186130,1,1
22473,697,968,-4,-193690,-253960,-190050,1,1
22493,708,977,7,-179690,-200620,-194670,1,1
22513,770,1095,11,-145320,-163870,-214970,1,1
22533,846,1228,0,-95550,-139790,-235060,1,1
22553,864,1234,-25,-53200,-105770,-217420,1,1
22573,766,1056,-18,-38290,-35840,-154700,1,1
22593,638,848,5,-40670,59360,-80500,1,1
22613,522,673,30,-24710,128730,-39060,1,1
22633,446,559,33,18760,155820,-31080,1,1
22653,406,511,24,77560,156100,-38780,1,1
22673,380,478,12,130620,157570,-36890,1,1
22693,364,454,3,166950,174090,-19950,1,1
22713,339,436,4,185640,207690,3360,1,1
22733,324,430,8,194390,248850,24710,1,1
22753,326,443,7,204260,282240,42700,1,1
22773,341,476,2,217140,305200,59150,1,1
22793,370,523,-3,229740,325150,76090,1,1
22813,423,600,-13,241710,346920,89110,1,1
22833,507,732,-23,252420,374290,88900,1,1
22853,633,937,-48,262850,408450,71680,1,1
22873,786,1219,-74,268100,454650,36470,1,1
22893,840,1402,-76,257390,522620,-15330,1,1
22913,757,1327,-65,240590,594790,-55720,1,1
22933,610,1084,-38,225890,650790,-34370,1,1
22953,516,868,-2,218400,672000,19530,1,1
22973,506,818,13,234990,644980,14140,1,1
22993,598,968,-1,281470,580020,-76160,1,1
23013,777,1302,-23,336210,511280,-198380,1,1
23033,995,1746,-46,368130,475300,-299460,1,1
23053,1091,1973,-43,373100,476350,-346710,1,1
23073,921,1674,34,358050,500080,-297780,1,1
23093,750,1303,100,343000,510300,-159600,1,1
23113,726,1163,61,385280,427000,-56280,1,1
23133,738,1152,38,450520,294070,-46760,1,1
23153,782,1268,56,455980,221200,-101080,1,1
23173,851,1405,70,407330,201740,-164500,1,1
23193,853,1395,91,354550,178990,-158760,1,1
23213,763,1219,127,299880,150430,-66710,1,1
23233,671,1030,132,242900,110180,35420,1,1
23253,599,857,113,209440,35140,90020,1,1
23273,548,750,86,188790,-50610,88200,1,1
23293,508,698,82,149310,-110320,41230,1,1
23313,449,663,106,74760,-128100,-15540,1,1
23333,400,628,120,-14700,-132720,-39830,1,1
23353,363,579,107,-87220,-167440,-20370,1,1
23373,347,541,75,-136570,-237370,19110,1,1
23393,344,525,48,-177380,-311640,42630,1,1
23413,341,537,33,-228760,-356720,30520,1,1
23433,330,569,33,-293020,-370650,-7840,1,1
23453,318,604,35,-356090,-374360,-42420,1,1
23473,312,644,33,-402920,-393400,-44940,1,1
23493,325,689,27,-428190,-438550,-11830,1,1
