T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],LabelX,LabelY
72554,431,517,47,-21560,17570,131390,1,1
72574,395,457,48,-19670,12740,102130,1,1
72594,380,440,52,-15610,2310,56770,1,1
72614,396,472,54,-16310,-6440,9800,1,1
72634,454,566,54,-17080,-18410,-34230,1,1
72654,587,768,36,-13370,-34930,-66080,1,1
72674,759,1051,20,-6440,-50610,-80990,1,1
72694,902,1308,33,-8680,-46340,-77490,1,1
72714,921,1356,27,-18760,-23800,-55160,1,1
72734,777,1107,10,-10010,-21560,-28980,1,1
72754,606,814,20,7350,-30100,10220,1,1
72774,475,603,42,-980,-8050,68600,1,1
72794,406,492,54,-23450,25480,105420,1,1
72814,391,453,55,-30170,32480,105420,1,1
72834,423,485,50,-19670,14700,78610,1,1
72854,492,591,47,-6790,-7210,31080,1,1
72874,618,813,39,6160,-29260,-100590,1,1
72894,753,1067,20,13160,-31430,-138950,1,1
72914,817,1211,24,6370,-13790,-108920,1,1
72934,752,1109,42,-11270,14770,-1120,1,1
72954,655,888,42,-7910,17990,112140,1,1
72974,596,732,28,11830,3500,132930,1,1
72994,555,679,29,18130,5530,61390,1,1
73014,533,681,39,12880,20370,-24430,1,1
73034,520,694,46,9170,28490,-61460,1,1
73054,523,702,46,8750,24990,-44800,1,1
73074,529,701,44,8610,18620,420,1,1
73094,551,712,45,10010,14560,41440,1,1
73114,612,781,43,14840,9940,46060,1,1
73134,686,892,33,21070,5180,7210,1,1
73154,745,1014,23,25760,5040,-53060,1,1
73174,733,1042,34,18200,22190,-88690,1,1
73194,659,954,48,8190,41720,-57190,1,1
73214,580,806,48,13720,37870,31710,1,1
73234,519,660,39,22190,24010,111370,1,1
73254,480,567,38,20720,21210,124670,1,1
73274,470,544,42,15400,26600,70140,1,1
73294,496,612,49,14280,28000,-17220,1,1
73314,556,738,51,16380,22050,-89740,1,1
73334,664,930,47,19600,11900,-112140,1,1
73354,767,1096,36,25060,2100,-80710,1,1
73374,814,1159,29,30100,-490,-16940,1,1
73394,751,1038,35,27370,7980,41230,1,1
73414,645,853,39,20720,18690,62230,1,1
73434,561,722,42,20650,20930,42000,1,1
73454,509,663,47,21490,19600,7140,1,1
73474,488,643,49,21000,15400,-9170,1,1
73494,489,636,53,19950,6860,5460,1,1
73514,520,660,49,17920,-4410,25900,1,1
73534,580,735,39,16030,-15260,18270,1,1
73554,642,844,35,13160,-17570,-17570,1,1
73574,686,949,47,6230,-9660,-55370,1,1
73594,684,970,51,-1470,-3290,-65940,1,1
73614,645,897,39,840,-11970,-31010,1,1
73634,587,778,35,4620,-20300,31850,1,1
73654,529,677,44,-6300,-11060,75600,0,1
73674,509,632,48,-18620,-1330,74060,0,1
73694,527,654,43,-17430,-8120,36120,0,1
73714,566,726,42,-14980,-16730,-17780,0,1
73734,611,823,47,-21000,-14700,-63280,0,1
73754,652,910,52,-25410,-12040,-73850,0,1
73774,690,965,42,-20160,-19530,-42700,0,1
73794,689,933,32,-13510,-28630,9240,0,1
73814,641,837,33,-16590,-23590,51030,0,1
73834,592,765,46,-25200,-8610,53620,0,1
73854,571,751,47,-27300,-1120,18480,0,1
73874,587,783,40,-17710,-10080,-22610,0,1
73894,607,816,39,-7420,-21000,-35140,0,1
73914,626,840,43,-7700,-20090,-14350,0,1
73934,644,859,41,-10640,-15330,12530,0,1
73954,653,862,36,-6370,-16450,22400,0,1
73974,625,830,35,-2800,-14840,12040,0,1
73994,576,763,44,-6720,-5110,-2100,0,1
74014,526,701,43,-8260,140,-1400,0,1
74034,497,645,40,-4690,-3780,12530,0,1
74054,483,612,41,-5390,-5460,31220,0,1
74074,493,612,43,-11200,-1400,45010,0,1
74094,532,661,44,-16240,2800,40040,0,1
74114,602,778,41,-16870,3010,8330,0,1
74134,688,932,39,-13580,1890,-36680,0,1
74154,770,1093,38,-7280,1470,-68390,0,1
74174,819,1182,31,1260,980,-67200,0,1
74194,773,1090,21,11270,-280,-25690,0,1
74214,661,891,31,12670,9590,40950,0,1
74234,563,721,48,1330,33320,87010,0,1
74254,507,637,50,-700,42700,77840,0,1
74274,496,628,43,15750,26810,31430,0,1
74294,503,643,41,31220,9100,-7980,0,1
74314,531,689,45,32270,5880,-19950,0,1
74334,591,773,45,27020,8330,-16100,0,1
74354,672,897,35,27510,5180,-14210,0,1
74374,726,998,35,33040,560,-21980,0,1
74394,711,994,49,32690,6370,-28840,0,1
74414,658,906,43,29680,13790,-21490,0,1
74434,595,791,32,37730,5530,910,0,1
74454,533,691,35,43190,-140,31570,0,1
74474,485,615,52,30590,14140,54250,0,1
74494,480,597,59,15120,28630,59640,0,1
74514,525,655,46,15470,20090,42560,0,1
74534,589,762,35,27090,-4270,140,0,1
74554,647,878,38,30310,-16450,-47670,0,1
74574,692,969,48,19110,-6300,-70980,0,1
74594,714,1003,41,8470,4690,-59430,0,1
74614,682,935,34,8330,1890,-20160,0,1
74634,612,807,44,7490,630,30100,0,1
74654,553,712,50,-2520,11760,60830,0,1
74674,534,681,43,-5880,13300,49000,0,1
74694,538,690,39,910,-5180,-16660,0,1
74714,559,731,43,-12250,4830,-27090,0,1
74734,592,790,50,-21910,10430,-26250,0,1
74754,639,863,46,-17640,630,-21070,0,1
74774,678,917,40,-10990,-9520,-13510,0,1
74794,680,924,43,-11830,-9100,-7420,0,1
74814,656,888,38,-11690,-8820,-5390,0,1
74834,615,823,33,-11410,-7770,0,0,1
74854,563,745,41,-20720,3570,14350,0,1
74874,524,687,53,-29610,11760,28910,0,1
74894,522,671,52,-23310,-420,29330,0,1
74914,557,710,41,-10290,-20440,11270,0,1
74934,610,796,37,-7910,-25480,-16870,0,1
74954,652,879,41,-13650,-17430,-40950,0,1
74974,683,942,41,-14980,-12880,-48370,0,1
74994,685,950,39,-11480,-14490,-30870,0,1
75014,640,874,39,-9730,-13930,8680,0,1
75034,588,770,42,-9240,-11550,46830,0,1
75054,550,700,40,-7140,-12180,54740,0,1
75074,535,676,34,-5530,-12530,32410,0,1
75094,525,670,39,-9940,-5530,3920,0,1
75114,528,688,48,-17430,3500,-14140,0,1
75134,558,737,50,-16450,140,-20580,0,1
75154,622,817,38,-5530,-14560,-17710,0,1
75174,682,917,30,3360,-23170,-9940,0,1
75194,721,975,35,1330,-14350,-3080,0,1
75214,729,1002,37,-2100,-1890,-4130,0,1
75234,703,965,34,1750,2170,-9030,0,1
75254,640,874,40,4270,7630,2870,0,1
75274,585,782,46,5740,12390,27790,0,1
75294,551,713,40,13860,6160,44730,0,1
75314,533,674,35,21210,-910,46550,0,1
75334,527,665,40,19110,2800,32200,0,1
75354,547,704,47,14210,9450,3150,0,1
75374,591,783,44,17150,6090,-28910,0,1
75394,640,869,38,23590,-1610,-43400,0,1
75414,660,906,42,24010,-1890,-30450,0,1
75434,658,891,42,22260,1750,-350,0,1
84454,581,769,35,45640,39620,26390,1,1
84474,568,745,45,44450,45570,41720,1,1
84494,575,742,48,44170,47810,41300,1,1
84514,615,795,34,52780,38710,12530,1,1
84534,650,881,29,62580,29610,-30240,1,1
84554,649,899,43,56910,40110,-41860,1,1
84574,623,861,55,43260,56980,-7770,1,1
84594,609,814,44,43750,52360,38080,1,1
84614,604,784,35,54250,35910,59290,1,1
84634,593,775,42,52500,35980,47810,1,1
84654,597,793,51,42210,44940,17570,1,1
84674,612,823,43,41720,39130,-11410,1,1
84694,623,841,36,44380,27790,-22050,1,1
84714,599,818,49,32620,33880,-5670,1,1
84734,583,787,57,17220,43750,28140,1,1
84754,597,781,45,18760,30450,51170,1,1
84774,615,794,36,26740,8890,45080,1,1
84794,339,784,178,21770,6230,12250,1,1
84814,-110,1297,-298,4970,6370,-32760,1,1
84834,574,886,-91,-14980,-90230,-129710,1,1
84854,725,1068,-55,-14490,-107450,-82600,1,1
84874,661,1002,16,-40950,-27860,-26110,1,1
84894,1108,416,-166,-23590,24080,50540,1,1
84914,368,691,-236,6510,38290,63770,1,1
84934,373,915,-61,27580,-37100,-50120,1,1
84954,415,967,-81,3010,-46760,-60550,1,1
84974,426,1041,-26,-30310,-25340,-70770,1,1
84994,335,1037,-40,-18270,-31360,-61670,1,1
85014,329,1013,-78,-18340,-40950,-28280,1,1
85034,283,1015,-120,-19460,-54670,-27790,1,1
85054,239,1125,-125,-19880,-69650,-59080,1,1
85074,252,1094,-132,-27370,-63770,-96460,1,1
85094,310,991,-109,-37100,-47530,-131040,1,1
85114,335,975,-41,-29960,-34930,-127470,1,1
85134,263,1044,-22,-22750,-24220,-98910,1,1
85154,157,1098,-75,-21420,-23800,-81760,1,1
85174,154,1102,-79,-24500,-34580,-57260,1,1
85194,254,967,-19,-31360,-45150,-47670,1,1
85214,234,1045,24,-31990,-44380,-88760,1,1
85234,66,1099,23,-24780,-39340,-109620,1,1
85254,-36,1096,4,-21840,-30940,-59010,1,1
85274,70,979,62,-28490,-35770,-14070,1,1
85294,172,845,111,-33740,-49420,-34510,1,1
85314,74,1001,87,-30940,-57050,-64960,1,1
85334,119,952,-17,-20300,-72030,-61040,1,1
85354,252,845,24,-13090,-81060,-47530,1,1
85374,454,678,121,-11200,-73990,-55650,1,1
85394,439,760,188,-10500,-49280,-72100,1,1
85414,281,890,70,-700,-59080,-93240,1,1
85434,413,956,-61,14910,-95690,-76160,1,1
85454,585,987,-86,42420,-114170,-56000,1,1
85474,574,904,12,55580,-97860,-57680,1,1
85494,483,926,-13,44240,-63630,-56560,1,1
85514,463,882,22,5880,-32130,-39970,1,1
85534,583,798,-16,-2380,-1330,1610,1,1
85554,678,786,-129,4550,-490,-350,1,1
85574,880,904,-222,18130,980,5460,1,1
85594,1166,1147,-326,43120,32690,39690,1,1
85614,1453,1321,-397,68180,74410,67340,1,1
85634,1770,1581,-388,73360,124040,73780,1,1
85654,962,849,-94,-49560,155470,79450,1,1
85674,189,596,166,-199640,37800,35630,1,1
85694,99,429,203,-314580,-75180,-65870,1,1
85714,-95,263,192,-314510,-264040,76860,1,1
85734,-76,157,66,-192850,-578550,290640,1,1
85754,100,203,-30,-34930,-818230,377090,1,1
85774,557,671,-124,82390,-889280,300230,1,1
85794,1997,1997,-1154,167930,-852950,28350,1,1
85814,1928,1997,-404,-129150,-485170,-424270,1,1
85834,419,1025,241,-461090,47670,-80990,1,1
85854,132,290,183,-99820,-202860,405020,1,1
85874,317,233,-113,266910,-576520,537810,1,1
85894,391,167,-183,386470,-557900,464100,1,1
85914,354,104,-198,290850,-219450,305620,1,1
85934,190,51,-55,145180,164150,70490,1,1
85954,114,189,99,79170,404320,-180390,1,1
85974,281,614,125,184730,370930,-366100,1,1
85994,752,1358,-10,370650,168420,-397180,1,1
86014,1429,1997,-282,472850,33320,-229320,1,1
86034,1091,1995,-126,333060,247520,157150,1,1
86054,591,876,41,127680,521010,437570,1,1
86074,389,539,54,159460,466620,275520,1,1
86094,339,470,-28,286860,329910,52150,1,1
86114,264,430,-13,332710,309190,-8330,1,1
86134,225,402,-4,311920,356300,35560,1,1
86154,169,324,21,269360,398790,129220,1,1
86174,126,204,62,214410,427070,202160,1,1
86194,116,106,111,186900,401590,189560,1,1
86214,182,170,105,218190,306390,60270,1,1
86234,317,409,18,310870,156940,-145880,1,1
86254,536,891,-48,405860,37310,-360710,1,1
86274,1065,1942,-115,441140,7980,-529900,1,1
86294,1539,1997,-199,377580,85610,-506310,1,1
86314,1017,1784,-97,242690,240730,-127050,1,1
86334,437,702,254,78260,438060,251230,1,1
86354,425,635,129,138110,330400,195300,1,1
86374,501,633,-13,394730,-16310,31150,1,1
86394,541,623,-51,472710,-147210,-11620,1,1
86414,643,794,-43,381920,-66360,-51590,1,1
86434,709,1130,104,240310,91210,-139300,1,1
86454,1141,1972,23,180110,166180,-216930,1,1
86474,1267,1997,47,240800,81900,-176120,1,1
86494,1027,1593,-5,269710,20020,57820,1,1
86514,770,1050,-25,334740,-61180,233170,1,1
86534,618,812,-11,290640,-17640,205870,1,1
86554,478,692,109,164010,95760,114170,1,1
86574,448,736,206,55860,157080,40320,1,1
86594,624,951,100,89110,23590,8610,1,1
86614,815,1164,-9,198660,-199010,15050,1,1
86634,890,1298,-30,199500,-277410,22470,1,1
86654,703,1091,68,61530,-181790,25340,1,1
86674,527,829,123,-84840,-66710,69230,1,1
86694,458,678,87,-101010,-108500,118370,1,1
86714,407,583,65,-69510,-223860,120120,1,1
86734,390,550,42,-76580,-295470,85960,1,1
86754,397,566,20,-107800,-331380,37100,1,1
86774,412,599,8,-152670,-339430,-9170,1,1
86794,425,649,18,-211610,-318150,-26740,1,1
86814,396,663,55,-282800,-277690,-7490,1,1
86834,389,663,63,-338730,-264880,36120,1,1
86854,476,745,8,-330820,-331730,67340,1,1
86874,602,913,-38,-279440,-431480,50610,1,1
86894,677,1116,-13,-268100,-461440,-8470,1,1
86914,671,1213,23,-310940,-417130,-46550,1,1
86934,621,1108,6,-326060,-400050,17850,1,1
86954,587,938,-22,-275240,-448560,164010,1,1
86974,594,836,-26,-218890,-485380,260120,1,1
86994,656,937,-22,-188720,-471240,226940,1,1
87014,693,1094,11,-172200,-431900,98420,1,1
87034,695,1127,49,-169610,-385980,20580,1,1
87054,781,1148,6,-140560,-378140,68600,1,1
87074,918,1337,-59,-41300,-432950,122570,1,1
87094,964,1460,-47,53690,-462280,68180,1,1
87114,893,1296,-31,57400,-393400,9100,1,1
87134,784,1082,-2,29680,-291760,49210,1,1
87154,695,969,31,23940,-206500,80290,1,1
87174,702,1004,20,63560,-167160,40880,1,1
87194,829,1126,-61,154840,-188790,-1400,1,1
87214,902,1226,-87,239470,-208530,-4900,1,1
87234,826,1204,-30,225330,-113960,-12040,1,1
87254,679,1057,44,150010,56210,-18130,1,1
87274,625,897,26,138950,150780,30660,1,1
87294,613,819,-34,221900,126840,96530,1,1
87314,572,771,-54,317800,82880,117530,1,1
87334,506,698,-51,336560,126560,99750,1,1
87354,421,604,-20,298690,229950,85260,1,1
87374,367,551,5,252490,333760,81550,1,1
87394,355,534,9,238280,387310,68950,1,1
87414,363,547,-9,262570,385140,51730,1,1
87434,365,561,-12,297570,364560,40530,1,1
87454,360,542,-6,312130,365540,44380,1,1
87474,350,507,14,304080,393120,54950,1,1
87494,378,539,19,316960,375200,-13440,1,1
87514,437,655,1,346430,336210,-120190,1,1
87534,518,817,-15,367430,312760,-205170,1,1
87554,603,994,-9,363720,322210,-224070,1,1
87574,655,1103,27,339430,350630,-163800,1,1
87594,704,1147,39,326620,350840,-64330,1,1
87614,709,1109,57,339780,313880,6510,1,1
87634,706,1101,56,369670,256550,-700,1,1
87654,726,1146,40,401870,189210,-45570,1,1
87674,757,1173,29,400190,150780,-39410,1,1
87694,791,1212,40,358540,154630,-140,1,1
87714,841,1329,75,309890,167230,15750,1,1
87734,891,1446,93,289590,145390,26810,1,1
87754,918,1442,71,297080,81550,69650,1,1
87774,879,1324,50,296030,24920,118090,1,1
87794,814,1229,61,257390,15540,118510,1,1
87814,762,1179,81,197470,23310,96530,1,1
87834,697,1083,117,145040,11200,115150,1,1
87854,700,1046,102,124390,-47040,137620,1,1
87874,738,1089,69,129220,-134330,116550,1,1
87894,746,1113,57,103460,-181020,78400,1,1
87914,691,1042,66,40810,-185010,66570,1,1
87934,604,922,87,-25410,-185710,79590,1,1
87954,533,817,84,-63280,-220290,84980,1,1
87974,486,745,66,-78680,-284200,75180,1,1
87994,459,691,35,-96530,-344400,59150,1,1
88014,440,653,17,-131110,-377510,37730,1,1
88034,412,633,19,-188930,-374010,9240,1,1
88054,377,616,30,-255080,-355390,-14000,1,1
88074,340,595,37,-304920,-355530,-17640,1,1
88094,328,583,19,-326550,-390320,-3990,1,1
88114,352,604,-9,-329840,-441490,7420,1,1
88134,392,659,-27,-338940,-471730,2940,1,1
88154,428,732,-15,-364280,-465990,-8260,1,1
88174,459,822,5,-384440,-453460,-7630,1,1
88194,505,910,2,-373450,-471660,16590,1,1
88214,575,993,-16,-333410,-518070,60410,1,1
88234,666,1091,-38,-283640,-561820,94990,1,1
88254,719,1157,-43,-243670,-574770,87990,1,1
88274,699,1136,-20,-226450,-549850,55930,1,1
88294,650,1039,-7,-214270,-514780,49490,1,1
88314,646,957,-21,-170450,-507360,71330,1,1
88334,700,993,-35,-106540,-509740,61600,1,1
88354,788,1147,-33,-59850,-485170,-5950,1,1
88374,878,1331,-30,-34090,-437990,-89530,1,1
88394,939,1415,-33,-14910,-387660,-128100,1,1
88414,899,1323,-20,6930,-334460,-106120,1,1
88434,843,1194,-23,42140,-282520,-74760,1,1
88454,817,1121,-39,88900,-240100,-67690,1,1
88474,789,1087,-30,117810,-181370,-85680,1,1
88494,767,1092,-12,123830,-96460,-113260,1,1
88514,761,1110,2,139790,-22190,-124950,1,1
88534,774,1113,-25,186340,13510,-107520,1,1
88554,744,1059,-43,244020,33950,-69860,1,1
88574,670,948,-36,271390,88200,-31150,1,1
88594,578,832,-19,274610,165900,-3780,1,1
88614,510,753,-11,279790,233590,9520,1,1
88634,467,698,-19,305060,268730,17990,1,1
88654,435,662,-28,337610,286090,35070,1,1
88674,408,627,-32,355600,312550,63000,1,1
88694,387,595,-30,359030,349860,91770,1,1
88714,373,574,-31,356650,386750,102550,1,1
88734,364,562,-31,353850,416570,82460,1,1
88754,358,570,-27,352590,437990,39480,1,1
88774,371,613,-20,355250,451570,-9800,1,1
88794,397,664,-19,364140,455490,-46270,1,1
88814,426,699,-14,374290,451640,-54390,1,1
88834,456,740,0,373520,450800,-50820,1,1
88854,510,836,12,369320,447230,-65940,1,1
88874,591,987,7,382130,424830,-102760,1,1
88894,673,1138,7,411530,382900,-138460,1,1
88914,725,1214,17,427000,350910,-138040,1,1
88934,742,1212,24,419650,336140,-88060,1,1
88954,723,1164,38,411670,317310,-22260,1,1
88974,719,1176,63,401940,295960,11340,1,1
88994,757,1234,77,392350,265300,11130,1,1
89014,821,1292,61,389760,213710,28070,1,1
89034,880,1356,43,385910,155050,68110,1,1
89054,898,1409,59,359590,123410,88340,1,1
89074,887,1429,91,303520,126560,82250,1,1
89094,848,1347,102,251720,116900,92820,1,1
89114,824,1260,80,226660,67970,136920,1,1
89134,785,1192,79,215950,70,170940,1,1
89154,747,1134,87,181930,-41300,168980,1,1
89174,711,1076,96,126000,-59990,152040,1,1
89194,679,1039,98,77280,-89460,134890,1,1
89214,658,1022,87,45920,-141330,113260,1,1
89234,620,959,74,20090,-203350,94850,1,1
89254,580,880,58,-10850,-259280,96250,1,1
89274,533,807,46,-47530,-303310,103390,1,1
89294,484,743,44,-92330,-331170,90090,1,1
89314,421,680,48,-196420,-363930,28630,1,1
89334,379,633,33,-234570,-396970,7770,1,1
89354,355,608,14,-265440,-435750,-7910,1,1
89374,343,601,-1,-301980,-460600,-21700,1,1
89394,334,604,-9,-344890,-469070,-30100,1,1
89414,322,609,-13,-384860,-471240,-26040,1,1
89434,323,626,-16,-411530,-479850,-9170,1,1
89454,344,659,-22,-421190,-499030,13090,1,1
89474,381,718,-25,-418460,-521360,30240,1,1
89494,433,804,-22,-405090,-543760,38920,1,1
89514,509,914,-21,-377370,-571340,37730,1,1
89534,607,1078,-31,-335230,-604170,22260,1,1
89554,714,1265,-45,-288680,-632240,3150,1,1
89574,748,1284,-51,-246750,-643720,14840,1,1
89594,730,1175,-63,-207200,-636090,52500,1,1
89614,694,1046,-63,-175210,-604730,59080,1,1
89634,661,967,-45,-160930,-545020,14630,1,1
89654,673,980,-27,-143290,-485520,-52080,1,1
89674,748,1112,-24,-105560,-448420,-127330,1,1
89694,854,1319,-30,-60690,-422940,-199080,1,1
89714,969,1503,-52,-18970,-395850,-226310,1,1
89734,1005,1494,-61,7700,-346080,-193270,1,1
89754,918,1295,-43,8050,-256480,-135170,1,1
89774,797,1104,-13,7630,-157570,-118790,1,1
89794,733,1018,-4,38990,-94710,-149800,1,1
89814,729,1023,-22,89600,-59500,-180880,1,1
89834,745,1054,-27,139090,-26460,-189490,1,1
89854,766,1098,-34,170730,27230,-170940,1,1
89874,736,1066,-30,190540,93800,-133980,1,1
89894,693,1002,-33,214340,155890,-91910,1,1
89914,619,904,-24,247100,206710,-62860,1,1
89934,561,834,-28,283500,247870,-45430,1,1
89954,507,768,-34,323120,275730,-28630,1,1
89974,466,709,-47,352940,305970,1540,1,1
89994,407,645,-51,363160,350840,36890,1,1
90014,354,577,-43,356580,408100,61460,1,1
90034,318,541,-32,352520,454370,67970,1,1
90054,305,528,-27,361690,475650,62720,1,1
90074,308,522,-33,379470,476420,54460,1,1
90094,309,518,-35,393260,473690,44240,1,1
90114,320,530,-33,398090,477330,20300,1,1
90134,344,578,-29,400750,481950,-26390,1,1
90154,389,661,-23,406420,481740,-86870,1,1
90174,458,794,-19,415380,474880,-143710,1,1
90194,556,975,-22,428470,460460,-183680,1,1
90214,668,1170,-25,442680,444010,-191800,1,1
90234,742,1298,-3,445060,437640,-156030,1,1
90254,753,1311,34,430220,442470,-88410,1,1
90274,752,1280,43,429030,421540,-24710,1,1
90294,766,1267,26,459060,356300,7420,1,1
90314,780,1281,30,480410,291690,15260,1,1
90334,817,1336,45,458010,266770,27510,1,1
90354,867,1411,60,414400,257880,53830,1,1
90374,908,1488,75,374150,239400,80150,1,1
90394,908,1493,80,342370,204330,101500,1,1
90414,852,1366,85,310590,160440,143290,1,1
90434,802,1238,82,272440,118510,195020,1,1
90454,767,1177,87,229040,81270,203420,1,1
90474,738,1153,105,176120,51310,171430,1,1
90494,715,1114,113,122990,14140,150080,1,1
90514,711,1086,93,87430,-47880,155330,1,1
90534,698,1057,75,62720,-120960,159390,1,1
90554,650,1000,82,20860,-171570,146020,1,1
90574,585,908,85,-36400,-203000,130200,1,1
90594,523,816,74,-83440,-245140,121660,1,1
90614,473,744,56,-115920,-301840,108500,1,1
90634,426,693,45,-150290,-354410,82600,1,1
90654,385,648,27,-193970,-394590,55230,1,1
90674,353,609,14,-239330,-428610,38010,1,1
90694,335,590,-8,-282800,-457100,25620,1,1
90714,322,590,-16,-328370,-474180,9380,1,1
90734,306,594,-14,-379470,-475160,-8330,1,1
90754,296,602,-18,-426440,-473620,-18760,1,1
90774,309,636,-30,-453600,-490070,-18270,1,1
90794,350,702,-39,-458570,-524440,-13020,1,1
90814,397,794,-36,-454090,-557550,-5600,1,1
90834,443,891,-26,-447370,-580510,6720,1,1
90854,515,997,-41,-424830,-611520,25690,1,1
90874,602,1109,-67,-378840,-658560,44100,1,1
90894,644,1140,-71,-330260,-693980,51170,1,1
90914,645,1079,-57,-302750,-688800,56280,1,1
90934,648,1052,-53,-280700,-661220,56560,1,1
90954,673,1064,-52,-244790,-637840,23030,1,1
90974,726,1130,-55,-202510,-616210,-33040,1,1
90994,808,1248,-60,-163100,-589260,-90650,1,1
91014,893,1401,-51,-131740,-552580,-144130,1,1
91034,966,1513,-55,-114240,-498610,-190750,1,1
91054,980,1472,-67,-92050,-445340,-207620,1,1
91074,922,1327,-55,-67480,-388290,-187670,1,1
91094,849,1211,-28,-58730,-305550,-168280,1,1
91114,820,1172,-23,-53270,-213640,-178290,1,1
91134,825,1174,-32,21910,-101920,-205940,1,1
91154,827,1178,-40,62720,-48230,-202230,1,1
91174,790,1131,-27,93870,17990,-183050,1,1
91194,748,1068,-34,124880,82180,-152250,1,1
91214,669,944,-21,157150,143850,-115360,1,1
91234,600,854,-20,195090,195300,-92400,1,1
91254,542,782,-23,243670,226870,-79940,1,1
91274,501,727,-33,287840,255780,-58520,1,1
91294,473,693,-53,320390,290500,-34720,1,1
91314,420,645,-44,333760,343910,-8470,1,1
91334,384,611,-42,343630,395220,18480,1,1
91354,354,581,-45,359240,428750,42000,1,1
91374,323,551,-42,371070,457240,59430,1,1
91394,309,531,-45,382760,477610,65170,1,1
91414,305,520,-54,393330,492800,55860,1,1
91434,301,524,-54,395850,511910,28980,1,1
91454,309,544,-43,395150,531650,-11760,1,1
91474,341,602,-39,403620,537180,-63700,1,1
91494,407,726,-41,423360,527100,-123550,1,1
91514,508,907,-50,447230,511630,-177100,1,1
91534,627,1131,-59,462980,505610,-208390,1,1
91554,726,1330,-43,463960,515270,-205730,1,1
91574,764,1412,-10,460320,524090,-162190,1,1
91594,739,1340,6,474110,498890,-91000,1,1
91614,684,1209,25,496370,446670,-16730,1,1
91634,675,1161,34,505400,393400,29330,1,1
91654,728,1221,35,505750,337890,39410,1,1
91674,823,1354,34,489440,293300,36680,1,1
91694,913,1519,38,451220,267890,35350,1,1
91714,954,1615,52,398300,254240,54670,1,1
91734,898,1516,82,339990,240660,119210,1,1
91754,808,1320,99,287140,211330,198730,1,1
91774,755,1181,93,254310,151340,234780,1,1
91794,729,1108,86,223580,88200,220290,1,1
91814,716,1085,88,173880,45150,181580,1,1
91834,713,1104,101,111160,13160,149240,1,1
91854,701,1097,107,56840,-31990,137900,1,1
91874,679,1059,92,18410,-97860,143850,1,1
91894,630,971,85,-16730,-167230,152180,1,1
91914,574,879,71,-58240,-224420,145250,1,1
91934,511,795,64,-102900,-274330,122570,1,1
91954,447,714,56,-151690,-314790,97650,1,1
91974,386,642,46,-203560,-349510,79730,1,1
91994,342,594,32,-250950,-388570,64330,1,1
92014,315,562,11,-292530,-430990,45710,1,1
92034,300,555,-6,-333410,-465500,21630,1,1
92054,295,573,-22,-378560,-484540,-5950,1,1
92074,291,596,-27,-426720,-490840,-27160,1,1
92094,286,619,-26,-470260,-493150,-30590,1,1
92114,294,648,-33,-496930,-507010,-14140,1,1
92134,323,700,-43,-499520,-540960,11970,1,1
92154,389,795,-49,-482160,-585620,32830,1,1
92174,482,948,-54,-453670,-628180,37870,1,1
92194,588,1140,-55,-418880,-662970,28140,1,1
92214,673,1286,-60,-379610,-690620,20300,1,1
92234,705,1282,-76,-336420,-713580,35210,1,1
92254,697,1172,-89,-290220,-723730,66710,1,1
92274,665,1060,-80,-252630,-702100,69020,1,1
92294,645,1010,-58,-232050,-648900,22890,1,1
92314,693,1066,-58,-210070,-596470,-41930,1,1
92334,796,1224,-57,-175140,-559300,-106470,1,1
92354,902,1421,-44,-143640,-517370,-171920,1,1
92374,991,1568,-60,-117390,-468580,-222390,1,1
92394,996,1503,-81,-80150,-429660,-228970,1,1
92414,881,1248,-53,-61180,-363860,-183960,1,1
92434,760,1036,-18,-73990,-251440,-130200,1,1
92454,707,957,-10,-67550,-157290,-124740,1,1
92474,719,995,-23,-24780,-109620,-165900,1,1
92494,755,1080,-29,28490,-76930,-213080,1,1
92514,771,1111,-30,67690,-26740,-224910,1,1
92534,728,1028,-32,96950,35910,-183540,1,1
92554,660,915,-31,123690,101430,-113960,1,1
92574,578,800,-17,152670,163870,-66500,1,1
92594,515,733,-18,185780,217770,-53970,1,1
92614,474,686,-26,233030,247940,-57750,1,1
92634,448,657,-46,284830,265720,-50400,1,1
92654,413,623,-56,323330,291900,-29540,1,1
92674,370,585,-51,333060,346430,3220,1,1
92694,341,557,-43,330470,408940,33180,1,1
92714,332,552,-45,331870,457030,51660,1,1
92734,338,564,-48,346080,480200,54180,1,1
92754,357,598,-57,362530,493360,44800,1,1
92774,383,646,-61,377580,503300,21280,1,1
92794,413,709,-62,384650,521010,-13440,1,1
92814,449,785,-55,389130,540190,-53620,1,1
92834,507,908,-49,392140,557690,-99960,1,1
92854,585,1065,-53,403060,562030,-151900,1,1
92874,646,1189,-48,424340,553420,-187320,1,1
92894,661,1225,-14,440650,546560,-182700,1,1
92914,662,1207,16,443660,546280,-140280,1,1
92934,677,1184,12,458710,516880,-86310,1,1
92954,700,1195,9,493780,385280,-41860,1,1
92974,747,1275,18,507430,346010,-44730,1,1
92994,810,1369,23,485030,318780,-25690,1,1
93014,862,1436,30,450730,298900,17850,1,1
93034,875,1465,61,403970,285810,63630,1,1
93054,860,1433,80,362880,255220,105630,1,1
