T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],LabelX
100354,851,1401,-44,73010,126840,167300,1
100374,673,1042,-15,62650,198450,278950,1
100394,546,762,3,76720,228760,340900,1
100414,475,639,1,106680,230090,297360,1
100434,428,580,-11,136780,226100,198940,1
100454,382,523,-18,150150,239750,137550,1
100474,324,455,-1,136920,280980,127120,1
100494,276,390,23,114030,328930,135310,1
100514,251,344,45,113610,345380,136500,1
100534,247,334,53,143780,321230,120050,1
100554,258,339,45,191870,270690,89460,1
100574,263,337,37,240450,216230,59570,1
100594,271,350,37,274260,180040,37030,1
100614,295,378,29,296660,158270,14630,1
100634,325,426,37,312760,142590,-8540,1
100654,384,535,46,318710,136850,-34650,1
100674,504,751,49,321020,128520,-67200,1
100694,691,1089,49,328090,109270,-89180,1
100714,950,1548,25,339990,86590,-72660,1
100734,1163,1878,-39,353850,64890,-9520,1
100754,1069,1698,-45,355530,59290,71470,1
100774,804,1317,45,318360,103040,117950,1
100794,680,1126,71,256130,173180,131530,1
100814,694,1086,57,258860,155750,161560,1
100834,849,1277,31,292950,96040,227360,1
100854,1158,1842,-19,303590,63140,241990,1
100874,1392,1997,-100,298620,51030,161980,1
100894,1132,1976,-32,278040,65240,86660,1
100914,827,1461,44,207200,137760,135520,1
100934,726,1178,40,163800,180530,283990,1
100954,745,1077,25,180180,142030,393610,1
100974,822,1189,17,186550,101850,377580,1
100994,902,1433,11,160370,90370,225960,1
101014,874,1480,26,89320,85120,60480,1
101034,718,1221,44,47110,84490,215880,1
101054,590,932,70,14560,61670,350630,1
101074,526,733,68,4060,8680,351610,1
101094,480,628,60,-4970,-44030,249270,1
101114,434,582,63,-37590,-70630,124880,1
101134,391,568,77,-85050,-86450,45010,1
101154,346,546,96,-129360,-115780,30520,1
101174,307,508,94,-156240,-177170,64330,1
101194,293,464,66,-168140,-259420,105350,1
101214,301,434,29,-183330,-327390,113680,1
101234,317,423,0,-221270,-350910,71750,1
101254,326,445,-2,-285600,-326550,-9800,1
101274,322,488,14,-356020,-285950,-97580,1
101294,321,544,32,-408870,-266280,-154560,1
101314,335,605,31,-435750,-284340,-162400,1
101334,377,687,8,-439950,-334670,-128170,1
101354,468,814,-23,-433580,-390250,-75810,1
101374,631,1044,-56,-425110,-423290,-35420,1
101394,854,1441,-80,-418250,-419440,-24990,1
101414,995,1803,-79,-417550,-386330,-4690,1
101434,929,1661,-83,-402500,-362040,111930,1
101454,807,1306,-99,-345660,-365680,257950,1
101474,708,1121,-66,-301770,-339290,277200,1
101494,696,1149,-28,-288820,-283920,229950,1
101514,818,1303,-30,-249550,-265370,232540,1
101534,1031,1616,-43,-183890,-271670,253540,1
101554,1188,1929,-62,-118370,-263200,213710,1
101574,1142,1857,-91,-46620,-249970,172270,1
101594,957,1510,-79,-3570,-201460,235900,1
101614,795,1225,-14,-11410,-95270,327180,1
101634,744,1088,23,-6790,-18130,341390,1
101654,826,1166,-30,68950,-27860,275100,1
101674,901,1300,-73,147980,-40040,177870,1
101694,873,1355,-50,144060,38080,118510,1
101714,766,1228,-23,111860,142870,145390,1
101734,658,1016,-16,113330,199360,237160,1
101754,560,803,-3,130550,225960,295050,1
101774,487,673,0,153650,240800,271250,1
101794,438,603,-5,180110,248430,203770,1
101814,391,536,-11,196490,262010,150780,1
101834,346,477,-7,192430,293440,123690,1
101854,304,428,6,180880,330470,106820,1
101874,271,392,22,180670,352660,93030,1
101894,261,379,32,198240,349160,80570,1
101914,254,369,41,227780,323820,69230,1
101934,257,365,49,261310,287000,59150,1
101954,279,381,44,297360,242410,45570,1
101974,321,430,35,333620,194460,22470,1
101994,381,522,26,362110,154840,-11340,1
102014,484,697,22,374990,134120,-53550,1
102034,647,998,18,373030,129920,-93590,1
102054,864,1425,18,360500,137690,-104230,1
102074,1071,1814,7,343350,150430,-55860,1
102094,1093,1802,-17,334670,153860,54880,1
102114,890,1425,6,337050,149660,159950,1
102134,742,1184,35,321790,164430,191100,1
102154,694,1114,46,298130,175490,181300,1
102174,761,1221,54,283780,165340,188510,1
102194,953,1529,26,274750,144060,207060,1
102214,1165,1895,-27,271600,115850,208110,1
102234,1158,1917,-32,258510,107590,198450,1
102254,974,1653,8,208530,142870,195930,1
102274,834,1412,34,157360,177170,230020,1
102294,775,1241,25,142310,165480,296800,1
102314,751,1146,41,133350,135100,335300,1
102334,787,1191,35,106750,115920,299040,1
102354,809,1264,33,86660,86310,204750,1
102374,768,1233,45,61530,62090,140980,1
102394,665,1075,63,22260,48860,160370,1
102414,582,903,71,-12180,22680,223300,1
102434,521,753,61,-29120,-25060,264950,1
102454,462,640,62,-44170,-75740,254590,1
102474,407,568,63,-74410,-110110,199780,1
102494,358,518,76,-114170,-134680,133630,1
102514,313,480,79,-153300,-162470,83020,1
102534,280,446,67,-183470,-207060,57610,1
102554,261,416,46,-206290,-265440,51240,1
102574,251,393,20,-231280,-319830,47250,1
102594,252,389,3,-266910,-354060,31710,1
102614,262,405,-7,-314300,-362250,-1260,1
102634,285,456,-10,-368130,-351330,-47390,1
102654,318,526,-9,-420420,-333130,-93660,1
102674,368,628,-4,-464240,-318220,-124880,1
102694,449,798,3,-494620,-314370,-132370,1
102714,623,1114,0,-502950,-331590,-116340,1
102734,957,1726,-58,-473760,-380170,-85470,1
102754,1243,1997,-195,-396410,-455840,-54810,1
102774,937,1687,-159,-310660,-509600,2310,1
102794,639,1088,-90,-322980,-433440,174510,1
102814,528,818,-37,-361830,-314580,358190,1
102834,554,831,-2,-352030,-263130,288750,1
102854,766,1156,-13,-215460,-302050,182490,1
102874,1135,1854,-67,-128100,-334950,92120,1
102894,1394,1997,-128,-64190,-325430,74760,1
102914,1136,1924,-100,-21910,-262570,213920,1
102934,843,1286,-51,2240,-166880,394450,1
102954,697,963,-7,12530,-80710,399420,1
102974,682,923,2,44730,-41650,274050,1
102994,767,1103,-15,98770,-32270,143640,1
103014,894,1345,-47,146510,-15750,90160,1
103034,957,1492,-60,160790,40320,120120,1
103054,869,1357,-54,153090,120960,194460,1
103074,677,1034,-21,138460,200760,256550,1
103094,545,792,0,143640,245350,265370,1
103114,461,654,4,169050,256480,229880,1
103134,413,579,-6,198450,256970,187180,1
103154,375,514,-16,212870,272370,165970,1
103174,330,451,-11,206780,309120,154000,1
103194,288,401,6,196280,348250,135170,1
103214,262,370,27,203770,362600,104160,1
103234,260,374,35,235830,342230,65380,1
103254,278,397,30,280000,300650,30100,1
103274,295,419,26,317870,261800,8820,1
103294,320,452,29,340130,238700,-1470,1
103314,360,511,28,353570,222880,-10150,1
103334,420,604,33,360920,211750,-24360,1
103354,527,788,31,365610,200130,-49840,1
103374,687,1093,26,371770,184660,-75040,1
103394,872,1440,15,375130,173600,-65520,1
103414,992,1646,-1,370020,170730,2520,1
103434,928,1515,1,346990,184240,104510,1
103454,766,1238,45,310660,213710,175490,1
103474,680,1107,65,289240,219520,185430,1
103494,706,1127,53,296730,179970,183750,1
103514,822,1283,38,301770,139510,202720,1
103534,1036,1670,11,282940,126980,199080,1
103554,1188,1976,-30,248920,137340,167090,1
103574,1071,1815,-8,212870,155190,167860,1
103594,869,1471,25,171780,175630,226030,1
103614,761,1234,31,147070,172900,301000,1
103634,731,1127,30,134190,145600,333900,1
103654,750,1132,51,103320,129570,298550,1
103674,818,1265,45,71400,106960,204330,1
103694,826,1322,40,58800,62440,126280,1
103714,760,1231,39,35980,30660,136850,1
103734,648,1038,61,-4690,13440,210910,1
103754,559,851,74,-46270,-8260,268380,1
103774,489,694,71,-67060,-56210,264250,1
103794,439,613,68,-83090,-110320,207550,1
103814,388,565,70,-109970,-152810,134680,1
103834,349,534,73,-145040,-187460,79940,1
103854,315,500,68,-179130,-227290,57330,1
103874,291,469,49,-206290,-278110,58310,1
103894,286,449,27,-229950,-331030,60830,1
103914,288,444,5,-261380,-367430,46620,1
103934,298,460,-5,-306250,-377090,9800,1
103954,313,502,-6,-358680,-367290,-42350,1
103974,337,567,-5,-407680,-353010,-94430,1
103994,377,660,0,-445970,-344960,-128030,1
104014,427,773,0,-469770,-349790,-131250,1
104034,517,934,-10,-473200,-373940,-103530,1
104054,683,1196,-48,-447580,-419440,-56000,1
104074,880,1530,-96,-399700,-466270,-9100,1
104094,934,1644,-110,-364070,-473970,39550,1
104114,801,1384,-84,-363300,-427420,126630,1
104134,688,1115,-56,-359590,-372120,238630,1
104154,645,1014,-28,-322770,-343980,281470,1
104174,692,1089,-13,-272790,-330960,242970,1
104194,854,1329,-29,-207340,-335650,199010,1
104214,1061,1650,-45,-137410,-340620,181440,1
104234,1137,1828,-62,-86730,-315210,174650,1
104254,1024,1598,-58,-34580,-278040,186200,1
104274,876,1320,-38,11760,-227150,221900,1
104294,781,1146,-11,39830,-155820,252980,1
104314,752,1076,-6,62160,-89110,252420,1
104334,784,1117,-24,98560,-48160,226940,1
104354,815,1186,-35,143010,-19110,180810,1
104374,810,1215,-35,170870,25760,138950,1
104394,755,1143,-37,178710,87990,130970,1
104414,667,1002,-30,182420,150150,166040,1
104434,570,848,-12,179900,211540,205520,1
104454,494,718,0,180810,259770,216090,1
104474,446,638,-7,197960,282310,198870,1
104494,400,568,-13,222740,290500,171710,1
104514,357,513,-6,236320,307020,147210,1
104534,322,468,-2,237370,334250,123690,1
104554,296,435,10,239610,356720,101570,1
104574,279,417,18,248570,367290,81620,1
104594,275,411,30,265860,361830,61110,1
104614,284,424,40,290150,342090,39900,1
104634,319,473,35,320250,310450,18410,1
104654,373,546,29,353290,269290,-1890,1
104674,459,675,25,388920,210140,-26740,1
104694,569,861,21,385140,203000,-37380,1
104714,717,1141,16,375900,204610,-46200,1
104734,892,1476,0,365400,208740,-35210,1
104754,953,1616,11,343350,222600,28280,1
104774,855,1435,34,316960,235550,134120,1
104794,740,1194,42,306810,225890,211190,1
104814,682,1076,44,302190,203560,222110,1
104834,693,1098,53,283850,188510,200270,1
104854,796,1264,49,263130,170100,182070,1
104874,965,1545,16,246820,147350,176260,1
104894,1090,1785,-4,217000,146020,179760,1
104914,1047,1752,-2,178990,157360,195300,1
104934,871,1450,25,139160,168350,242340,1
104954,747,1201,41,111510,157710,289660,1
104974,704,1086,43,91490,129500,293580,1
104994,706,1072,53,65660,102340,256340,1
105014,748,1145,56,37590,71050,198240,1
105034,769,1187,51,17080,29960,150010,1
105054,730,1149,55,-6300,-7420,137620,1
105074,659,1042,56,-35840,-40110,162820,1
105094,574,890,64,-68670,-71960,203490,1
105114,504,744,64,-95550,-111510,221620,1
105134,441,628,60,-119350,-154700,196210,1
105154,397,571,59,-146090,-194110,138600,1
105174,363,544,61,-176120,-229460,79590,1
105194,333,524,57,-205940,-267120,39480,1
105214,315,508,41,-232190,-311920,20720,1
105234,309,500,21,-258230,-354690,10710,1
105254,313,506,4,-290990,-382550,-3920,1
105274,326,529,-8,-331030,-391720,-28070,1
105294,344,568,-13,-373660,-387240,-57890,1
105314,371,624,-17,-411740,-379050,-81620,1
105334,405,699,-20,-440860,-373800,-88410,1
105354,453,793,-19,-458990,-374290,-72940,1
105374,543,944,-25,-458920,-385980,-40390,1
105394,686,1172,-43,-431340,-413560,-6090,1
105414,838,1450,-71,-387100,-440230,19810,1
105434,895,1557,-90,-351820,-440300,60900,1
105454,809,1368,-77,-331590,-410060,150430,1
105474,718,1151,-55,-308140,-369810,242900,1
105494,676,1055,-24,-274750,-333830,264740,1
105514,717,1108,-12,-228620,-314230,232890,1
105534,844,1290,-24,-164360,-313670,195090,1
105554,986,1532,-31,-102200,-306180,170170,1
105574,1050,1659,-37,-56350,-272650,160440,1
105594,996,1532,-48,-6020,-235410,179270,1
105614,876,1300,-36,36260,-185150,218820,1
105634,770,1122,-8,56980,-111720,240450,1
105654,732,1044,-4,78050,-47740,228900,1
105674,742,1053,-21,117040,-13440,201040,1
105694,760,1098,-32,157850,15960,168420,1
105714,749,1105,-29,177310,66710,144480,1
105734,703,1053,-27,179480,130830,142520,1
105754,641,954,-28,184380,185430,159880,1
105774,560,832,-16,188300,234360,179830,1
105794,484,715,-5,190820,276920,186340,1
105814,421,622,-3,201530,302750,179480,1
105834,378,538,-4,217560,315700,165480,1
105854,340,482,-1,228760,329000,144620,1
105874,313,446,5,236040,344120,116270,1
105894,296,431,11,247940,352170,83650,1
105914,294,436,22,266770,349580,51870,1
105934,308,460,27,290290,336280,23380,1
105954,336,503,31,316260,312970,1120,1
105974,388,577,27,341320,284130,-15260,1
105994,461,685,24,363440,253610,-26880,1
106014,552,835,18,375830,232400,-34790,1
106034,655,1037,18,374360,226310,-42070,1
106054,777,1273,24,363720,230090,-41860,1
106074,843,1400,28,351050,233870,-13720,1
106094,830,1363,34,340550,230510,48930,1
106114,760,1228,44,328580,224350,126280,1
106134,711,1131,53,313810,216930,177520,1
106154,727,1154,52,299390,202090,187530,1
106174,798,1267,49,283990,181510,179900,1
106194,900,1447,40,262850,163590,175490,1
106214,980,1592,25,234920,153440,178920,1
106234,992,1612,14,207270,146860,191660,1
106254,878,1430,34,177590,144130,211120,1
106274,772,1236,50,138180,147700,234010,1
106294,735,1148,48,110530,133140,254100,1
106314,729,1114,52,92470,102270,260050,1
106334,743,1141,64,64190,76930,240100,1
106354,754,1170,59,33810,49980,199010,1
106374,728,1133,56,15470,8820,163310,1
106394,668,1045,59,-4620,-31220,153790,1
106414,589,913,68,-34370,-62930,167790,1
106434,519,780,66,-67340,-93100,189420,1
106454,465,673,58,-90370,-135310,198800,1
106474,425,608,53,-110250,-180320,177520,1
106494,383,566,54,-172480,-242130,80920,1
106514,343,530,53,-206780,-271180,44450,1
106534,315,502,44,-236040,-307300,24010,1
106554,299,486,26,-264110,-343210,11270,1
106574,297,483,11,-296240,-369950,-3640,1
106594,305,497,0,-333340,-383320,-24850,1
106614,325,536,-12,-370650,-386120,-50890,1
106634,366,600,-21,-404880,-381220,-74620,1
106654,416,696,-19,-435330,-369740,-87500,1
106674,484,828,-10,-454580,-362530,-81830,1
106694,578,1015,-7,-447370,-376600,-55160,1
106714,727,1267,-30,-403270,-418390,-13090,1
106734,887,1524,-87,-343280,-459200,36470,1
106754,868,1473,-102,-311850,-449260,106610,1
106774,728,1218,-71,-318360,-384020,198940,1
106794,616,991,-29,-314860,-323610,263480,1
106814,590,902,-7,-275870,-303940,266560,1
106834,667,989,-11,-207060,-316540,219310,1
106854,831,1260,-21,-134890,-326690,155960,1
106874,1021,1630,-31,-80150,-311990,112070,1
106894,1126,1811,-67,-32760,-281400,124810,1
106914,1012,1573,-57,7350,-231070,195300,1
106934,837,1238,-25,30030,-154770,255500,1
106954,725,1028,-7,57260,-91770,254310,1
106974,690,954,-12,91630,-50960,218190,1
106994,713,999,-16,125020,-14000,173250,1
107014,757,1096,-20,152250,28490,134820,1
107034,782,1159,-25,171570,75250,121590,1
107054,757,1123,-40,184870,124740,134960,1
107074,663,991,-30,187530,182770,157640,1
107094,565,847,-12,181020,243040,172340,1
107114,481,712,0,183820,283150,180460,1
107134,423,612,-1,199150,301000,181020,1
107154,381,531,-2,218190,309750,168700,1
107174,341,475,0,231700,322420,143500,1
107194,312,442,7,241080,337470,107450,1
107214,301,433,12,254310,344890,70280,1
107234,298,437,19,273630,340690,39550,1
107254,314,464,22,297080,325780,14140,1
107274,346,512,24,320880,304080,-8960,1
107294,404,601,23,342580,280560,-30800,1
107314,489,736,18,361550,257740,-49840,1
107334,595,923,13,371210,244160,-60480,1
107354,716,1154,14,367780,244370,-58030,1
107374,841,1392,12,361340,246960,-40390,1
107394,901,1495,7,359170,242480,1610,1
107414,861,1439,19,352590,238700,66990,1
107434,771,1260,39,333410,244860,130060,1
107454,705,1150,48,316960,240870,165200,1
107474,702,1133,61,302190,223580,182770,1
107494,766,1216,52,283710,201180,195720,1
107514,882,1399,25,273980,166180,193900,1
107534,944,1521,18,251930,147490,189490,1
107554,899,1479,45,196630,167790,195300,1
107574,807,1328,56,145460,179480,209930,1
107594,736,1176,55,130410,147070,242130,1
107614,716,1103,46,118230,106050,273490,1
107634,729,1100,55,89250,80430,269710,1
107654,767,1171,58,52150,63420,223090,1
107674,751,1183,65,23450,35560,159390,1
107694,688,1101,75,-3920,3220,131180,1
107714,620,977,69,-26040,-39200,159180,1
107734,560,841,56,-40530,-91770,206640,1
107754,498,716,54,-60830,-133980,228410,1
107774,444,626,59,-95270,-157430,204470,1
107794,399,579,64,-135310,-175420,146440,1
107814,366,557,68,-168000,-204050,84000,1
107834,344,543,60,-190960,-246890,38780,1
107854,337,542,38,-207270,-300580,14700,1
107874,341,544,10,-225190,-351820,2590,1
107894,348,548,-3,-255080,-381780,-5600,1
107914,354,565,-7,-298270,-385140,-17500,1
107934,374,603,-11,-344680,-373870,-35490,1
107954,402,660,-12,-383460,-362320,-55440,1
107974,442,737,-14,-411880,-355740,-65870,1
107994,493,831,-17,-428120,-356720,-61670,1
108014,568,961,-22,-430290,-365960,-43470,1
108034,680,1145,-39,-414190,-383390,-18690,1
108054,782,1334,-58,-380730,-403550,9380,1
108074,817,1386,-66,-347410,-407960,54390,1
108094,787,1290,-65,-325850,-388010,134610,1
108114,741,1159,-40,-308070,-353150,213220,1
108134,728,1136,-14,-283220,-315980,236320,1
108154,779,1221,-12,-240800,-293090,207970,1
108174,884,1363,-24,-176750,-294280,182140,1
108194,966,1502,-30,-111790,-293580,184870,1
108214,1006,1560,-31,-69650,-261450,192570,1
108234,960,1459,-35,-30100,-219940,202790,1
108254,871,1299,-19,7910,-173880,214410,1
108274,795,1179,-8,37590,-117530,216510,1
108294,747,1093,-7,64960,-63490,207620,1
108314,733,1051,-17,98140,-23310,210560,1
108334,722,1029,-20,148540,63000,195370,1
108354,709,1034,-18,158760,115780,163310,1
108374,685,1014,-20,170730,160930,147350,1
108394,641,955,-22,180040,203560,154910,1
108414,573,851,-15,182700,246820,169960,1
108434,501,738,-8,183750,283780,177800,1
108454,438,637,0,186690,310170,171920,1
108474,383,551,5,192780,326900,155680,1
108494,344,485,11,204260,333830,130410,1
108514,320,449,13,221060,331660,100450,1
108534,303,424,17,239890,324240,72240,1
