T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],LabelX,LabelY
38974,589,775,25,-12810,-12320,-350,0,0
38994,590,772,30,-16940,-9240,17710,0,0
39014,615,790,21,-10010,-19320,19600,0,0
39034,639,824,13,-5880,-24920,1470,0,0
39054,645,849,19,-13720,-14210,-23590,0,0
39074,636,854,26,-18130,-5810,-33110,0,0
39094,623,833,23,-11620,-11270,-16800,0,0
39114,599,788,20,-5040,-17920,15190,0,0
39134,575,735,20,-5040,-15960,39690,0,0
39154,571,719,21,-7490,-11270,37240,0,0
39174,588,745,21,-8540,-9800,8120,0,0
39194,611,793,20,-8890,-9520,-27440,0,0
39214,631,840,23,-9940,-6580,-45360,0,0
39234,647,875,23,-8190,-5390,-35630,0,0
39254,648,868,18,-1610,-9240,-3150,0,0
39274,636,829,15,5390,-12880,30800,0,0
39294,607,774,16,4130,-6510,41790,0,0
39314,582,740,26,-1680,4760,24990,0,0
39334,575,745,26,-420,5810,-5740,0,0
39354,585,768,22,5740,-840,-24430,0,0
39374,600,792,23,8960,-4480,-18270,0,0
39394,619,810,21,9170,-3430,1190,0,0
39414,639,833,17,9380,-980,15330,0,0
39434,654,854,18,9870,2100,13230,0,0
39454,648,854,23,8470,7630,70,0,0
39474,626,833,24,8750,10570,-10780,0,0
39494,602,795,21,13790,7070,-8540,0,0
39514,577,753,21,17010,5040,9800,0,0
39534,564,723,25,14280,8610,31570,0,0
39554,572,723,26,11830,10150,37100,0,0
39574,601,766,19,13090,6370,16730,0,0
39594,629,827,21,11760,6650,-17570,0,0
39614,642,862,28,6510,13020,-38990,0,0
39634,641,865,24,7840,11480,-32200,0,0
39654,630,833,16,15610,2310,-490,0,0
39674,602,778,20,16450,1960,35280,0,0
39694,575,734,25,8680,11900,49070,0,0
39714,567,719,29,4130,15820,33110,0,0
39734,575,741,24,6510,9100,-70,0,0
39754,593,778,25,8050,2520,-27230,0,0
39774,614,814,24,6790,490,-32060,0,0
39794,632,839,21,6230,-1050,-14840,0,0
39814,647,848,19,5110,-980,11340,0,0
39834,650,849,20,2240,2240,25340,0,0
39854,646,845,22,0,5250,15050,0,0
39874,629,833,21,1960,3150,-9590,0,0
39894,599,795,24,3290,1610,-19670,0,0
39914,573,752,27,700,3920,-2520,0,0
39934,562,722,25,-490,3080,22890,0,0
39954,569,720,23,280,-980,35700,0,0
39974,593,758,24,-770,-3010,25270,0,0
39994,629,819,26,-3850,-2870,-5320,0,0
40014,665,893,18,-3990,-4970,-38920,0,0
40034,679,927,18,-1120,-8470,-53200,0,0
40054,651,881,21,-2380,-4760,-31220,0,0
40074,607,800,27,-4970,1260,16660,0,0
40094,575,727,23,-3360,630,55090,0,0
40114,558,696,21,-210,-3920,55230,0,0
40134,551,698,25,-490,-5460,21140,0,0
40154,558,724,29,-5600,-1750,-17430,0,0
40174,585,771,30,-9800,-420,-37030,0,0
40194,623,822,22,-7840,-7070,-32480,0,0
40214,649,855,17,-3710,-14070,-12040,0,0
40234,655,862,25,-4410,-11830,9310,0,0
40254,660,863,21,-6790,-6300,16240,0,0
40274,647,848,15,-3570,-8050,4060,0,0
40294,619,816,22,-630,-8820,-11410,0,0
40314,592,784,29,-4900,-140,-11830,0,0
40334,582,760,25,-6300,3850,2660,0,0
40354,584,748,17,1190,-5040,20510,0,0
40374,589,746,20,5530,-10500,28770,0,0
40394,595,768,26,-210,-3220,18550,0,0
40414,615,807,23,-4130,2100,-7350,0,0
40434,625,831,22,280,-2590,-30100,0,0
40454,616,818,25,3080,-5250,-29190,0,0
40474,603,792,27,1470,-1680,-4830,0,0
40494,602,770,21,3850,-2450,22470,0,0
40514,605,771,17,8750,-6930,31850,0,0
40534,610,785,23,7000,-3500,20720,0,0
40554,620,817,24,1820,4270,-3850,0,0
40574,626,837,20,2800,4480,-28070,0,0
40594,621,830,22,7140,700,-29960,0,0
40614,609,799,26,8750,630,-4620,0,0
40634,605,778,21,9240,1680,27440,0,0
40654,606,772,18,11410,140,38640,0,0
40674,605,782,22,11830,840,21280,0,0
40694,612,805,28,7420,7280,-7840,0,0
40714,620,823,26,9660,4480,-22750,0,0
40734,627,832,18,14630,-1470,-2030,0,0
40754,618,809,21,11970,2870,22260,0,0
40774,605,781,24,7420,9030,31710,0,0
40794,597,766,23,7700,8120,19950,0,0
40814,593,767,21,7770,6720,-1540,0,0
40834,596,780,27,5670,7840,-17010,0,0
40854,607,805,27,7070,4340,-17150,0,0
40874,626,826,15,11830,-3150,-4130,0,0
40894,625,814,16,8190,840,14350,0,0
40914,606,791,26,-630,11340,22540,0,0
40934,595,772,27,-140,9800,12880,0,0
40954,591,768,22,5670,700,-1680,0,0
40974,591,771,22,5880,-2100,-8120,0,0
40994,597,780,23,2240,140,-4340,0,0
41014,616,803,20,2520,-1960,770,0,0
41034,629,820,17,1960,-2240,2590,0,0
41054,626,820,26,-4550,5670,3220,0,0
41074,620,817,27,-5670,6790,-420,0,0
41094,625,820,16,3150,-4550,-6160,0,0
41114,619,810,15,6790,-8890,-3710,0,0
41134,603,785,24,-1120,1470,7420,0,0
41154,598,780,25,-5670,7070,14210,0,0
41174,613,790,18,-910,700,9590,0,0
41194,626,815,21,840,-1750,-490,0,0
41214,630,831,26,-2100,2030,-9380,0,0
41234,633,837,19,700,-770,-12740,0,0
41254,623,819,17,4200,-3990,-4900,0,0
41274,606,796,22,840,1330,10150,0,0
41294,598,775,23,-1680,5390,20580,0,0
41314,596,768,22,420,3080,19740,0,0
41334,599,775,20,2030,140,7630,0,0
41354,605,789,22,1470,0,-7280,0,0
41374,614,809,23,1330,210,-14350,0,0
41394,624,822,18,2380,-1190,-10710,0,0
41414,625,819,20,2730,-1400,2100,0,0
41434,616,804,23,1190,1680,14770,0,0
41454,606,787,23,980,2590,15050,0,0
41474,596,774,20,3850,-980,5320,0,0
41494,584,759,20,5320,-3010,-2730,0,0
41514,578,753,23,2660,-910,-4760,0,0
41534,575,749,22,490,350,-980,0,0
41554,589,762,25,-560,560,6790,0,0
41574,618,805,22,-1190,-420,7770,0,0
41594,656,860,15,2030,-5250,-4200,0,0
41614,673,894,15,4410,-6160,-18130,0,0
41634,659,884,25,560,1540,-21700,0,0
41654,634,844,22,70,4900,-10010,0,0
41674,605,788,17,7210,-840,12950,0,0
41694,572,735,22,9310,-1400,32340,0,0
41714,555,703,28,4410,4410,35420,0,0
41734,561,713,25,3500,4060,20580,0,0
41754,587,759,18,7140,-3360,-6160,0,0
41774,614,809,20,6650,-5810,-29120,0,0
41794,635,850,26,1820,-630,-32480,0,0
41814,654,871,19,1610,-70,-18970,0,0
41834,658,866,13,7140,-5880,280,0,0
41854,637,831,19,7420,-3850,17640,0,0
41874,611,792,24,1610,5880,22330,0,0
41894,596,775,21,1680,6930,10570,0,0
41914,585,763,20,6090,1890,-2380,0,0
41934,582,761,27,5110,2310,-4130,0,0
41954,599,782,24,2100,4340,2520,0,0
41974,633,823,16,5390,-1330,6370,0,0
41994,649,852,15,9100,-6580,840,0,0
42014,639,848,25,2940,1890,-6510,0,0
42034,622,824,26,-2940,10430,-8960,0,0
42054,598,784,21,3640,2660,-4130,0,0
42074,574,743,20,10850,-6650,10710,0,0
42094,565,719,28,7980,-4270,26600,0,0
42114,582,740,21,3010,-420,28560,0,0
42134,612,790,17,3920,-4620,10710,0,0
42154,636,838,24,2170,-4900,-15470,0,0
42174,653,881,27,-3990,1330,-32480,0,0
42194,657,883,15,-1050,-2380,-32620,0,0
42214,627,827,11,7770,-12320,-11130,0,0
42234,575,741,25,4970,-7000,24920,0,0
42254,542,682,33,-7070,8400,50960,0,0
42274,545,683,24,-9100,8750,44870,0,0
42294,562,715,19,-1260,-4760,11270,0,0
42314,587,762,28,-1400,-8400,-21070,0,0
42334,629,836,25,-9100,-1750,-34160,0,0
42354,677,901,10,-7910,-5250,-32060,0,0
42374,684,913,10,490,-14560,-19110,0,0
42394,656,874,27,-2660,-6300,3080,0,0
42414,632,830,25,-11270,8960,20720,0,0
42434,621,803,11,-3640,2730,19810,0,0
42454,601,781,16,8470,-8960,8260,0,0
42474,587,770,28,3850,-280,1750,0,0
42494,602,787,26,-5040,12740,4340,0,0
42514,633,821,14,630,6160,7280,0,0
42534,646,842,16,6370,980,-1680,0,0
42554,640,850,28,2030,9310,-6510,0,0
42574,633,841,19,9730,1610,-8610,0,0
42594,609,798,11,13580,-1820,2660,0,0
42614,563,729,23,3150,12250,23940,0,0
42634,528,678,36,-3990,19530,34860,0,0
42654,529,666,30,2380,7140,27720,0,0
42674,550,690,19,8820,-6300,8540,0,0
42694,574,731,21,2870,-3150,-13160,0,0
42714,603,788,28,-6580,6300,-28840,0,0
42734,637,851,25,-5740,4690,-31920,0,0
42754,666,892,20,630,-2450,-18900,0,0
42774,675,896,23,2520,-2380,3500,0,0
42794,670,882,22,5110,-1680,17360,0,0
42814,661,866,12,11760,-5810,12320,0,0
42834,637,835,18,10780,-980,2030,0,0
42854,612,805,32,3920,10290,-1120,0,0
42874,608,799,28,7140,7070,-1050,0,0
42894,617,805,20,17220,-5670,2030,0,0
42914,613,798,16,17150,-5880,8400,0,0
42934,594,770,23,8330,4480,10920,0,0
42954,567,735,28,3500,8960,7700,0,0
42974,545,706,26,3710,5530,4200,0,0
42994,530,683,27,2380,2240,5950,0,0
43014,533,679,32,-280,70,12180,0,0
43034,564,717,26,-560,-5040,13790,0,0
43054,613,785,21,-280,-10430,2590,0,0
43074,665,875,21,-2450,-9870,-17920,0,0
43094,716,965,25,-4620,-5670,-36540,0,0
48874,571,747,41,23100,-3360,-6930,0,0
48894,610,806,38,21350,-6230,-5950,0,0
48914,644,860,40,14350,-910,-6090,0,0
48934,669,904,45,7630,6510,-9800,0,0
48954,668,913,46,6090,8470,-14560,0,0
48974,649,881,41,9730,3500,-12880,0,0
48994,611,817,35,13720,-2030,1330,0,0
49014,570,749,40,9800,1400,22190,0,0
49034,551,709,47,-420,10640,35420,0,0
49054,554,712,44,-5390,12390,29750,0,0
49074,576,749,42,-3710,6020,6090,0,0
49094,597,794,45,-5110,3500,-20790,0,0
49114,618,833,49,-10290,5810,-33600,0,0
49134,642,870,38,-8820,420,-30450,0,0
49154,642,864,35,-4410,-7700,-14840,0,0
49174,603,802,44,-11270,-770,9800,0,0
49194,572,747,50,-22610,11830,27370,0,0
49214,564,729,43,-22330,9590,23940,0,0
49234,570,743,36,-13160,-4060,2170,0,0
49254,576,762,40,-11200,-8260,-18690,0,0
49274,592,788,47,-19600,420,-22610,0,0
49294,618,824,43,-24220,4130,-15400,0,0
49314,643,856,35,-19530,-2940,-8750,0,0
49334,641,859,41,-16940,-4620,-3430,0,0
49354,634,849,47,-20580,2800,980,0,0
49374,625,835,37,-16940,1050,-210,0,0
49394,606,803,36,-7560,-7490,-2520,0,0
49414,584,772,45,-8610,-2660,1470,0,0
49434,578,763,50,-15540,9030,8540,0,0
49454,596,782,40,-11620,6440,12250,0,0
49474,613,805,36,-70,-6090,8890,0,0
49494,622,825,43,3150,-7700,1120,0,0
49514,630,847,43,1330,-1190,-8750,0,0
49534,630,850,37,6300,-2520,-15890,0,0
49554,610,818,40,11970,-5810,-8050,0,0
49574,587,771,45,10360,-1050,14770,0,0
49594,580,757,43,10220,1890,30870,0,0
49614,595,775,35,18410,-5530,24500,0,0
49634,612,808,38,24640,-10500,6650,0,0
49654,625,835,42,21630,-4480,-8050,0,0
49674,634,856,42,18130,1750,-14910,0,0
49694,630,849,42,20790,420,-11410,0,0
49714,605,805,43,23870,-1470,3920,0,0
49734,583,762,45,22680,910,24990,0,0
49754,574,743,39,23520,-70,35140,0,0
49774,570,739,35,26950,-4620,25130,0,0
49794,566,745,45,24570,-1820,5950,0,0
49814,576,768,48,15610,8400,-5180,0,0
49834,607,805,44,11830,-560,1190,0,0
49854,640,848,35,23240,-8890,5390,0,0
49874,648,862,39,18410,-2240,7070,0,0
49894,635,853,45,11480,7560,5600,0,0
49914,618,825,43,11970,7070,4620,0,0
49934,597,790,40,13370,4900,9730,0,0
49954,579,763,44,10990,6370,16030,0,0
49974,581,763,44,11620,3570,15960,0,0
49994,600,785,36,15400,-3570,8190,0,0
50014,616,809,36,11130,-420,-3010,0,0
50034,627,836,46,1330,10360,-14210,0,0
50054,639,866,47,1890,9170,-23380,0,0
50074,637,865,38,9520,-1330,-19810,0,0
50094,603,807,41,6510,210,3920,0,0
50114,571,748,46,-1260,6650,28350,0,0
50134,561,722,41,-1260,3360,31080,0,0
50154,576,741,36,140,-1400,13160,0,0
50174,596,780,42,-6510,3990,-10850,0,0
50194,628,840,47,-12880,9170,-31570,0,0
50214,658,895,42,-8680,2380,-42700,0,0
50234,663,911,36,-3920,-4270,-34090,0,0
50254,634,864,42,-7350,-840,-5040,0,0
50274,597,787,41,-10920,2170,25620,0,0
50294,563,727,38,-10850,140,34930,0,0
50314,540,689,40,-14980,2800,21280,0,0
50334,541,699,50,-20580,6580,-3990,0,0
50354,575,755,46,-18130,-490,-29820,0,0
50374,624,836,32,-10990,-13440,-45080,0,0
50394,651,882,38,-12180,-14420,-38920,0,0
50414,657,896,45,-21070,-3360,-14910,0,0
50434,655,885,43,-20510,-3500,7350,0,0
50454,643,851,33,-12110,-12530,17010,0,0
50474,608,800,36,-11480,-10990,14560,0,0
50494,571,753,48,-18410,140,6230,0,0
50514,557,736,47,-18270,630,-630,0,0
50534,567,748,40,-11200,-9310,420,0,0
50554,591,775,40,-7630,-15470,7210,0,0
50574,613,809,41,-10220,-12180,8890,0,0
50594,631,840,42,-11270,-8750,910,0,0
50614,633,852,40,-8330,-9450,-9100,0,0
50634,617,832,40,-5600,-10150,-9730,0,0
50654,598,797,42,-4480,-8680,4410,0,0
50674,583,767,40,-1680,-9240,21840,0,0
50694,575,749,37,1330,-10430,30240,0,0
50714,575,745,40,1610,-8190,26670,0,0
50734,590,767,43,840,-4130,11830,0,0
50754,612,814,42,3010,-3430,-8820,0,0
50774,632,853,38,8260,-6160,-21350,0,0
50794,630,851,38,11480,-6020,-14840,0,0
50814,611,813,44,9800,140,8260,0,0
50834,592,776,40,9310,4620,31150,0,0
50854,580,750,38,13720,3360,36330,0,0
50874,580,752,41,17150,3430,23380,0,0
50894,593,781,41,18130,6230,2170,0,0
50914,617,824,38,20790,6650,-14070,0,0
50934,644,864,37,23310,6860,-15120,0,0
50954,650,877,40,22400,11340,-2030,0,0
50974,643,861,40,22400,15820,12740,0,0
50994,612,814,41,25760,16520,18970,0,0
51014,582,768,42,27300,18480,19740,0,0
51034,571,744,42,28280,19460,17710,0,0
51054,573,749,39,30450,17920,12040,0,0
51074,585,769,43,29750,18830,6650,0,0
51094,605,800,45,24710,24430,3500,0,0
51114,627,836,44,22750,25550,-2100,0,0
51134,644,863,42,25900,20860,-9450,0,0
51154,645,873,39,28980,16870,-13300,0,0
51174,635,857,41,28210,17290,-8540,0,0
51194,621,826,43,24500,20510,5530,0,0
51214,604,800,45,20650,22610,16380,0,0
51234,590,781,44,18830,21630,14070,0,0
51254,577,766,51,16450,20790,4830,0,0
51274,575,764,48,13720,18340,-3640,0,0
51294,580,767,42,14770,9310,-10220,0,0
51314,580,767,42,14420,2030,-11130,0,0
51334,579,769,51,5880,5110,-6300,0,0
51354,582,771,50,-3570,8680,-2100,0,0
51374,600,790,46,-4830,1680,-2030,0,0
51394,618,821,44,-2940,-8960,-8190,0,0
51414,641,860,42,-4900,-14000,-19670,0,0
51434,649,879,40,-7350,-16520,-28840,0,0
51454,629,852,45,-11830,-15890,-25200,0,0
51474,603,806,45,-19950,-11410,-9450,0,0
51494,582,768,46,-23520,-12180,7140,0,0
51514,575,752,41,-21770,-19320,15190,0,0
51534,577,755,40,-20370,-26670,9800,0,0
51554,579,759,40,-22750,-29540,-3570,0,0
51574,586,777,44,-29190,-26530,-15750,0,0
51594,600,809,47,-35280,-23450,-23030,0,0
51614,624,842,43,-35280,-26880,-21280,0,0
51634,634,848,38,-29540,-36120,-9240,0,0
51654,631,835,36,-26530,-40950,7560,0,0
51674,620,818,37,-29820,-32760,9100,0,0
51694,611,811,41,-31150,-26460,700,0,0
51714,605,807,43,-29400,-24710,-560,0,0
51734,604,801,39,-22750,-28770,6300,0,0
51754,604,797,39,-16310,-31640,15820,0,0
51774,608,799,37,-13790,-28770,19180,0,0
51794,611,802,36,-11340,-24640,12740,0,0
51814,604,796,34,-10010,-17990,4550,0,0
51834,588,778,42,-11340,-8610,3710,0,0
51854,577,765,43,-7770,-6230,9590,0,0
51874,583,770,39,2380,-12320,17220,0,0
51894,597,778,31,8680,-13230,22610,0,0
51914,605,789,35,6860,-3220,20930,0,0
51934,606,799,39,4690,8400,11480,0,0
51954,604,803,40,7490,14210,1820,0,0
51974,601,801,42,13300,15470,2100,0,0
51994,597,792,39,20580,14350,13300,0,0
52014,601,789,35,27650,13650,23590,0,0
52034,614,803,33,30030,19250,23590,0,0
52054,624,821,36,27230,31710,14770,0,0
52074,632,844,42,27020,41090,140,0,0
52094,632,853,41,33250,41440,-11060,0,0
52114,632,849,40,42070,37240,-8750,0,0
52134,626,837,36,49210,33880,4550,0,0
52154,609,804,35,48790,38570,19390,0,0
52174,586,766,44,41020,50680,25130,0,0
52194,571,752,49,36260,57260,14630,0,0
52214,584,774,46,42070,49070,-8120,0,0
52234,607,809,41,50400,36050,-25200,0,0
52254,615,826,40,49420,32550,-22890,0,0
52274,611,814,45,39620,38640,-6230,0,0
52294,599,795,48,30730,42770,8190,0,0
52314,588,781,50,27510,38920,9240,0,0
52334,586,777,50,27930,29260,-700,0,0
52354,589,781,50,28630,17780,-12530,0,0
52374,599,798,42,26880,8330,-19740,0,0
52394,606,810,45,19670,5460,-19810,0,0
52414,607,814,51,6860,9730,-12460,0,0
52434,604,811,56,-3570,10500,-3570,0,0
52454,606,810,52,-4270,-1120,-910,0,0
52474,604,800,45,-840,-17710,-5600,0,0
52494,594,791,43,-3570,-25690,-11760,0,0
52514,587,784,46,-13020,-24850,-13020,0,0
52534,586,780,45,-23030,-23240,-7840,0,0
52554,585,778,48,-30590,-24500,140,0,0
52574,594,790,52,-34580,-29330,4060,0,0
52594,626,834,42,-31220,-41790,-4060,0,0
52614,650,870,34,-24850,-55650,-19530,0,0
52634,642,874,37,-28770,-54670,-25900,0,0
52654,612,830,46,-42840,-39690,-14210,0,0
52674,580,777,47,-49840,-32690,7630,0,0
52694,564,738,41,-43890,-41370,24570,0,0
52714,556,719,37,-37450,-50120,29120,0,0
52734,560,722,34,-36540,-51240,19950,0,0
52754,577,748,35,-38430,-47250,1750,0,0
52774,601,797,41,-42420,-39060,-13930,0,0
52794,631,852,46,-45150,-31150,-17780,0,0
52814,670,908,40,-39060,-32270,-10430,0,0
52834,691,934,32,-24080,-41930,350,0,0
52854,687,920,28,-12880,-44800,9940,0,0
52874,649,866,31,-12600,-32970,16100,0,0
52894,604,800,38,-16800,-14770,20160,0,0
52914,566,745,43,-17290,-1890,23030,0,0
52934,547,713,44,-10290,-350,23870,0,0
52954,554,713,40,2520,-7560,23660,0,0
52974,584,751,31,14490,-14420,18620,0,0
52994,617,809,28,20650,-13580,3780,0,0
53014,636,848,36,18690,-980,-12390,0,0
53034,633,856,46,12390,17920,-16240,0,0
53054,625,842,42,13860,26040,-8610,0,0
53074,611,811,37,28350,17010,5740,0,0
53094,589,768,31,42070,8750,22960,0,0
53114,562,726,34,42770,15470,32480,0,0
53134,547,706,41,35000,31570,30520,0,0
53154,556,725,45,29820,42980,19460,0,0
53174,589,777,43,32200,42980,1610,0,0
53194,628,840,40,40040,35350,-13930,0,0
53214,654,881,35,47810,28280,-17500,0,0
53234,647,871,36,49000,29820,-8330,0,0
53254,629,839,41,42280,40880,7910,0,0
53274,604,803,45,35980,50890,19320,0,0
53294,592,786,47,35490,52780,20720,0,0
53314,598,792,45,39340,47250,14280,0,0
53334,614,812,41,44030,38920,5390,0,0
53354,631,841,38,45500,33320,-2730,0,0
53374,634,855,44,41720,33950,-11270,0,0
53394,624,846,51,32130,41650,-13370,0,0
53414,611,823,49,25340,44450,-7490,0,0
53434,591,787,47,27440,34300,350,0,0
53454,577,759,45,30240,21770,8540,0,0
53474,572,751,44,26740,16100,10290,0,0
53494,585,769,44,13300,11620,-14140,0,0
53514,599,799,46,4550,11270,-25690,0,0
53534,602,813,53,-4480,10220,-27090,0,0
53554,605,819,51,-5880,-280,-20090,0,0
53574,607,813,45,-4270,-14420,-7840,0,0
53594,603,801,40,-9590,-19600,2800,0,0
53614,597,788,44,-21560,-15540,4760,0,0
53634,595,785,47,-31080,-13580,-4900,0,0
53654,597,797,46,-34930,-18200,-19810,0,0
53674,597,806,46,-37520,-24080,-24430,0,0
53694,601,812,50,-39270,-30450,-14210,0,0
53714,611,817,45,-37450,-40600,210,0,0
53734,625,824,32,-35980,-47880,6370,0,0
53754,617,815,40,-43610,-41160,3570,0,0
53774,606,810,49,-53060,-31010,-5320,0,0
53794,604,813,45,-49350,-36540,-14140,0,0
53814,605,810,37,-39690,-48580,-11200,0,0
53834,598,795,39,-38780,-49140,4760,0,0
53854,592,780,39,-41510,-43960,19670,0,0
53874,604,788,34,-37730,-44520,18060,0,0
53894,611,802,35,-35140,-41860,4060,0,0
53914,611,812,41,-37030,-32550,-8400,0,0
53934,618,825,41,-32410,-30590,-12110,0,0
53954,624,832,34,-20230,-37730,-5250,0,0
53974,621,823,33,-12390,-38710,9940,0,0
53994,607,797,35,-13020,-27650,25410,0,0
54014,594,775,36,-13230,-16030,29120,0,0
54034,585,762,38,-8260,-11270,18830,0,0
54054,581,761,35,-420,-10500,3850,0,0
54074,578,763,39,6580,-8960,-3150,0,0
54094,583,768,35,12320,-6930,2380,0,0
54114,599,785,33,17570,-4970,13020,0,0
54134,613,800,33,20090,980,20020,0,0
54154,618,814,37,20720,10710,16030,0,0
54174,621,824,41,24150,17500,2940,0,0
54194,622,833,38,31780,18270,-5740,0,0
54214,615,821,34,39480,17570,-840,0,0
54234,599,790,36,41860,22470,14840,0,0
54254,583,764,39,39830,31990,28560,0,0
54274,578,754,40,39480,38430,29820,0,0
54294,588,772,42,43190,38360,18480,0,0
54314,613,813,40,48650,35280,0,0,0
54334,643,863,36,53130,33110,-16520,0,0
54354,659,895,35,54390,35070,-20930,0,0
54374,653,891,38,50050,43750,-8470,0,0
54394,634,854,44,44240,52640,13020,0,0
54414,604,803,46,44380,52500,27720,0,0
54434,590,771,43,48510,45850,26250,0,0
54454,579,762,42,51030,39270,11410,0,0
54474,581,768,40,49630,35840,-5740,0,0
54494,588,784,42,44310,35700,-14420,0,0
54514,591,792,51,34720,39130,-10780,0,0
54534,598,801,52,25760,39900,-910,0,0
54554,619,825,48,25760,28700,2520,0,0
54574,632,844,40,30170,12530,-3990,0,0
54594,628,843,41,26880,6300,-13790,0,0
54614,606,818,50,14070,11760,-17010,0,0
54634,588,790,51,2100,15050,-10570,0,0
54654,575,765,47,-1680,6650,-1680,0,0
54674,566,744,48,-3430,-5040,5810,0,0
54694,566,738,47,-8120,-13580,6930,0,0
54714,575,751,43,-13860,-20440,-2870,0,0
54734,596,791,42,-20160,-25830,-19320,0,0
54754,617,835,45,-28350,-27370,-32620,0,0
54774,633,860,47,-37030,-27230,-34020,0,0
54794,636,864,46,-41580,-31360,-22400,0,0
54814,633,847,41,-40600,-41020,-6510,0,0
54834,620,822,36,-40180,-47950,3290,0,0
54854,600,795,39,-44100,-47460,2730,0,0
54874,584,778,43,-51030,-41860,-2730,0,0
54894,582,774,42,-55580,-39060,-8120,0,0
54914,580,772,42,-54950,-42560,-8960,0,0
54934,589,777,40,-52430,-47390,-3360,0,0
54954,603,795,36,-49490,-51520,1680,0,0
54974,622,822,32,-45290,-55020,140,0,0
54994,631,841,37,-43190,-53200,-5040,0,0
55014,627,840,40,-46200,-43260,-7140,0,0
55034,620,831,39,-46340,-35980,-4760,0,0
55054,611,811,34,-36680,-39830,1330,0,0
55074,598,785,32,-25340,-44730,10640,0,0
55094,582,761,34,-21280,-40110,19880,0,0
55114,583,758,35,-21560,-29680,23240,0,0
55134,597,780,35,-19390,-21980,16240,0,0
55154,615,814,38,-15190,-16450,4760,0,0
55174,631,844,36,-9380,-12530,-2450,0,0
55194,635,847,31,140,-12320,-3710,0,0
55214,620,821,33,8120,-9800,4970,0,0
55234,599,791,33,11340,-1470,19110,0,0
55254,576,750,34,13860,7630,27930,0,0
55274,563,729,40,16520,16100,30380,0,0
55294,570,741,39,20860,20790,23870,0,0
55314,595,783,33,39410,15400,-3710,0,0
55334,625,831,31,42840,19600,-8260,0,0
55354,631,845,35,38430,32970,910,0,0
55374,624,835,41,36610,42560,14420,0,0
55394,612,812,38,43750,40320,18830,0,0
55414,594,786,38,50750,36750,18550,0,0
55434,585,768,43,52010,38290,17570,0,0
55454,609,800,38,55230,35350,6230,0,0
55474,653,872,26,58800,32410,-12320,0,0
55494,684,930,33,48650,47600,-17290,0,0
55514,684,947,55,33250,68390,-5110,0,0
55534,683,940,50,40180,60130,6580,0,0
55554,649,873,29,58800,36960,14000,0,0
55574,579,772,38,52780,42000,27650,0,0
55594,517,680,52,32900,60200,39900,0,0
55614,498,637,51,28350,55510,37590,0,0
55634,507,641,41,31500,39340,22890,0,0
55654,537,689,47,24150,36190,2450,0,0
55674,586,778,58,15120,35420,-21910,0,0
55694,660,901,46,21140,17990,-45290,0,0
55714,716,992,29,30100,-1540,-53900,0,0
55734,689,959,42,16030,7980,-31850,0,0
55754,618,850,54,-3080,23450,10430,0,0
55774,561,741,49,-2100,12950,43190,0,0
55794,520,660,43,2520,-4410,50190,0,0
55814,497,627,50,-4760,-8120,33600,0,0
55834,507,645,55,-13090,-10710,490,0,0
55854,554,725,46,-12250,-25340,-39480,0,0
55874,617,829,40,-12810,-37940,-66430,0,0
55894,669,925,46,-22540,-36890,-66290,0,0
55914,703,982,48,-30240,-34440,-43470,0,0
55934,712,981,40,-26950,-43330,-11970,0,0
55954,670,906,31,-22750,-52360,12250,0,0
55974,603,797,37,-30170,-45080,22610,0,0
55994,540,707,46,-41510,-32690,18690,0,0
56014,498,649,51,-44310,-33600,7910,0,0
56034,491,632,46,-40110,-46340,1680,0,0
56054,514,656,41,-35420,-60620,-1540,0,0
56074,560,720,40,-35630,-67410,-10150,0,0
56094,623,819,37,-39270,-66290,-26460,0,0
56114,689,939,36,-41230,-63280,-46340,0,0
56134,727,1016,38,-42000,-58730,-56560,0,0
56154,713,1003,37,-42140,-53410,-42770,0,0
56174,659,903,37,-36470,-53760,-4550,0,0
56194,607,796,28,-28350,-56070,36400,0,0
56214,566,725,27,-25830,-51170,48370,0,0
56234,539,688,35,-30660,-36750,33600,0,0
56254,530,686,45,-36960,-21070,12390,0,0
56274,550,720,47,-36680,-16170,-4480,0,0
56294,590,782,41,-25690,-26320,-14560,0,0
56314,644,859,27,-8680,-41650,-21700,0,0
56334,663,894,27,280,-42840,-22960,0,0
56354,644,868,36,-6160,-23240,-7560,0,0
56374,613,813,40,-13510,-3500,16100,0,0
56394,585,761,35,-8820,1190,29750,0,0
56414,567,736,38,770,980,27300,0,0
56434,561,731,41,7770,3500,16660,0,0
56454,583,758,35,14840,3990,9030,0,0
56474,623,817,26,21070,4410,5040,0,0
56494,648,861,34,19180,15820,1890,0,0
56514,651,885,43,12880,35140,-770,0,0
56534,635,864,44,14560,45360,2170,0,0
56554,611,818,36,27090,39480,17640,0,0
56574,587,762,30,39620,31570,39900,0,0
56594,568,729,32,42070,35980,49980,0,0
56614,561,728,37,36680,49980,37800,0,0
56634,570,753,42,31990,62090,16450,0,0
56654,596,795,46,32060,65870,2590,0,0
56674,630,846,42,38430,59710,-1540,0,0
56694,659,890,32,48650,49630,140,0,0
56714,658,889,35,53760,47530,7420,0,0
