T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps],LabelX,LabelY
56734,642,861,44,46760,59710,21490,0,0
56754,630,838,45,38850,70770,31150,0,0
56774,617,825,41,42140,67480,24640,0,0
56794,601,812,45,47950,60410,9870,0,0
56814,592,794,46,48370,57540,4410,0,0
56834,591,785,41,49280,50820,11690,0,0
56854,596,787,43,50610,41650,18900,0,0
56874,598,795,48,45500,39900,14630,0,0
56894,598,805,49,38290,40670,0,0,0
56914,589,793,47,37170,31920,-12250,0,0
56934,568,755,50,35490,21000,-8540,0,0
56954,557,736,52,27860,15610,5460,0,0
56974,561,735,44,23170,6580,11550,0,0
56994,565,740,44,21980,-6300,5950,0,0
57014,570,756,52,13020,-9730,-4270,0,0
57034,586,784,58,-3010,-4970,-15050,0,0
57054,611,828,43,-9380,-12110,-26600,0,0
57074,615,830,40,-4620,-31920,-32830,0,0
57094,594,798,53,-10360,-38010,-20930,0,0
57114,596,787,53,-27090,-30380,2800,0,0
57134,617,812,38,-29820,-38220,9800,0,0
57154,625,838,38,-28840,-54110,-24430,0,0
57174,612,829,51,-43050,-42840,-28560,0,0
57194,609,822,50,-43050,-48930,-20580,0,0
57214,626,840,35,-32410,-66430,-11480,0,0
57234,628,840,34,-31990,-68600,-3290,0,0
57254,604,805,41,-41580,-56630,4480,0,0
57274,579,760,45,-46410,-50890,6510,0,0
57294,572,747,39,-42910,-55930,-2520,0,0
57314,581,766,36,-38570,-59990,-16170,0,0
57334,593,791,38,-39620,-55510,-19880,0,0
57354,605,807,40,-41720,-49910,-10360,0,0
57374,622,823,36,-39550,-49070,2660,0,0
57394,646,850,29,-35000,-47950,3500,0,0
57414,656,877,35,-34790,-38010,-6930,0,0
57434,661,894,41,-36190,-25410,-10640,0,0
57454,662,894,33,-29120,-24360,-4550,0,0
57474,646,860,27,-20580,-24360,6230,0,0
57494,612,809,33,-22190,-9800,19040,0,0
76234,473,1026,-4,-10500,18830,14910,0,0
76254,452,916,10,-9100,18760,22820,0,0
76274,431,871,5,-12600,26040,45500,0,0
76294,430,909,37,-3500,15330,52080,0,0
76314,500,831,-14,12810,-12810,60410,0,0
76334,494,880,62,20370,-34790,66990,0,0
76354,494,825,46,7560,-16030,48930,0,0
76374,512,822,45,16170,-47320,55160,0,0
76394,498,834,51,14630,-59010,39550,0,0
76414,503,780,-21,-12670,-41860,2380,0,0
76434,520,770,-35,-42210,-38430,-14840,0,0
76454,608,841,-43,-18550,-60060,15610,0,0
76474,498,918,68,-15540,-40180,12110,0,0
76494,564,882,-58,-71400,-22400,-31920,0,0
76514,576,929,32,-49350,-86170,5810,0,0
76534,550,907,108,-51800,-65520,7210,0,0
76554,566,895,71,-80850,-71050,7070,0,0
76574,565,714,-316,-96530,-122010,26040,0,0
76594,404,948,-68,-115010,-121170,14700,0,0
76614,552,860,56,-6440,2100,-21140,0,0
76634,596,937,81,59640,43610,5460,0,0
76654,577,910,85,55090,25340,-7910,0,0
76674,552,852,77,20790,7140,-6930,0,0
76694,516,805,86,-3780,-17500,11900,0,0
76714,392,673,-171,-32900,-35490,26530,0,0
76734,477,870,16,-18340,-26600,17850,0,0
76754,561,847,47,27370,49000,-11480,0,0
76774,581,902,78,30450,61600,1540,0,0
76794,590,900,68,41090,51870,1540,0,0
76814,593,841,0,23730,41370,-7280,0,0
76834,548,819,6,4200,36190,-10710,0,0
76854,524,831,36,7770,56630,-14770,0,0
76874,511,808,59,34160,76020,-2590,0,0
76894,525,809,68,55440,73780,26950,0,0
76914,555,803,43,56630,59080,61040,0,0
76934,588,871,57,40950,50960,59570,0,0
76954,604,878,22,30310,55650,14210,0,0
76974,579,872,11,16870,68670,-29400,0,0
76994,554,889,-2,23730,87290,-44660,0,0
77014,525,863,81,49840,94850,-33040,0,0
77034,526,830,97,55370,114100,12670,0,0
77054,551,809,72,51730,97930,66080,0,0
77074,554,810,79,51030,46620,83230,0,0
77094,551,858,96,19530,32550,35140,0,0
77114,549,889,100,-17780,24570,-39690,0,0
77134,553,880,84,-30240,-14070,-65940,0,0
77154,543,852,75,-35070,-66150,-30520,0,0
77174,522,817,81,-61250,-96110,18410,0,0
77194,518,792,79,-95270,-111650,48580,0,0
77214,538,808,54,-108640,-141120,48510,0,0
77234,540,831,58,-110810,-176960,-33740,0,0
77254,517,846,81,-162820,-185290,-60550,0,0
77274,509,851,73,-161280,-219800,-46550,0,0
77294,526,849,45,-139650,-274960,-840,0,0
77314,547,842,21,-137480,-300090,37310,0,0
77334,542,823,27,-165200,-280770,36400,0,0
77354,531,817,40,-192360,-252840,-770,0,0
77374,527,837,46,-196840,-246820,-43050,0,0
77394,523,849,49,-189490,-256690,-56350,0,0
77414,533,861,43,-174440,-276010,-38710,0,0
77434,562,881,24,-150850,-297990,-14770,0,0
77454,600,919,6,-135870,-300440,-4760,0,0
77474,606,927,13,-150360,-264880,-3500,0,0
77494,572,870,33,-176820,-214340,70,0,0
77514,544,821,41,-176820,-190680,-3990,0,0
77534,530,797,37,-147980,-196000,-18480,0,0
77554,529,793,27,-114730,-204960,-29330,0,0
77574,538,796,20,-94850,-199360,-21770,0,0
77594,552,799,17,-90720,-175350,-1750,0,0
77614,567,815,19,-97370,-135940,9730,0,0
77634,573,828,33,-102340,-93940,6300,0,0
77654,589,862,44,-88200,-69580,-9660,0,0
77674,610,910,37,-52640,-68460,-28980,0,0
77694,627,928,22,-15330,-70980,-31920,0,0
77714,605,885,17,-770,-48860,-10150,0,0
77734,560,810,25,-9660,-910,25830,0,0
77754,526,751,38,-17430,44660,48020,0,0
77774,514,727,42,-4200,65730,40880,0,0
77794,520,741,38,27230,66010,14910,0,0
77814,537,773,32,58800,65030,-12110,0,0
77834,550,803,28,76510,77000,-22890,0,0
77854,567,838,27,78120,102830,-13510,0,0
77874,581,861,31,72030,134330,3570,0,0
77894,582,878,43,70140,160580,11620,0,0
77914,569,866,51,80920,171710,12110,0,0
77934,566,855,45,104650,164430,12880,0,0
77954,579,863,29,130760,149590,9170,0,0
77974,584,876,23,138880,152390,1820,0,0
77994,562,862,40,120750,182840,-1680,0,0
78014,532,832,63,95760,216020,5880,0,0
78034,523,814,67,95130,214900,19740,0,0
78054,530,801,54,119560,180390,30660,0,0
78074,540,805,44,138670,149940,32830,0,0
78094,554,826,46,134050,145600,23590,0,0
78114,575,871,49,115430,155750,6300,0,0
78134,591,917,59,97720,162960,-8610,0,0
78154,591,929,76,82390,165060,-7280,0,0
78174,591,927,77,79170,150010,8190,0,0
78194,589,895,60,93380,112630,29540,0,0
78214,574,848,50,99120,82110,48090,0,0
78234,531,786,58,76860,82530,47950,0,0
78254,497,750,76,41580,97720,29470,0,0
78274,492,751,84,23730,91350,9450,0,0
78294,508,768,78,25480,58660,4900,0,0
78314,538,805,70,29190,20090,14490,0,0
78334,575,853,64,25060,-8820,21770,0,0
78354,610,910,56,15190,-26250,14490,0,0
78374,615,935,63,-2240,-30520,-2730,0,0
78394,573,889,79,-29120,-23450,-14000,0,0
78414,533,824,77,-45850,-29540,-8120,0,0
78434,514,772,64,-39480,-62370,12530,0,0
78454,517,753,51,-30520,-98210,31080,0,0
78474,521,754,47,-37730,-113050,30730,0,0
78494,528,777,54,-59780,-106260,11970,0,0
78514,542,819,65,-84490,-93170,-13930,0,0
78534,565,877,71,-97510,-92820,-34650,0,0
78554,596,922,60,-89390,-115640,-41160,0,0
78574,607,930,39,-69300,-149030,-29750,0,0
78594,590,883,34,-63210,-163100,-5250,0,0
78614,552,813,41,-79870,-147280,19600,0,0
78634,520,761,52,-101500,-121380,29260,0,0
78654,512,755,56,-109970,-107940,16310,0,0
78674,531,792,52,-101220,-113400,-9660,0,0
78694,568,851,41,-82040,-130130,-31640,0,0
78714,608,910,32,-65450,-142030,-37800,0,0
78734,618,925,35,-62860,-135380,-27860,0,0
78754,601,898,42,-73360,-110880,-7280,0,0
78774,577,852,48,-81970,-85820,11130,0,0
78794,564,820,45,-76020,-75180,15960,0,0
78814,558,814,36,-56350,-77560,4480,0,0
78834,557,810,36,-38080,-77210,-12250,0,0
78854,559,817,38,-32410,-63490,-17920,0,0
78874,561,822,41,-33110,-43470,-10710,0,0
78894,569,826,45,-32830,-24290,4130,0,0
78914,575,836,45,-27440,-10150,14490,0,0
78934,582,849,40,-13020,-4270,7490,0,0
78954,575,843,37,6650,-2870,-10010,0,0
78974,555,813,36,17570,7140,-17220,0,0
78994,536,782,42,15750,28700,-5180,0,0
79014,528,769,45,13230,49280,12670,0,0
79034,531,770,48,18410,60200,22050,0,0
79054,546,792,48,29120,63770,20300,0,0
79074,575,839,40,56770,61110,-12040,0,0
79094,597,892,34,63490,67340,-26600,0,0
79114,595,901,43,55930,87640,-19670,0,0
79134,576,872,54,45360,107590,5950,0,0
79154,556,832,56,49910,107380,28910,0,0
79174,544,801,50,64540,94010,34650,0,0
79194,536,783,47,73640,85680,22120,0,0
79214,532,780,49,73780,86310,1540,0,0
79234,534,792,51,68390,90650,-12530,0,0
79254,545,818,54,60340,94780,-13790,0,0
79274,560,847,60,53690,95200,-4970,0,0
79294,570,866,64,52710,87990,7840,0,0
79314,579,868,62,57680,72940,17080,0,0
79334,582,864,53,62090,57750,16590,0,0
79354,574,850,54,56350,53900,8750,0,0
79374,561,839,60,41370,59780,0,0,0
79394,549,829,67,28840,60480,-1330,0,0
79414,541,817,68,24710,48370,10010,0,0
79434,541,806,64,25200,29190,23870,0,0
79454,550,810,60,24430,11760,25550,0,0
79474,564,832,56,19320,1190,13160,0,0
79494,571,853,60,8330,-2030,-2870,0,0
79514,568,861,66,-6510,-1750,-9380,0,0
79534,564,856,69,-15190,-9100,-3780,0,0
79554,563,846,62,-13720,-27510,7840,0,0
79574,565,836,55,-11340,-45710,18340,0,0
79594,556,818,54,-18130,-52080,22540,0,0
79614,549,807,55,-30380,-50330,15540,0,0
79634,546,811,57,-39480,-49840,-1750,0,0
79654,547,822,61,-44660,-52710,-15120,0,0
79674,550,828,60,-45920,-60480,-12950,0,0
79694,557,832,54,-42350,-73150,1190,0,0
79714,565,835,46,-39620,-82110,13510,0,0
79734,572,841,46,-43960,-78820,12950,0,0
79754,567,838,53,-53340,-66780,2730,0,0
79774,552,824,55,-57330,-59920,-6650,0,0
79794,554,820,53,-51170,-64330,-8960,0,0
79814,561,827,48,-40040,-73640,-6020,0,0
79834,569,838,44,-31990,-76930,-1260,0,0
79854,574,840,42,-31640,-69720,3640,0,0
79874,568,830,45,-35770,-56210,6090,0,0
79894,563,827,49,-37940,-43680,2940,0,0
79914,567,837,51,-32550,-37870,-6090,0,0
79934,573,850,48,-20790,-38290,-12250,0,0
79954,580,855,43,-9030,-38990,-8050,0,0
79974,578,844,41,-4060,-32130,4200,0,0
79994,580,842,43,-5810,-16660,13160,0,0
80014,576,843,47,-6160,-1120,9100,0,0
80034,572,843,51,-980,8540,-140,0,0
80054,565,830,49,8470,11760,-3990,0,0
80074,563,821,42,19740,11410,-1960,0,0
80094,559,816,39,29050,13300,280,0,0
80114,543,793,46,27510,26600,5880,0,0
80134,536,785,52,19740,44660,12600,0,0
80154,545,795,53,21700,50470,8820,0,0
80174,567,833,49,33810,44800,-4550,0,0
80194,585,870,46,44520,40390,-18340,0,0
80214,586,879,52,44870,45850,-17080,0,0
80234,586,868,49,40600,54460,-1820,0,0
80254,570,846,51,37940,59990,11620,0,0
80274,558,830,56,35420,65170,14910,0,0
80294,549,820,58,36610,65170,8750,0,0
80314,555,824,54,43260,56280,1610,0,0
80334,563,835,46,51240,43680,-4200,0,0
80354,558,831,53,48020,43050,-5740,0,0
80374,553,834,62,32410,55370,-700,0,0
80394,561,838,62,23030,58520,4200,0,0
80414,567,844,55,27230,45080,6510,0,0
80434,563,837,58,31290,31150,4900,0,0
80454,555,826,58,27090,26390,-420,0,0
80474,550,820,58,21420,22820,-4130,0,0
80494,545,808,59,14070,20020,-140,0,0
80514,548,813,63,2940,20020,6860,0,0
80534,560,834,64,-3150,14840,7840,0,0
80554,583,871,58,0,280,560,0,0
80574,594,889,54,4410,-15120,-10220,0,0
80594,590,885,57,-1470,-18270,-13020,0,0
80614,575,862,59,-13720,-13370,-6370,0,0
80634,555,831,59,-21350,-13090,3500,0,0
80654,540,800,58,-24150,-18270,14700,0,0
80674,533,779,57,-24570,-26040,20580,0,0
80694,539,787,53,-23730,-34720,15610,0,0
80714,553,817,50,-22680,-41860,1260,0,0
80734,563,840,54,-25690,-42910,-13370,0,0
80754,567,849,58,-33950,-37450,-16450,0,0
80774,563,841,59,-39130,-35140,-6160,0,0
80794,564,831,50,-35770,-41510,8470,0,0
80814,560,818,47,-27720,-50890,14910,0,0
80834,549,804,49,-25690,-50960,12670,0,0
80854,545,800,49,-30590,-42000,6090,0,0
80874,546,805,51,-34160,-34160,-1120,0,0
80894,559,827,56,-29400,-30870,70,0,0
80914,585,863,51,-18550,-37030,-210,0,0
80934,605,893,45,-9030,-39900,-1330,0,0
80954,604,891,46,-9520,-30800,-1190,0,0
80974,591,872,48,-14770,-15820,-1120,0,0
80994,572,849,50,-13510,-7350,-420,0,0
81014,557,823,51,-6650,-5740,5180,0,0
81034,545,801,51,840,-6510,12880,0,0
81054,542,784,46,7700,-6860,15820,0,0
81074,548,791,43,12670,-4200,7280,0,0
81094,553,806,46,11340,5880,-5040,0,0
81114,554,819,53,6440,18900,-8540,0,0
81134,564,834,57,9100,21980,-5040,0,0
81154,574,848,50,20790,14700,-1750,0,0
81174,574,849,45,29330,11550,1470,0,0
81194,559,828,49,26740,20370,6930,0,0
81214,553,810,54,21840,30240,10990,0,0
81234,559,820,50,23940,31780,7000,0,0
81254,570,843,53,28840,30380,-3570,0,0
81274,575,861,56,30380,31710,-9240,0,0
81294,577,863,58,32340,30590,-2800,0,0
81314,582,863,50,38990,23030,5320,0,0
81334,575,849,48,39480,22610,8470,0,0
81354,558,825,55,29540,33880,7910,0,0
81374,544,809,62,24290,37940,4550,0,0
81394,548,809,56,30310,27020,2240,0,0
81414,554,817,53,35980,15400,840,0,0
81434,554,820,56,31290,15400,-210,0,0
81454,553,823,57,23800,18200,-980,0,0
81474,550,815,56,19110,16520,1750,0,0
81494,544,804,59,13160,14770,7000,0,0
81514,546,810,60,8680,11480,6510,0,0
81534,559,829,58,9730,2940,-560,0,0
81554,575,856,53,12180,-7280,-7980,0,0
81574,579,861,53,7210,-9520,-8470,0,0
81594,574,858,57,-3780,-4410,-3150,0,0
81614,577,859,61,-10010,-3640,-140,0,0
81634,576,858,56,-8540,-10990,-280,0,0
81654,566,840,54,-6650,-18830,770,0,0
81674,551,812,54,-11130,-19600,4340,0,0
81694,542,797,54,-16380,-19040,3850,0,0
81714,540,794,50,-18690,-20650,-1330,0,0
81734,541,800,55,-23520,-19320,-3360,0,0
81754,551,815,56,-28840,-17780,-840,0,0
81774,568,838,53,-28000,-22400,770,0,0
81794,590,874,47,-22190,-30170,-3850,0,0
81814,595,888,48,-21280,-30310,-10220,0,0
81834,585,876,53,-27090,-22190,-8400,0,0
81854,573,848,53,-30450,-16800,1680,0,0
81874,560,824,50,-28420,-16800,12110,0,0
81894,547,804,50,-24850,-17360,15610,0,0
81914,536,784,51,-22120,-16310,13090,0,0
81934,531,777,51,-20090,-15050,9170,0,0
81954,536,783,47,-17780,-14560,4130,0,0
81974,554,811,51,-16730,-11970,-1190,0,0
81994,579,857,52,-17010,-6720,-4620,0,0
82014,610,908,52,-12950,-5460,-6650,0,0
82034,622,928,48,-4340,-8400,-4900,0,0
82054,610,906,49,70,-6160,2170,0,0
82074,586,871,48,700,770,5600,0,0
82094,562,828,49,2800,6790,7280,0,0
82114,539,789,52,3850,12670,13720,0,0
82134,521,761,54,3500,17500,20790,0,0
82154,531,768,51,6720,17290,22540,0,0
82174,551,805,48,16450,10500,10920,0,0
82194,566,837,48,23310,7210,-7000,0,0
82214,574,853,52,20370,14070,-13230,0,0
82234,573,856,55,16030,21350,-6230,0,0
82254,572,848,51,17990,21070,4410,0,0
82274,552,817,53,22680,18130,12110,0,0
82294,537,786,56,22750,19880,18270,0,0
82314,535,781,51,22330,20230,19320,0,0
82334,543,794,48,27650,13790,9800,0,0
82354,553,819,55,28280,13090,-2170,0,0
82374,568,852,60,20860,20510,-9100,0,0
82394,592,887,55,20300,19040,-10990,0,0
82414,603,897,46,29960,6160,-7770,0,0
82434,586,874,53,32060,2100,-910,0,0
82454,560,834,58,22120,11760,6300,0,0
82474,549,808,55,15680,17010,11620,0,0
82494,548,804,54,17920,10990,11340,0,0
82514,545,804,56,19040,5390,5880,0,0
82534,551,818,59,15750,4900,-770,0,0
82554,565,837,55,13720,2380,-5530,0,0
82574,577,857,50,13790,-3640,-5880,0,0
82594,578,858,55,11620,-6860,-3710,0,0
82614,567,849,61,4200,-2870,-1330,0,0
82634,566,840,58,-1820,-490,70,0,0
82654,560,824,53,980,-8540,1120,0,0
82674,553,812,51,3780,-16590,3290,0,0
82694,547,807,56,-1120,-15750,3150,0,0
82714,547,808,55,-7350,-12600,210,0,0
82734,553,816,55,-10640,-17570,-2100,0,0
82754,565,831,55,-12950,-18830,-3290,0,0
82774,580,863,55,-11760,-21980,-8540,0,0
82794,593,884,50,-9310,-25270,-12950,0,0
82814,590,877,51,-13580,-21420,-6370,0,0
82834,571,848,54,-20090,-14980,6090,0,0
82854,557,820,50,-20160,-14560,12110,0,0
82874,547,802,50,-17220,-16590,10500,0,0
82894,540,792,51,-16520,-16520,5950,0,0
82914,544,795,50,-16170,-16310,490,0,0
82934,553,813,48,-15050,-16170,-5180,0,0
82954,572,844,49,-15470,-13230,-9380,0,0
82974,583,871,51,-16870,-8260,-8260,0,0
82994,584,868,54,-15820,-6090,-210,0,0
83014,577,850,49,-10780,-8190,7980,0,0
83034,560,819,47,-7490,-7420,11480,0,0
83054,543,793,50,-9030,-700,11130,0,0
83074,534,782,51,-10290,5110,7840,0,0
83094,539,786,52,-8330,6160,5250,0,0
83114,556,815,50,-3850,4200,1050,0,0
83134,575,848,50,140,3920,-5180,0,0
83154,588,876,49,2170,6510,-7770,0,0
83174,590,880,51,3710,9450,-3640,0,0
83194,583,861,49,4480,12810,4900,0,0
83214,569,838,50,5040,16800,10570,0,0
83234,552,811,52,5320,21000,12390,0,0
83254,540,794,54,7350,21980,11900,0,0
83274,540,791,51,11410,19460,10220,0,0
83294,552,809,48,14420,17570,5600,0,0
83314,569,840,53,15680,18340,-2940,0,0
83334,576,859,54,14350,21910,-6860,0,0
83354,577,859,56,13370,23730,-1890,0,0
83374,569,845,52,15540,21140,6650,0,0
83394,556,822,51,18830,17500,11830,0,0
83414,541,799,55,18620,17920,12810,0,0
83434,538,793,56,15680,19810,11970,0,0
83454,550,806,55,16870,16310,7000,0,0
83474,558,825,54,19390,11550,-490,0,0
83494,562,838,57,16870,12040,-4200,0,0
83514,566,846,57,14770,11130,-1960,0,0
83534,581,861,51,18690,3290,2520,0,0
83554,586,867,50,20720,-1820,5040,0,0
83574,580,865,55,14840,2730,5110,0,0
83594,574,858,59,9800,6580,4340,0,0
83614,576,855,55,11900,1400,4200,0,0
83634,577,855,51,16450,-6930,3500,0,0
83654,567,841,54,15260,-8260,3780,0,0
83674,561,833,56,9940,-5320,5810,0,0
83694,563,832,54,7980,-6860,7070,0,0
83714,564,835,50,8400,-11060,6440,0,0
83734,560,829,55,5250,-10500,3780,0,0
83754,557,829,58,1330,-9170,1120,0,0
83774,558,823,55,2590,-14210,1820,0,0
83794,556,817,52,4270,-20090,5180,0,0
83814,553,815,51,910,-19600,5810,0,0
83834,548,810,56,-4690,-15400,3430,0,0
83854,557,822,53,-6580,-15400,-70,0,0
83874,561,828,52,-3780,-20930,-3850,0,0
83894,561,828,52,-3780,-22750,-3010,0,0
83914,562,832,53,-7490,-19740,-630,0,0
83934,570,841,50,-8610,-19040,-560,0,0
83954,577,849,47,-7000,-20510,-1330,0,0
83974,568,842,53,-9380,-17010,-1400,0,0
83994,569,842,52,-13510,-11130,-1820,0,0
84014,573,849,51,-10430,-12530,-3780,0,0
84034,577,854,47,-5950,-15190,-2940,0,0
84054,571,846,50,-7140,-11550,490,0,0
84074,565,831,52,-11060,-4270,5320,0,0
84094,562,829,50,-10920,-1120,5530,0,0
84114,556,819,50,-6580,-2660,-140,0,0
84134,552,813,51,-4900,-1050,-2240,0,0
84154,548,806,51,-5110,1960,-840,0,0
84174,547,800,48,-4480,3360,2030,0,0
84194,547,801,49,-4200,5110,5040,0,0
84214,546,804,52,-5040,8400,4060,0,0
84234,549,809,53,-5600,11480,350,0,0
84254,560,822,49,-2940,10710,-3360,0,0
84274,569,840,49,490,8820,-5180,0,0
84294,575,854,50,1400,9940,-4760,0,0
84314,578,858,51,840,13300,-2870,0,0
84334,574,851,53,70,16730,280,0,0
84354,571,845,50,1260,17570,2590,0,0
84374,567,837,51,5180,15400,1750,0,0
84394,560,830,52,7770,14630,-210,0,0
84414,560,826,52,7420,16240,-420,0,0
84434,563,832,50,7350,16660,630,0,0
84454,567,840,54,8050,15960,1260,0,0
84474,572,853,56,6720,17220,1120,0,0
84494,579,860,53,7070,16240,-910,0,0
84514,575,854,51,11620,10570,-3640,0,0
84534,566,839,53,12600,8260,-1610,0,0
84554,553,821,56,5180,12530,8610,0,0
84574,547,808,56,5810,9030,9590,0,0
84594,545,800,56,7140,4130,6020,0,0
84614,542,797,54,7420,560,840,0,0
84634,542,798,55,5460,-840,-1610,0,0
84654,546,805,55,3010,-2240,-1820,0,0
84674,547,812,54,1260,-4480,-140,0,0
84694,552,815,55,-1610,-5040,3220,0,0
84714,558,826,56,-3430,-6580,3640,0,0
84734,568,840,55,-1680,-11200,490,0,0
84754,574,852,51,0,-14700,-3220,0,0
84774,570,851,52,-2800,-13090,-3150,0,0
84794,564,839,55,-6090,-10640,2940,0,0
84814,566,838,53,-4970,-12950,9800,0,0
84834,571,843,53,-1960,-16730,10780,0,0
84854,580,855,52,140,-18130,5600,0,0
84874,577,853,53,560,-17010,-210,0,0
84894,570,847,52,1050,-16380,-2380,0,0
84914,560,830,54,630,-14910,2870,0,0
84934,555,819,54,-210,-13020,10990,0,0
84954,561,826,52,2380,-14560,12530,0,0
84974,571,843,50,6230,-16660,8820,0,0
84994,580,860,50,6300,-14000,3360,0,0
85014,585,868,55,3710,-8190,-1260,0,0
85034,590,879,53,5250,-6440,-3360,0,0
85054,581,867,52,8890,-7070,980,0,0
85074,564,834,53,8750,-4550,12390,0,0
85094,546,800,52,7980,-1750,23100,0,0
85114,541,783,49,9240,-1260,23940,0,0
85134,541,790,47,11550,-1470,11550,0,0
85154,543,798,53,10780,1610,-2030,0,0
85174,548,809,56,8330,5250,-6650,0,0
85194,558,824,52,10150,2940,-4410,0,0
85214,566,836,50,13230,-420,2800,0,0
85234,571,841,49,11480,2170,9870,0,0
85254,569,837,55,7140,8050,11410,0,0
85274,574,844,52,7070,9380,6020,0,0
85294,574,850,54,9870,7700,-3780,0,0
85314,571,850,53,10150,8470,-10640,0,0
85334,564,842,55,9450,9730,-8470,0,0
85354,558,822,53,8540,9870,2520,0,0
85374,550,805,51,6370,10570,12180,0,0
85394,543,795,52,2940,13300,12810,0,0
85414,544,801,54,490,15330,4200,0,0
85434,553,820,55,1050,13230,-7280,0,0
85454,567,841,52,2730,9240,-12740,0,0
85474,577,857,51,2380,7350,-11130,0,0
85494,578,858,57,-1610,9940,-4480,0,0
85514,577,856,55,-4480,11340,2240,0,0
85534,569,841,55,-3500,8680,4200,0,0
85554,563,832,53,-2870,6720,840,0,0
85574,559,827,52,-3430,6370,-5460,0,0
85594,558,826,55,-3990,5670,-8260,0,0
85614,556,822,53,-4760,4200,-5180,0,0
85634,556,819,53,-7210,4060,1260,0,0
85654,564,830,55,-8890,3570,3710,0,0
85674,576,854,52,-7000,70,-2100,0,0
85694,583,867,53,-4060,-3990,-10990,0,0
85714,574,858,53,-4690,-4060,-14070,0,0
85734,560,832,53,-8540,-700,-7770,0,0
85754,542,797,55,-10990,770,4200,0,0
85774,525,768,54,-10920,-1120,14770,0,0
85794,524,758,53,-9870,-4410,16730,0,0
85814,537,781,50,-8260,-7910,7560,0,0
85834,564,832,50,-5950,-10850,-9170,0,0
85854,592,882,54,-5950,-10430,-23100,0,0
85874,617,930,58,-8610,-6790,-24010,0,0
85894,627,948,53,-7210,-7070,-14350,0,0
85914,614,919,49,-1190,-11130,0,0,0
85934,574,846,52,910,-10360,14070,0,0
85954,539,787,52,-2380,-3710,23240,0,0
85974,524,762,52,-3220,0,21630,0,0
85994,520,758,54,-70,-1260,10780,0,0
86014,528,776,57,1890,-2450,1960,0,0
86034,550,810,53,4550,-5670,-1680,0,0
86054,575,848,50,9940,-12040,-2870,0,0
86074,592,878,48,13650,-15330,-3570,0,0
86094,584,872,54,10780,-9660,-2450,0,0
86114,573,851,54,4760,-280,3220,0,0
86134,555,820,51,7420,-1120,7910,0,0
86154,537,782,51,14140,-6720,12600,0,0
86174,522,759,53,14420,-5530,17080,0,0
86194,532,773,52,12390,-2590,16030,0,0
86214,563,826,50,14280,-4130,9030,0,0
86234,600,891,51,17150,-6300,-3150,0,0
86254,620,934,54,15960,-2870,-14350,0,0
86274,618,934,56,13510,2870,-14420,0,0
86294,600,897,51,15680,2870,-3290,0,0
86314,568,840,49,20790,-1050,10850,0,0
86334,536,781,52,20650,1470,22470,0,0
86354,512,744,54,14420,10290,26810,0,0
86374,502,728,54,8960,16100,16870,0,0
86394,517,751,53,12880,7070,4760,0,0
86414,547,802,54,14910,2520,-8750,0,0
86434,581,864,53,15190,770,-16940,0,0
86454,619,930,50,15120,280,-17360,0,0
86474,635,960,49,10990,5180,-9170,0,0
86494,622,944,52,4130,14000,4200,0,0
86514,586,879,56,560,18970,18200,0,0
86534,553,810,55,3080,15820,26110,0,0
86554,527,765,51,7000,10010,22680,0,0
86574,518,748,51,5670,9730,11340,0,0
86594,522,760,53,910,12740,-2660,0,0
86614,544,795,55,-2380,13230,-12810,0,0
86634,566,840,54,-2380,9380,-15190,0,0
86654,579,864,55,-1540,5040,-10780,0,0
86674,581,864,55,-1050,1820,-4410,0,0
86694,571,844,51,-280,-980,280,0,0
86714,553,814,50,-2870,-140,4480,0,0
86734,535,782,54,-9450,5040,6090,0,0
86754,527,770,55,-13580,7210,2240,0,0
86774,534,786,55,-11480,2240,-4060,0,0
86794,553,815,53,-8260,-4550,-7420,0,0
86814,583,864,51,-7070,-8750,-10150,0,0
86834,613,915,48,-6580,-9730,-14700,0,0
86854,628,950,50,-8750,-5600,-16800,0,0
86874,612,928,55,-13020,770,-11130,0,0
86894,579,865,55,-13580,2170,3780,0,0
86914,546,801,50,-8260,-3360,17290,0,0
86934,518,748,48,-4690,-7140,20090,0,0
86954,497,719,51,-7350,-4760,15260,0,0
86974,494,716,54,-11130,-2170,7000,0,0
86994,516,747,54,-10780,-5320,-5460,0,0
87014,546,805,52,-6510,-11970,-19810,0,0
87034,576,858,54,-4900,-14350,-25340,0,0
87054,603,903,56,-4760,-14490,-19740,0,0
87074,624,931,47,-1120,-17710,-9240,0,0
87094,620,922,47,630,-16940,1750,0,0
87114,591,879,54,-4830,-6720,8050,0,0
87134,560,833,58,-8680,1820,9100,0,0
87154,542,797,52,-1820,-2450,7910,0,0
87174,526,769,48,5810,-9240,8540,0,0
87194,518,752,54,4970,-7700,11480,0,0
87214,524,761,53,2450,-4270,10290,0,0
87234,546,796,51,4900,-5950,1470,0,0
87254,571,841,51,8540,-8890,-10080,0,0
87274,587,876,55,8330,-6720,-15540,0,0
87294,595,893,54,7840,-3920,-11830,0,0
87314,592,885,49,11620,-5460,-2520,0,0
87334,571,845,50,13860,-5250,11060,0,0
87354,550,805,54,10010,1680,22960,0,0
87374,539,785,54,8120,6300,22470,0,0
