T [ms],AccX [mg],AccY [mg],AccZ [mg],GyroX [mdps],GyroY [mdps],GyroZ [mdps]
21351, -116, -991, -9, 3850, 2450, 10850
21371, -97, -1006, -14, 5950, 3290, 15890
21391, -89, -1010, -15, 6860, 5740, 8400
21411, -90, -983, -9, 4760, 3570, 4900
21431, -113, -998, -10, 1610, 1120, 2380
21451, -84, -1013, -6, 3010, 1260, 840
21471, -102, -991, -19, 3080, 3640, -3850
21491, -124, -999, -3, 4760, 5740, -9240
21511, -83, -1021, -7, 2590, 2940, 0
21531, -87, -1025, -23, 2240, 0, 12670
21551, -111, -1011, -2, 3150, -630, 12810
21571, -109, -1011, -10, -1050, 630, 12950
21591, -68, -1044, -39, -420, 1820, 16590
21611, -161, -952, -9, 1820, -420, 12460
21631, -150, -1012, 15, -5600, -10080, 12390
21651, -146, -995, -29, -12390, -10850, 13370
21671, -153, -986, -7, 1960, -9730, 13020
21691, -157, -957, -11, -2870, -7070, 7000
21711, -138, -966, -11, -1470, -3360, 210
21731, -112, -996, -26, 6020, 2660, 4690
21751, -140, -1001, -10, 11550, 6860, 12250
21771, -170, -970, -10, 10990, 9800, 5880
21791, -144, -1000, -4, 8890, 12740, -4970
21811, -79, -1004, -3, 10850, 11130, 3360
